Matchup,NYM @ CIN
Pitcher,Chase Burns
Pitcher Team,CIN
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,75.2,296,0.190,0.258,0.337,0.147,0.99,9,1.07,7.8%,33.7%,29.7%,24.7%,16.4%,10.47,59.6%,6.7%,9.2%,38.4%,27.6%,15.7%,17.3%
vsLHB,40.1,170,0.212,0.306,0.404,0.192,1.26,7,1.56,11.2%,32.7%,32.4%,25.3%,15.3%,12.27,59.1%,6.8%,9.4%,34.4%,28.1%,22.2%,20.8%
vsRHB,34.2,126,0.164,0.194,0.254,0.090,0.69,2,0.52,3.2%,34.9%,26.2%,23.7%,18.1%,8.57,60.3%,6.6%,9.0%,42.7%,27.0%,8.3%,13.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Bo Bichette RHB,,+660,19,16,4.20,2,2,0.533,0.500,1.133,0.600,0.666,-,17.1%,25.0%,12.3%,91.3,276.5,3,1,8.3%,8.3%,25.0%,75.0%,41.7%,71.0,11.1%,25.0%,19.4%,87.8%,33.3%,50.0%,25.0%,41.7%,33.3%,16.7%,50.0%,53.3%
A.J. Ewing LHB,,+990,29,23,3.40,1,1,0.400,0.478,0.650,0.250,0.480,13.0%,8.5%,13.0%,4.5%,89.0,260.4,2,2,-,-,17.6%,23.5%,58.8%,70.7,14.0%,25.6%,7.0%,93.5%,11.8%,50.0%,41.2%,47.1%,47.1%,29.4%,23.5%,57.1%
Jared Young LHB,,+513,21,22,3.40,1,2,0.182,0.182,0.364,0.182,0.234,-,20.5%,13.6%,11.0%,89.0,267.0,4,2,5.3%,5.3%,26.3%,36.8%,26.3%,73.5,36.6%,22.0%,12.2%,95.3%,31.6%,16.7%,21.1%,36.8%,52.6%,36.8%,10.5%,36.4%
Juan Soto LHB,,+340,28,20,4.20,1,2,0.278,0.350,0.500,0.222,0.367,10.0%,15.2%,-,7.2%,91.1,273.3,5,3,5.6%,5.6%,22.2%,61.1%,33.3%,72.7,23.1%,53.8%,30.8%,92.9%,22.2%,25.0%,27.8%,38.9%,55.6%,27.8%,16.7%,37.5%
Marcus Semien RHB,,+690,16,17,4.20,1,1,0.133,0.235,0.333,0.200,0.252,11.8%,45.0%,47.1%,24.7%,77.9,234.6,2,1,-,-,28.6%,14.3%,28.6%,69.5,5.9%,8.8%,-,85.0%,28.6%,50.0%,14.3%,28.6%,42.9%,14.3%,42.9%,47.4%
MJ Melendez LHB,,+600,24,14,3.20,1,1,0.273,0.429,0.636,0.364,0.448,14.3%,27.3%,21.4%,12.2%,95.0,218.3,2,1,-,-,37.5%,62.5%,25.0%,74.6,43.3%,16.7%,13.3%,90.9%,25.0%,50.0%,25.0%,12.5%,37.5%,37.5%,25.0%,53.3%
Francisco Alvarez RHB,,+479,30,12,3.20,1,2,0.167,0.167,0.500,0.333,0.281,-,35.3%,41.7%,21.8%,95.0,334.4,3,1,28.6%,14.3%,28.6%,57.1%,42.9%,74.9,56.2%,15.6%,12.5%,94.1%,28.6%,50.0%,28.6%,42.9%,71.4%,28.6%,-,45.5%
Mark Vientos RHB,—,N/A,19,10,2.20,1,1,0.222,0.300,0.556,0.333,0.371,-,48.0%,30.0%,28.6%,89.2,320.0,2,1,16.7%,16.7%,33.3%,66.7%,16.7%,73.1,35.0%,20.0%,5.0%,80.0%,50.0%,33.3%,-,50.0%,33.3%,50.0%,16.7%,50.0%
Brett Baty LHB,,+710,14,24,3.60,0,1,0.227,0.292,0.273,0.045,0.255,8.3%,22.2%,20.8%,11.9%,87.3,255.2,2,0,-,-,11.8%,52.9%,35.3%,74.6,51.2%,23.3%,9.3%,97.7%,23.5%,0.0%,17.6%,58.8%,41.2%,35.3%,23.5%,47.6%
Carson Benge LHB,,+620,35,21,4.20,0,0,0.250,0.286,0.350,0.100,0.281,-,27.0%,33.3%,11.4%,84.7,231.6,2,0,-,-,7.7%,23.1%,46.2%,72.1,21.6%,16.2%,2.7%,100.0%,15.4%,0.0%,30.8%,46.2%,46.2%,53.8%,-,23.8%
Luis Torrens RHB,—,N/A,19,13,3.40,0,1,0.250,0.308,0.333,0.083,0.290,-,39.3%,38.5%,17.5%,90.9,286.1,1,1,14.3%,-,14.3%,28.6%,28.6%,70.3,10.7%,17.9%,7.1%,100.0%,14.3%,0.0%,14.3%,57.1%,42.9%,42.9%,14.3%,35.7%
Vidal Brujan SHB,—,N/A,-,5,2.40,0,0,0.250,0.400,0.250,-,0.308,20.0%,33.3%,-,15.4%,50.4,175.1,0,0,-,-,-,-,-,66.0,-,25.0%,-,66.7%,-,-,-,-,-,50.0%,50.0%,40.0%
