Matchup,TEX @ CLE
Pitcher,Joey Cantillo
Pitcher Team,CLE
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,50.1,215,0.236,0.311,0.393,0.157,1.35,7,1.25,10.7%,29.5%,22.8%,18.6%,13.7%,8.76,56.6%,6.3%,8.4%,32.2%,34.3%,14.3%,21.0%
vsLHB,12.1,54,0.239,0.336,0.413,0.174,1.54,2,1.46,14.8%,24.5%,18.5%,15.2%,11.7%,7.30,53.6%,6.3%,13.9%,38.9%,44.4%,12.5%,22.2%
vsRHB,38.0,161,0.234,0.302,0.386,0.152,1.29,5,1.18,9.3%,31.2%,24.2%,19.8%,14.4%,9.24,57.7%,6.3%,6.5%,29.9%,30.8%,15.2%,20.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Higashioka RHB,,+560,10,12,4.00,1,2,0.182,0.250,0.545,0.364,0.335,8.3%,16.7%,8.3%,7.3%,77.8,191.2,2,1,10.0%,10.0%,30.0%,30.0%,20.0%,71.7,12.5%,25.0%,12.5%,94.1%,20.0%,10.0%,100.0%,10.0%,30.0%,50.0%,20.0%,30.0%,12.5%
Corey Seager LHB,—,N/A,16,12,5.00,1,1,0.111,0.333,0.444,0.333,0.337,25.0%,35.7%,33.3%,14.3%,88.0,303.5,1,1,20.0%,-,-,60.0%,40.0%,73.3,27.3%,27.3%,27.3%,78.6%,40.0%,40.0%,50.0%,-,60.0%,40.0%,-,60.0%,45.5%
Jake Burger RHB,,+439,24,16,4.20,0,1,0.154,0.250,0.154,-,0.197,6.2%,38.5%,31.2%,16.1%,84.4,245.2,3,1,-,-,22.2%,22.2%,11.1%,76.4,62.5%,12.5%,4.2%,92.3%,44.4%,33.3%,0.0%,11.1%,33.3%,44.4%,44.4%,11.1%,33.3%
Ezequiel Duran RHB,,+840,14,15,3.80,0,0,0.231,0.333,0.308,0.077,0.290,13.3%,27.5%,26.7%,13.6%,89.8,220.0,1,0,-,-,22.2%,22.2%,44.4%,72.0,11.1%,16.7%,5.6%,94.7%,44.4%,-,-,44.4%,55.6%,55.6%,33.3%,11.1%,42.1%
Josh Jung RHB,,+630,17,13,4.80,0,0,0.417,0.462,0.500,0.083,0.421,7.7%,15.0%,23.1%,5.8%,94.4,248.2,2,1,-,-,11.1%,66.7%,66.7%,69.9,5.3%,42.1%,21.1%,95.0%,66.7%,-,-,66.7%,33.3%,44.4%,33.3%,22.2%,18.2%
Justin Foscue RHB,,+630,22,13,2.60,0,0,0.333,0.385,0.500,0.167,0.382,7.7%,18.9%,23.1%,10.0%,88.0,224.1,1,1,11.1%,11.1%,44.4%,33.3%,33.3%,71.2,19.4%,16.1%,6.5%,86.1%,44.4%,11.1%,0.0%,33.3%,44.4%,66.7%,11.1%,22.2%,26.7%
Brandon Nimmo LHB,—,N/A,11,11,4.40,0,0,0.200,0.273,0.400,0.200,0.290,9.1%,15.4%,18.2%,9.5%,89.7,295.6,2,1,-,-,12.5%,37.5%,37.5%,71.9,24.0%,20.0%,8.0%,96.2%,50.0%,25.0%,0.0%,25.0%,50.0%,50.0%,25.0%,25.0%,53.8%
Evan Carter LHB,,+760,9,11,3.20,0,0,0.100,0.182,0.100,-,0.140,9.1%,39.1%,27.3%,20.9%,63.2,254.8,0,0,-,-,14.3%,14.3%,-,70.2,5.9%,5.9%,-,77.3%,28.6%,28.6%,0.0%,-,42.9%,14.3%,14.3%,71.4%,40.0%
Elias Diaz RHB,,+400,27,9,3.80,0,0,0.222,0.222,0.333,0.111,0.240,-,30.4%,33.3%,20.6%,77.3,204.7,1,0,-,-,16.7%,-,33.3%,74.6,44.4%,5.6%,-,85.7%,50.0%,33.3%,0.0%,16.7%,33.3%,33.3%,33.3%,33.3%,50.0%
Joc Pederson LHB,—,N/A,18,7,4.60,0,1,-,0.143,-,-,0.093,14.3%,36.4%,57.1%,11.4%,99.8,362.8,1,1,50.0%,-,-,100.0%,-,72.0,10.0%,20.0%,20.0%,90.9%,50.0%,50.0%,0.0%,-,50.0%,-,50.0%,50.0%,16.7%
Nicky Lopez LHB,,+1700,2,7,3.20,0,0,-,-,-,-,-,-,17.6%,28.6%,8.1%,68.1,168.2,0,0,-,-,20.0%,-,-,65.8,-,12.5%,-,100.0%,-,-,-,-,60.0%,60.0%,40.0%,-,40.0%
Alejandro Osuna LHB,,+1200,9,7,4.00,0,0,0.333,0.429,0.333,-,0.357,-,22.2%,14.3%,6.9%,84.7,268.8,1,0,-,-,-,25.0%,25.0%,69.9,12.5%,37.5%,-,88.9%,50.0%,25.0%,0.0%,25.0%,50.0%,25.0%,75.0%,-,8.3%
Cameron Cauley RHB,—,N/A,-,4,4.00,0,0,0.333,0.500,1.000,0.667,0.567,25.0%,0.0%,-,-,76.5,107.9,0,0,-,-,-,-,33.3%,66.1,25.0%,50.0%,-,100.0%,33.3%,-,-,33.3%,33.3%,-,33.3%,66.7%,50.0%
