Matchup,SEA @ BAL
Pitcher,Brandon Young
Pitcher Team,BAL
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.1,213,0.257,0.313,0.398,0.141,1.34,6,1.09,8.0%,21.3%,16.9%,16.7%,10.8%,6.57,67.4%,7.9%,8.9%,41.8%,27.8%,13.6%,17.7%
vsLHB,31.0,125,0.218,0.296,0.382,0.164,1.13,4,1.16,8.8%,18.3%,12.8%,14.3%,9.4%,4.65,66.7%,7.1%,10.4%,40.6%,30.2%,13.8%,19.8%
vsRHB,18.1,88,0.309,0.338,0.420,0.111,1.69,2,0.98,6.8%,25.5%,22.7%,19.4%,12.8%,9.82,68.5%,8.8%,6.5%,43.5%,24.2%,13.3%,14.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Colt Emerson LHB,,+300,12,18,3.80,2,2,0.235,0.278,0.647,0.412,0.389,5.6%,39.5%,38.9%,26.8%,83.8,231.8,2,2,10.0%,10.0%,20.0%,30.0%,20.0%,72.2,22.9%,14.3%,2.9%,94.6%,30.0%,66.7%,10.0%,30.0%,40.0%,10.0%,50.0%,50.0%
Mitch Garver RHB,,+307,29,16,3.60,2,2,0.143,0.250,0.571,0.429,0.344,12.5%,25.8%,25.0%,12.5%,96.4,303.2,6,2,10.0%,10.0%,70.0%,70.0%,30.0%,73.0,25.0%,28.6%,17.9%,90.3%,70.0%,28.6%,20.0%,10.0%,70.0%,30.0%,-,42.1%
Dominic Canzone LHB,,+360,25,11,2.80,2,2,0.600,0.636,1.400,0.800,0.834,9.1%,8.7%,-,4.9%,101.4,290.9,3,2,40.0%,20.0%,30.0%,80.0%,60.0%,73.8,43.5%,39.1%,30.4%,100.0%,30.0%,66.7%,40.0%,30.0%,50.0%,30.0%,20.0%,54.5%
Julio Rodriguez RHB,,+434,22,27,4.80,1,1,0.208,0.296,0.375,0.167,0.296,11.1%,28.6%,22.2%,15.2%,90.6,294.5,3,2,11.1%,-,11.1%,44.4%,33.3%,77.3,75.0%,20.5%,11.4%,91.7%,16.7%,33.3%,27.8%,55.6%,22.2%,50.0%,27.8%,30.4%
Randy Arozarena RHB,,+620,13,27,4.60,1,3,0.417,0.481,0.625,0.208,0.480,3.7%,19.4%,14.8%,9.9%,92.9,292.1,5,3,15.0%,-,5.0%,45.0%,60.0%,70.4,9.1%,39.4%,18.2%,94.3%,20.0%,25.0%,30.0%,50.0%,15.0%,50.0%,35.0%,34.8%
Cole Young LHB,,+610,18,22,4.60,1,1,0.300,0.318,0.450,0.150,0.330,-,14.3%,13.6%,7.5%,89.2,237.5,3,1,5.6%,5.6%,27.8%,50.0%,27.8%,71.9,20.0%,36.7%,20.0%,90.9%,27.8%,20.0%,5.6%,38.9%,44.4%,38.9%,16.7%,30.4%
Josh Naylor LHB,,+475,17,18,4.80,1,2,0.250,0.333,0.500,0.250,0.362,5.6%,22.2%,5.6%,10.9%,91.0,253.3,5,2,6.7%,6.7%,13.3%,33.3%,26.7%,70.0,4.0%,40.0%,12.0%,92.6%,33.3%,20.0%,13.3%,33.3%,33.3%,13.3%,53.3%,25.0%
Luke Raley LHB,,+350,29,14,3.60,1,2,0.231,0.286,0.538,0.308,0.356,-,42.9%,28.6%,23.4%,89.5,194.8,2,2,22.2%,11.1%,44.4%,44.4%,44.4%,76.4,69.7%,9.1%,9.1%,94.3%,33.3%,33.3%,33.3%,-,44.4%,-,55.6%,50.0%
Jhonny Pereda RHB,,+920,4,25,3.80,0,0,0.292,0.320,0.292,-,0.275,4.0%,17.0%,4.0%,8.3%,90.7,235.3,5,0,-,-,4.3%,47.8%,39.1%,70.3,4.8%,42.9%,14.3%,89.4%,8.7%,0.0%,39.1%,39.1%,21.7%,43.5%,34.8%,37.0%
Patrick Wisdom RHB,,+414,11,14,4.00,0,0,0.077,0.143,0.154,0.077,0.137,7.1%,31.0%,28.6%,16.1%,92.9,268.2,3,3,33.3%,-,11.1%,44.4%,33.3%,76.5,74.1%,22.2%,14.8%,93.1%,33.3%,0.0%,22.2%,22.2%,11.1%,22.2%,66.7%,56.2%
