Matchup,KC @ CLE
Pitcher,Tanner Bibee
Pitcher Team,CLE
Opposing Team,KC

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,19.1,1.29,="20-77",.260,.584,0.324,6,7,0,10,17.1,5,.305,.889
Batting Second,15.2,1.91,="22-68",.324,.544,0.220,4,3,0,9,15.6,8,.390,.934
Batting Third,19.1,0.93,="12-67",.179,.299,0.120,2,2,0,7,17.3,6,.267,.566
Batting Fourth,18.2,0.91,="14-67",.209,.313,0.104,2,1,0,5,25.7,3,.270,.583
Batting Fifth,17.1,1.04,="12-63",.190,.254,0.064,1,1,0,4,20.0,6,.257,.511
Batting Sixth,17.1,1.04,="15-67",.224,.343,0.119,2,2,0,5,27.1,3,.257,.600
Batting Seventh,16.1,1.29,="17-62",.274,.613,0.339,6,1,1,10,18.2,4,.318,.931
Batting Eighth,16.0,0.88,="10-56",.179,.339,0.160,2,3,0,7,19.4,4,.226,.565
Batting Ninth,15.0,1.20,="13-55",.236,.291,0.055,1,0,0,5,13.1,5,.300,.591

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Carter Jensen LHB,Batting First ​,="52-232",.224,.448,0.224,12,14,1,33,28.8,29,.311,.759
Bobby Witt Jr. RHB,Batting Second ​,="131-453",.289,.459,0.170,16,27,1,49,17.5,55,.366,.825
Vinnie Pasquantino LHB,Batting Third ​,="52-223",.233,.372,0.139,6,9,2,28,15.9,31,.322,.694
Jac Caglianone LHB,Batting Third ​,="64-207",.309,.589,0.280,15,11,1,44,20.7,7,.336,.925
Salvador Perez RHB,Batting Fourth ​,="74-344",.215,.360,0.145,12,12,1,45,19.7,13,.256,.616
John Rave LHB,Batting Seventh ​,="6-34",.176,.382,0.206,1,2,1,1,18.9,2,.222,.604
Isaac Collins SHB,Batting Seventh ​,="28-115",.243,.348,0.105,1,9,0,12,21.0,25,.378,.726
Luke Maile RHB,Batting Eighth ​,="3-14",.214,.500,0.286,1,1,0,4,26.7,1,.267,.767
Josh Rojas LHB,Batting Eighth ​,="8-42",.190,.190,0.000,0,0,0,4,11.1,2,.227,.417
Nick Loftin RHB,Batting Eighth ​,="19-92",.207,.348,0.141,2,5,1,15,13.5,8,.272,.620
Kyle Isbel LHB,Batting Ninth ​,="54-224",.241,.371,0.130,6,9,1,24,21.3,13,.289,.660
Matthew Lugo RHB,Batting Ninth ​,="1-1",1.000,1.000,0.000,0,0,0,0,0.0,0,1.000,2.000
Tyler Tolbert RHB,Batting Ninth ​,="17-46",.370,.565,0.195,2,3,0,6,17.3,2,.388,.953
