HR Split,Overall
Dates,="6/2/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:05 PM,Jameson Taillon,vs,1.80,1.80,1.10,2.96,15.1%,24.9%,40.5%,39.8%,6.1%,918
2,9:40 PM,Eric Lauer,@,1.47,0.69,1.48,2.57,13.6%,19.2%,42.0%,42.4%,7.2%,752
3,6:45 PM,Lake Bachar,@,1.47,0.37,1.30,2.39,12.2%,21.6%,50.0%,40.3%,7.5%,445
4,9:38 PM,Tomoyuki Sugano,@,1.19,1.81,-0.04,1.93,16.9%,17.4%,47.7%,29.8%,8.4%,1028
5,9:40 PM,Logan Gilbert,vs,0.85,0.61,0.77,1.72,11.8%,22.2%,45.9%,30.5%,8.0%,996
6,6:40 PM,Randy Vasquez,@,0.46,-0.13,1.03,1.42,12.3%,13.3%,45.2%,29.5%,8.1%,931
7,8:10 PM,Mike Burrows,vs,0.43,0.56,-0.02,1.69,9.6%,18.9%,36.5%,28.5%,8.1%,809
8,6:40 PM,Steven Matz,vs,0.29,0.18,0.37,1.59,10.1%,16.7%,35.3%,28.4%,7.6%,601
9,9:38 PM,Grayson Rodriguez,vs,0.28,1.07,-1.03,1.26,9.3%,14.3%,51.2%,32.6%,6.4%,130
10,6:45 PM,Richard Lovelady,vs,0.20,-0.89,1.04,1.68,7.4%,25.0%,31.6%,19.8%,7.6%,190
11,6:45 PM,Connelly Early,vs,0.19,0.72,0.00,1.19,11.6%,12.8%,42.5%,31.4%,6.8%,475
12,6:40 PM,Aaron Nola,vs,0.16,0.09,0.22,1.58,8.3%,18.4%,40.4%,24.3%,5.8%,762
13,6:45 PM,Shane Baz,@,0.13,-0.23,0.61,1.14,11.0%,16.3%,41.4%,25.1%,7.7%,1119
14,6:40 PM,Jack Flaherty,@,0.13,0.01,0.16,1.22,9.1%,12.9%,47.1%,30.2%,6.9%,1079
15,7:40 PM,Connor Prielipp,vs,0.11,0.27,0.13,1.27,10.2%,18.1%,34.7%,27.5%,7.4%,256
16,7:45 PM,Nathan Eovaldi,@,-0.04,-0.47,0.45,1.24,8.1%,19.6%,35.4%,25.7%,6.8%,914
17,8:10 PM,Bubba Chandler,@,-0.13,0.13,-0.46,0.91,10.2%,12.5%,36.6%,29.0%,8.5%,464
18,7:10 PM,Andrew Abbott,vs,-0.17,-0.22,-0.02,1.29,6.7%,10.2%,38.4%,30.7%,7.0%,1066
19,7:45 PM,Dustin May,vs,-0.32,-0.29,-0.28,0.78,7.8%,10.7%,48.7%,25.2%,6.8%,962
20,7:05 PM,Joey Cantillo,@,-0.42,-0.01,-0.41,0.95,6.0%,12.1%,35.4%,31.1%,6.9%,757
21,7:15 PM,Bryce Elder,vs,-0.62,-0.79,0.27,0.87,4.1%,12.6%,39.7%,25.7%,6.2%,1093
22,7:40 PM,Trevor McDonald,@,-0.69,-0.10,-1.22,0.61,3.7%,23.4%,42.2%,10.5%,7.0%,304
23,7:10 PM,Noah Cameron,@,-0.70,0.00,-0.75,0.52,7.9%,7.3%,41.8%,24.9%,6.5%,899
24,7:40 PM,Davis Martin,@,-0.73,-0.59,-0.56,0.48,7.2%,7.8%,43.0%,20.1%,7.9%,982
25,7:05 PM,Cam Schlittler,vs,-0.76,-0.64,-0.60,0.54,6.5%,5.6%,39.5%,26.5%,7.8%,753
26,7:15 PM,Kevin Gausman,@,-0.76,-0.69,-0.46,0.61,7.0%,8.0%,34.2%,26.1%,7.1%,1289
27,9:40 PM,Michael Soroka,vs,-0.85,-0.50,-1.01,0.56,6.9%,8.1%,31.3%,25.8%,7.2%,764
28,7:40 PM,Kyle Harrison,vs,-1.05,-1.31,-0.56,0.51,4.7%,7.1%,29.7%,25.7%,7.5%,472
29,8:05 PM,Gage Jump,@,-1.90,-,-1.47,0.00,0.0%,0.0%,38.9%,22.2%,3.4%,50
