HR Split,Overall
Dates,="7/10/2026"
Games,19

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:40 PM,Shane Bieber,@,2.60,1.54,2.91,3.88,15.9%,37.3%,53.3%,30.5%,7.0%,370
2,7:10 PM,Hunter Greene,vs,1.63,2.31,-0.34,2.54,11.0%,28.1%,60.5%,33.0%,9.5%,477
3,9:40 PM,JP Sears,vs,1.31,0.93,1.25,2.25,10.7%,20.6%,48.4%,40.6%,10.3%,717
4,10:15 PM,Tanner Gordon,@,1.14,1.33,0.63,2.17,12.5%,20.6%,46.8%,33.6%,8.3%,658
5,8:10 PM,Zebby Matthews,vs,0.98,1.09,0.61,2.05,12.8%,19.3%,40.5%,31.1%,9.3%,730
6,6:40 PM,Aaron Nola,@,0.79,0.59,0.86,2.24,9.4%,25.4%,38.7%,29.4%,6.4%,935
7,6:45 PM,Ryan Weathers,@,0.26,0.41,0.27,1.43,9.0%,20.4%,42.7%,25.2%,7.6%,653
8,7:10 PM,Shota Imanaga,@,0.25,0.61,0.10,1.67,9.6%,18.0%,30.0%,31.6%,6.1%,1119
9,7:40 PM,Sean Burke,vs,0.23,0.08,0.25,1.41,9.1%,15.1%,37.7%,34.5%,7.2%,1125
10,8:05 PM,Hunter Brown,@,-0.09,-0.11,0.05,1.29,5.8%,19.6%,38.7%,27.5%,7.1%,963
11,8:15 PM,Kyle Leahy,vs,-0.15,-0.44,0.22,0.61,11.5%,9.3%,50.7%,23.1%,8.2%,849
12,10:10 PM,Eduardo Rodriguez,@,-0.16,-0.08,-0.11,0.97,10.5%,11.0%,37.9%,29.6%,5.9%,1246
13,10:15 PM,Robbie Ray,vs,-0.20,-0.54,0.01,0.94,7.5%,10.0%,39.3%,37.1%,6.5%,1305
14,7:10 PM,Nick Martinez,vs,-0.21,0.22,-0.78,1.10,7.9%,12.8%,34.0%,29.2%,7.4%,1215
15,6:40 PM,Braxton Ashcraft,vs,-0.25,0.01,-0.66,1.01,6.2%,15.7%,43.0%,26.1%,7.1%,848
16,6:40 PM,Brandon Sproat,@,-0.33,-0.49,0.01,1.16,6.3%,12.5%,40.9%,21.1%,7.8%,516
17,7:10 PM,Luis Castillo,@,-0.35,-0.02,-0.81,0.85,7.7%,11.1%,41.0%,27.2%,7.0%,1259
18,7:15 PM,Sonny Gray,@,-0.39,-0.23,-0.54,1.09,5.9%,12.3%,38.7%,25.2%,7.0%,1235
19,7:05 PM,Luinder Avila,@,-0.45,-0.68,0.30,1.00,5.5%,12.0%,35.0%,28.3%,7.4%,370
20,6:40 PM,Jack Flaherty,vs,-0.55,-0.61,-0.26,0.56,6.9%,6.8%,46.3%,30.9%,6.1%,1167
21,7:05 PM,Brandon Young,vs,-0.61,-0.46,-0.65,0.76,4.5%,9.9%,41.1%,24.9%,8.4%,712
22,7:15 PM,Nolan McLean,vs,-0.74,-0.89,-0.37,0.74,6.2%,13.0%,33.7%,19.3%,6.5%,733
23,8:15 PM,Chris Sale,@,-0.74,-1.32,-0.32,0.71,4.8%,12.5%,35.9%,22.8%,7.0%,1029
24,6:45 PM,Carson Palmquist,vs,-0.79,-0.06,-0.06,0.63,7.6%,5.6%,30.7%,25.5%,6.6%,231
25,7:10 PM,Sandy Alcantara,vs,-0.89,-0.65,-0.98,0.76,3.8%,8.7%,34.3%,22.9%,6.8%,1404
26,10:10 PM,Shohei Ohtani,vs,-1.01,-0.85,-1.05,0.54,4.2%,11.9%,30.0%,19.8%,7.3%,737
27,7:10 PM,Parker Messick,@,-1.02,-1.07,-0.69,0.58,4.6%,11.8%,31.4%,18.5%,6.4%,716
28,7:40 PM,Aaron Civale,@,1.11,1.22,0.50,2.45,11.8%,20.3%,45.7%,32.5%,6.6%,823
29,8:05 PM,Cal Quantrill,vs,0.20,0.15,0.12,1.59,9.3%,17.5%,40.5%,26.8%,4.9%,675
30,8:10 PM,Grayson Rodriguez,@,0.80,1.48,-0.49,1.52,10.7%,18.2%,52.0%,29.3%,7.1%,222
