Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Ke'Bryan Hayes,RHB,CIN,Ryan Gusto,R,47.6,46.7,29.1,41.7,40.3
Tyrone Taylor,RHB,CHC,Michael McGreevy,R,39.4,41.3,30.9,49.3,40
Yainer Diaz,RHB,HOU,Emerson Hancock,R,40.1,28,46.5,44.9,39
Yordan Alvarez,LHB,HOU,Emerson Hancock,R,39.1,40.8,28.6,42.4,37.4
Victor Mesa Jr.,LHB,TB,Kyle Bradish,R,28.4,45.3,16.2,55.3,37.4
Jose Altuve,RHB,HOU,Emerson Hancock,R,35.6,34.5,42,28.1,35.3
Jordan Walker,RHB,STL,Matthew Boyd,L,43.7,34.4,17.3,53.6,35
Jonathan Aranda,LHB,TB,Kyle Bradish,R,16,40.9,27.5,42.2,34.7
Jesus Sanchez,LHB,TOR,Cam Schlittler,R,20.5,45.1,30,30.4,34.4
Max Muncy,LHB,LAD,Jacob Misiorowski,R,47.4,27.5,30.8,40.7,33.8
Munetaka Murakami,LHB,CWS,Troy Melton,R,31.9,49.2,16.5,32,33.4
Willson Contreras,RHB,BOS,Jared Jones,R,31,31.1,30.7,40.1,33.2
Christian Walker,RHB,HOU,Emerson Hancock,R,41.3,26.5,31.9,40.5,33.1
Bobby Witt Jr.,RHB,KC,Reid Detmers,L,26.9,29.3,21.1,55.4,33.1
Wilyer Abreu,LHB,BOS,Jared Jones,R,27.9,29.2,21.3,53.8,32.8
Ben Rice,LHB,NYY,Braydon Fisher,R,27.8,24.4,38.1,39.8,32.7
Bryce Eldridge,LHB,SF,Michael Lorenzen,R,29.4,35.4,12.1,50.2,31.5
Coby Mayo,RHB,BAL,Ian Seymour,L,55.7,31.8,18,36.8,31.3
Drake Baldwin,LHB,ATL,Eduardo Rodriguez,L,34.2,28.6,26.2,39.4,31.1
Isaac Paredes,RHB,HOU,Emerson Hancock,R,48,21.1,31.5,37.3,31
Kyle Tucker,LHB,LAD,Jacob Misiorowski,R,40.5,24.3,26.3,42.3,31
Carson Benge,LHB,NYM,Brad Lord,R,17.2,34.9,20.1,43.8,30.9
Esmerlyn Valdez,RHB,PIT,Sonny Gray,R,37.6,33.1,37.1,16.9,30.7
Dylan Crews,RHB,WSH,Sean Manaea,L,44.3,32.8,22.5,32.2,30.7
Jarren Duran,LHB,BOS,Jared Jones,R,27.3,25,24,47.2,30.5
Fernando Tatis Jr.,RHB,SD,Joey Cantillo,L,32.6,26.5,17,51,30.4
Francisco Lindor,SHB,NYM,Brad Lord,R,39.6,27.1,14.3,50,30.2
JJ Bleday,LHB,CIN,Ryan Gusto,R,28.7,31.6,31.6,27.2,30.2
Henry Bolte,RHB,ATH,MacKenzie Gore,L,26.7,26.5,24.9,41.9,29.9
Pete Alonso,RHB,BAL,Ian Seymour,L,29,36.9,32.6,17.1,29.9
Lawrence Butler,LHB,ATH,MacKenzie Gore,L,46.4,25.4,16.2,46,29.9
