Matchup,NYM @ SD
Pitcher,Nolan McLean
Pitcher Team,NYM
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.2,235,0.217,0.297,0.362,0.145,1.17,7,1.13,8.5%,23.4%,27.7%,23.0%,10.2%,10.51,60.0%,6.5%,8.2%,40.6%,24.1%,24.2%,11.0%
vsLHB,28.0,110,0.200,0.270,0.320,0.120,1.05,3,0.96,9.0%,22.0%,26.0%,24.0%,10.0%,9.64,61.0%,6.0%,7.5%,38.0%,22.0%,20.0%,10.0%
vsRHB,27.2,125,0.230,0.320,0.400,0.170,1.28,4,1.30,8.0%,25.0%,29.0%,22.0%,10.5%,11.32,59.0%,7.0%,9.0%,43.0%,26.0%,28.0%,12.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Manny Machado RHB,+502,16,4.00,1,2,0.154,0.312,0.462,0.308,0.332,18.8%,31.8%,31.2%,13.7%,92.7,25.0%,12.5%,25.0%,75.0%,50.0%,74.9,55.0%,30.0%,20.0%,95.2%,25.0%,50.0%,25.0%,50.0%,62.5%,37.5%,-,26.7%
Ty France RHB,+630,12,3.40,1,2,0.200,0.333,0.600,0.400,0.389,16.7%,34.4%,50.0%,17.2%,93.4,50.0%,-,-,75.0%,50.0%,70.4,3.6%,7.1%,7.1%,90.3%,50.0%,50.0%,-,25.0%,-,25.0%,75.0%,23.1%
Rodolfo Durán RHB,+529,10,3.00,1,1,0.222,0.300,0.556,0.333,0.364,10.0%,33.3%,30.0%,16.1%,91.3,16.7%,16.7%,50.0%,50.0%,50.0%,73.4,38.5%,23.1%,15.4%,92.9%,33.3%,50.0%,33.3%,-,50.0%,33.3%,16.7%,50.0%
Fernando Tatis Jr. RHB,+490,17,4.20,0,0,0.250,0.294,0.250,-,0.248,5.9%,0.0%,5.9%,-,87.4,-,-,6.7%,53.3%,13.3%,76.7,70.6%,52.9%,29.4%,81.0%,26.7%,0.0%,13.3%,60.0%,26.7%,26.7%,46.7%,41.2%
Gavin Sheets LHB,+520,16,4.20,0,0,0.182,0.438,0.182,-,0.318,25.0%,20.0%,18.8%,7.0%,89.6,-,-,-,25.0%,25.0%,75.8,55.6%,16.7%,5.6%,90.0%,25.0%,0.0%,12.5%,25.0%,-,50.0%,50.0%,12.5%
Jackson Merrill LHB,+570,14,4.00,0,0,0.182,0.357,0.182,-,0.266,21.4%,28.1%,28.6%,13.8%,79.3,14.3%,-,28.6%,42.9%,42.9%,73.6,42.3%,15.4%,11.5%,83.9%,28.6%,0.0%,14.3%,28.6%,42.9%,28.6%,28.6%,43.8%
Freddy Fermin RHB,+1120,13,2.60,0,0,-,0.154,-,-,0.100,15.4%,32.3%,38.5%,17.5%,86.0,-,-,33.3%,16.7%,-,69.4,11.1%,7.4%,3.7%,87.1%,16.7%,0.0%,-,33.3%,33.3%,33.3%,33.3%,27.3%
Bryce Johnson SHB,N/A,13,2.60,0,0,0.333,0.385,0.417,0.083,0.353,7.7%,28.6%,23.1%,15.8%,60.2,-,-,-,-,11.1%,66.2,-,11.8%,-,89.5%,33.3%,0.0%,-,11.1%,11.1%,44.4%,44.4%,57.1%
Sung-Mun Song LHB,N/A,10,2.20,0,0,-,0.300,-,-,0.195,30.0%,25.0%,30.0%,11.1%,93.0,25.0%,-,-,50.0%,25.0%,70.5,3.8%,11.5%,7.7%,92.9%,25.0%,0.0%,-,75.0%,25.0%,75.0%,-,16.7%
Xander Bogaerts RHB,+790,9,4.00,0,0,0.200,0.333,0.200,-,0.243,22.2%,0.0%,-,-,83.1,-,-,14.3%,14.3%,14.3%,70.9,11.1%,11.1%,-,100.0%,28.6%,0.0%,-,57.1%,71.4%,28.6%,-,0.0%
Miguel Andujar RHB,+820,9,3.60,0,0,0.125,0.222,0.125,-,0.171,11.1%,26.1%,11.1%,15.4%,90.0,-,-,-,42.9%,28.6%,69.7,22.2%,22.2%,16.7%,78.3%,42.9%,0.0%,28.6%,-,-,42.9%,57.1%,40.0%
Jase Bowen RHB,N/A,2,2.67,0,0,0.500,0.500,0.500,-,0.445,-,75.0%,50.0%,42.9%,68.7,-,-,-,-,100.0%,69.0,-,-,-,50.0%,-,-,100.0%,-,-,100.0%,-,50.0%
