Matchup,LAA @ WSH
Pitcher,Walbert Urena
Pitcher Team,LAA
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,131.1,552,0.197,0.271,0.290,0.092,1.21,9,0.62,11.8%,26.8%,22.5%,19.5%,12.3%,8.50,55.7%,6.6%,5.4%,35.8%,22.5%,10.0%,12.1%
vsLHB,71.1,308,0.206,0.282,0.298,0.092,1.36,4,0.50,14.0%,24.9%,19.5%,16.7%,11.0%,7.57,54.7%,6.2%,5.4%,36.5%,22.7%,8.7%,11.8%
vsRHB,59.0,244,0.187,0.257,0.280,0.093,1.05,5,0.76,9.0%,29.1%,26.2%,23.0%,13.9%,9.76,57.0%,7.1%,5.3%,34.9%,22.4%,11.8%,12.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Daylen Lile LHB,,+650,24,3.40,8,1,1,100.1,312.1,4,3,25.0%,12.5%,50.0%,87.5%,37.5%,74.1,36.4%,63.6%,54.5%,100.0%,75.0%,62.5%,20.0%,12.5%,25.0%,62.5%,37.5%,-,33.3%
Yohandy Morales RHB,,+469,13,2.60,4,1,1,93.1,377.0,2,1,25.0%,25.0%,50.0%,75.0%,50.0%,71.5,-,60.0%,40.0%,100.0%,50.0%,50.0%,50.0%,-,50.0%,50.0%,25.0%,25.0%,0.0%
Andres Chaparro RHB,—,N/A,25,2.80,8,0,0,90.3,107.9,1,0,-,-,12.5%,25.0%,12.5%,73.5,36.4%,36.4%,9.1%,100.0%,25.0%,-,-,25.0%,37.5%,37.5%,25.0%,37.5%,0.0%
Abimelec Ortiz LHB,,+625,16,2.40,8,0,1,80.8,207.8,2,1,12.5%,-,12.5%,12.5%,25.0%,77.8,77.8%,22.2%,11.1%,90.0%,50.0%,25.0%,0.0%,25.0%,12.5%,25.0%,12.5%,62.5%,60.0%
Harry Ford RHB,—,N/A,15,3.00,8,0,1,88.3,280.1,3,2,12.5%,-,12.5%,37.5%,25.0%,69.7,9.1%,45.5%,18.2%,100.0%,50.0%,37.5%,0.0%,12.5%,25.0%,25.0%,37.5%,37.5%,28.6%
Jorbit Vivas LHB,,+1440,18,3.00,8,0,0,88.4,282.2,0,0,-,-,12.5%,50.0%,37.5%,70.0,-,62.5%,50.0%,100.0%,50.0%,12.5%,0.0%,37.5%,50.0%,37.5%,37.5%,25.0%,80.0%
CJ Abrams LHB,,+561,28,4.20,8,0,0,91.3,291.2,3,0,-,-,25.0%,37.5%,37.5%,72.1,22.2%,66.7%,11.1%,90.0%,62.5%,50.0%,0.0%,12.5%,37.5%,50.0%,25.0%,25.0%,25.0%
Dylan Crews RHB,,+725,18,4.20,8,0,0,89.2,254.7,1,0,-,-,12.5%,37.5%,37.5%,73.4,33.3%,41.7%,16.7%,85.7%,50.0%,12.5%,0.0%,37.5%,50.0%,37.5%,50.0%,12.5%,75.0%
Jose Tena LHB,—,N/A,11,1.80,8,0,0,86.8,255.7,2,0,-,-,12.5%,12.5%,25.0%,75.9,60.0%,20.0%,6.7%,100.0%,87.5%,75.0%,0.0%,12.5%,12.5%,25.0%,25.0%,50.0%,57.1%
Keibert Ruiz SHB,,+800,14,3.00,8,0,2,91.2,283.7,2,2,-,-,50.0%,25.0%,25.0%,67.9,-,57.1%,7.1%,100.0%,75.0%,50.0%,0.0%,25.0%,25.0%,75.0%,25.0%,-,80.0%
Brady House RHB,,+800,26,3.40,8,0,0,93.0,274.3,2,0,12.5%,-,-,62.5%,50.0%,72.5,12.5%,75.0%,50.0%,88.9%,87.5%,37.5%,0.0%,50.0%,12.5%,12.5%,37.5%,50.0%,28.6%
James Wood LHB,,+390,26,4.20,8,0,0,100.2,340.5,3,1,25.0%,12.5%,25.0%,75.0%,25.0%,77.0,60.0%,70.0%,50.0%,100.0%,37.5%,12.5%,0.0%,25.0%,62.5%,50.0%,25.0%,25.0%,50.0%
Jacob Young RHB,,+1600,13,2.60,8,0,0,85.4,264.8,0,0,-,-,-,25.0%,37.5%,72.0,9.1%,36.4%,9.1%,91.7%,50.0%,12.5%,0.0%,37.5%,50.0%,37.5%,50.0%,12.5%,33.3%
Andrew Pinckney RHB,—,N/A,1,2.00,5,0,0,95.9,306.7,1,1,20.0%,-,-,80.0%,60.0%,76.7,66.7%,50.0%,33.3%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,-,60.0%,40.0%,75.0%
