Matchup,MIN @ KC
Pitcher,Noah Cameron
Pitcher Team,KC
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,115.2,499,0.256,0.317,0.417,0.161,1.34,14,1.09,7.8%,25.5%,21.4%,18.4%,12.0%,8.33,60.1%,7.3%,9.1%,38.7%,25.6%,14.4%,19.1%
vsLHB,27.2,122,0.279,0.340,0.459,0.180,1.45,4,1.30,7.4%,26.5%,23.0%,20.3%,12.4%,9.11,59.0%,8.4%,12.9%,36.5%,25.9%,18.2%,17.6%
vsRHB,86.1,377,0.249,0.309,0.404,0.155,1.33,10,1.04,8.0%,25.2%,21.0%,17.9%,11.9%,8.24,60.5%,6.9%,7.9%,39.5%,25.6%,13.2%,19.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Trevor Larnach LHB,—,N/A,23,3.80,10,1,1,73.0,217.1,1,1,10.0%,10.0%,40.0%,10.0%,40.0%,71.4,21.4%,7.1%,7.1%,82.4%,30.0%,-,-,30.0%,40.0%,60.0%,10.0%,30.0%,40.0%
Kody Clemens LHB,,+454,30,4.20,10,1,1,87.9,234.6,2,1,10.0%,10.0%,30.0%,40.0%,20.0%,71.7,6.2%,37.5%,18.8%,88.9%,30.0%,20.0%,50.0%,10.0%,50.0%,60.0%,30.0%,10.0%,40.0%
Ryan Jeffers RHB,,+460,32,4.40,10,1,1,81.5,268.3,1,1,10.0%,10.0%,10.0%,20.0%,60.0%,71.8,13.3%,40.0%,13.3%,93.8%,60.0%,20.0%,50.0%,40.0%,30.0%,20.0%,50.0%,30.0%,0.0%
Tristan Gray LHB,—,N/A,3,2.20,6,1,1,79.1,270.5,1,1,16.7%,16.7%,33.3%,33.3%,50.0%,73.1,33.3%,33.3%,-,100.0%,66.6%,33.3%,50.0%,33.3%,16.7%,50.0%,50.0%,-,60.0%
Victor Caratini SHB,,+700,8,2.20,10,0,0,90.1,221.5,0,0,-,-,20.0%,30.0%,40.0%,69.5,7.7%,61.5%,15.4%,86.7%,40.0%,-,-,40.0%,50.0%,30.0%,40.0%,30.0%,11.1%
Josh Bell SHB,,+541,12,4.20,10,0,0,91.0,332.7,2,2,-,-,-,40.0%,30.0%,70.8,-,72.7%,18.2%,78.6%,30.0%,10.0%,0.0%,20.0%,70.0%,40.0%,40.0%,20.0%,37.5%
Brooks Lee SHB,,+750,15,3.80,10,0,0,79.2,175.7,0,0,-,-,30.0%,10.0%,20.0%,70.8,13.3%,20.0%,6.7%,100.0%,30.0%,20.0%,0.0%,10.0%,50.0%,50.0%,20.0%,30.0%,71.4%
Austin Martin RHB,,+919,12,2.00,10,0,0,93.0,249.1,1,0,-,-,30.0%,50.0%,40.0%,70.2,-,90.0%,30.0%,100.0%,60.0%,30.0%,0.0%,30.0%,30.0%,30.0%,50.0%,20.0%,42.9%
Royce Lewis RHB,,+383,24,4.00,10,0,0,86.5,211.4,1,0,10.0%,10.0%,20.0%,40.0%,30.0%,76.2,63.2%,26.3%,15.8%,95.0%,30.0%,10.0%,0.0%,20.0%,50.0%,60.0%,20.0%,20.0%,33.3%
Ryan Kreidler RHB,,+750,18,3.00,10,0,0,86.8,276.5,2,0,-,-,10.0%,30.0%,50.0%,73.2,26.7%,33.3%,20.0%,88.2%,40.0%,20.0%,0.0%,20.0%,50.0%,20.0%,40.0%,40.0%,55.6%
Luke Keaschall RHB,,+1060,16,3.80,10,0,0,85.6,252.0,1,0,-,-,-,30.0%,30.0%,68.5,7.7%,46.2%,7.7%,86.7%,20.0%,10.0%,0.0%,10.0%,80.0%,60.0%,20.0%,20.0%,25.0%
Alex Jackson RHB,,+543,5,3.00,8,0,0,81.4,284.8,3,1,-,-,37.5%,25.0%,25.0%,73.8,33.3%,44.4%,11.1%,90.0%,75.0%,50.0%,0.0%,25.0%,12.5%,37.5%,25.0%,37.5%,75.0%
Alan Roden LHB,—,N/A,2,2.60,6,0,0,94.6,269.4,1,0,16.7%,16.7%,33.3%,66.7%,16.7%,74.4,50.0%,50.0%,30.0%,90.9%,50.0%,33.3%,0.0%,16.7%,50.0%,83.3%,-,16.7%,20.0%
