Matchup,CLE @ TEX
Pitcher,Jack Leiter
Pitcher Team,TEX
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.1,287,0.235,0.310,0.384,0.149,1.33,9,1.22,9.8%,27.0%,25.8%,22.2%,12.8%,10.04,56.1%,6.5%,11.0%,42.0%,31.5%,14.0%,18.8%
vsLHB,34.2,154,0.250,0.328,0.412,0.162,1.44,5,1.30,10.4%,26.1%,24.0%,22.4%,12.2%,9.61,56.5%,6.2%,15.2%,43.4%,30.3%,16.7%,18.2%
vsRHB,31.1,133,0.218,0.289,0.353,0.134,1.21,4,1.15,9.0%,28.0%,27.8%,22.0%,13.4%,10.63,55.6%,6.8%,6.1%,40.2%,32.9%,11.1%,19.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jose Ramirez SHB,+425,23,4.40,1,1,0.190,0.217,0.429,0.238,0.269,4.3%,13.0%,8.7%,7.2%,88.2,-,-,35.0%,40.0%,45.0%,69.2,4.8%,28.6%,9.5%,91.3%,30.0%,16.7%,35.0%,25.0%,55.0%,20.0%,25.0%,32.0%
Rhys Hoskins RHB,+420,22,3.60,1,1,0.200,0.273,0.450,0.250,0.310,9.1%,24.4%,27.3%,12.8%,84.0,21.4%,14.3%,28.6%,21.4%,7.1%,72.8,29.4%,17.6%,8.8%,85.0%,35.7%,20.0%,7.1%,21.4%,50.0%,35.7%,14.3%,38.1%
Patrick Bailey SHB,+900,20,3.20,1,4,0.200,0.200,0.500,0.300,0.294,-,25.7%,35.0%,13.0%,88.7,23.1%,7.7%,7.7%,38.5%,30.8%,73.3,44.8%,27.6%,17.2%,85.3%,46.2%,16.7%,7.7%,23.1%,30.8%,38.5%,30.8%,64.7%
Kyle Manzardo LHB,+510,16,3.40,1,1,0.143,0.250,0.357,0.214,0.268,12.5%,31.2%,37.5%,13.2%,81.1,-,-,37.5%,25.0%,25.0%,69.0,3.4%,10.3%,3.4%,90.6%,37.5%,33.3%,12.5%,25.0%,37.5%,50.0%,12.5%,33.3%
Steven Kwan LHB,+1740,23,3.60,0,0,0.227,0.261,0.273,0.045,0.238,4.3%,0.0%,-,-,82.9,-,-,18.2%,9.1%,50.0%,62.1,-,58.6%,-,87.9%,36.4%,0.0%,31.8%,22.7%,27.3%,45.5%,27.3%,19.2%
Chase DeLauter LHB,+650,21,3.80,0,0,0.100,0.143,0.100,-,0.116,4.8%,9.4%,14.3%,4.3%,91.5,11.8%,5.9%,17.6%,41.2%,47.1%,70.8,6.9%,37.9%,20.7%,90.6%,17.6%,0.0%,47.1%,35.3%,29.4%,52.9%,17.6%,29.4%
Austin Hedges RHB,N/A,21,3.80,0,0,0.176,0.333,0.176,-,0.251,19.0%,14.3%,14.3%,4.9%,86.0,-,-,14.3%,14.3%,35.7%,69.9,28.0%,28.0%,8.0%,92.6%,-,-,35.7%,42.9%,42.9%,42.9%,14.3%,25.0%
Daniel Schneemann LHB,+800,18,3.60,0,0,0.062,0.167,0.062,-,0.122,11.1%,23.1%,27.8%,12.9%,84.0,-,-,9.1%,36.4%,36.4%,70.7,6.1%,12.1%,3.0%,84.6%,18.2%,0.0%,18.2%,63.6%,45.5%,27.3%,27.3%,38.9%
Angel Martinez SHB,+620,17,3.20,0,0,0.118,0.118,0.176,0.059,0.127,-,14.3%,23.5%,9.1%,80.7,-,-,7.7%,7.7%,23.1%,70.8,9.1%,18.2%,3.0%,94.3%,30.8%,0.0%,15.4%,46.2%,15.4%,69.2%,15.4%,47.4%
Travis Bazzana LHB,+810,16,4.40,0,1,0.333,0.312,0.733,0.400,0.419,-,24.1%,12.5%,11.9%,91.6,-,-,28.6%,42.9%,42.9%,72.6,23.1%,34.6%,3.8%,96.3%,42.9%,0.0%,28.6%,21.4%,50.0%,28.6%,21.4%,37.5%
Brayan Rocchio SHB,+1160,16,3.80,0,1,0.286,0.312,0.357,0.071,0.291,-,22.6%,12.5%,10.8%,87.6,-,-,23.1%,23.1%,30.8%,71.7,10.7%,21.4%,10.7%,93.3%,15.4%,0.0%,23.1%,38.5%,46.2%,30.8%,23.1%,26.7%
David Fry RHB,N/A,12,2.40,0,0,0.400,0.500,0.500,0.100,0.436,16.7%,25.0%,8.3%,11.3%,88.5,-,-,22.2%,33.3%,22.2%,71.1,13.6%,22.7%,9.1%,91.7%,11.1%,0.0%,22.2%,55.6%,77.8%,11.1%,11.1%,14.3%
Stuart Fairchild RHB,N/A,1,2.25,0,0,-,-,-,-,-,-,100.0%,100.0%,100.0%,-,-,-,-,-,-,69.1,-,-,-,100.0%,-,-,-,-,-,-,-,-
