Matchup,SD @ CIN
Pitcher,Casey Mize
Pitcher Team,SD
Opposing Team,CIN

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,14.2,1.09,="11-53",.208,.453,0.245,3,4,0,8,28.8,5,.271,.724
Batting Second,13.2,1.17,="12-53",.226,.321,0.095,1,2,0,5,22.4,4,.293,.614
Batting Third,14.0,1.21,="13-52",.250,.365,0.115,1,3,0,3,15.8,4,.316,.681
Batting Fourth,16.2,0.48,="5-50",.100,.140,0.040,0,2,0,2,29.6,3,.148,.288
Batting Fifth,10.1,1.55,="14-47",.298,.553,0.255,2,6,0,4,22.0,2,.320,.873
Batting Sixth,11.2,1.03,="9-42",.214,.310,0.096,1,1,0,3,29.8,3,.267,.577
Batting Seventh,10.2,0.94,="8-39",.205,.410,0.205,1,3,1,9,14.0,2,.233,.643
Batting Eighth,10.0,0.90,="7-36",.194,.333,0.139,1,2,0,3,20.5,2,.231,.564
Batting Ninth,7.0,2.43,="15-37",.405,.595,0.190,1,4,0,3,5.1,2,.436,1.031

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Héctor Rodríguez LHB,Batting First ​,="6-19",.316,.684,0.368,2,1,0,3,30.0,1,.350,1.034
Elly De La Cruz SHB,Batting Second ​,="27-96",.281,.458,0.177,2,7,2,11,29.7,12,.369,.827
Sal Stewart RHB,Batting Third ​,="24-115",.209,.383,0.174,5,5,0,23,23.5,15,.295,.678
JJ Bleday LHB,Batting Fourth ​,="8-32",.250,.438,0.188,1,3,0,7,14.0,9,.419,.857
Tyler Stephenson RHB,Batting Fifth ​,="6-26",.231,.346,0.115,0,3,0,0,46.4,2,.286,.632
Dane Myers RHB,Batting Sixth ​,="11-36",.306,.333,0.027,0,1,0,2,29.5,8,.432,.765
Juan Brito SHB,Batting Seventh ​,="6-37",.162,.243,0.081,0,3,0,4,34.9,4,.256,.499
Matt McLain RHB,Batting Eighth ​,="5-43",.116,.186,0.070,1,0,0,4,26.5,4,.188,.374
Edwin Arroyo SHB,Batting Ninth ​,="21-78",.269,.321,0.052,0,4,0,3,20.0,4,.310,.631
