Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Austin Wells","NYY","Zebby Matthews","MIN","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Angel Martinez","CLE","Anthony Kay","CWS","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"George Springer","TOR","Keider Montero","DET","6","0.667","0.67","1.17","1.83","1","1","0","2","3","3","11","16.7","0.667","0"
"Jackson Chourio","MIL","Jared Jones","PIT","5","0.600","0.67","0.60","1.20","2","0","0","1","1","2","6","20.0","0.600","0"
"Bobby Witt Jr.","KC","Cristian Javier","HOU","5","0.600","0.50","1.00","1.60","1","0","1","1","2","2","8","0.0","0.667","1"
"Otto Lopez","MIA","Merrill Kelly","ARI","10","0.600","0.75","0.30","0.90","3","3","0","0","3","2","9","20.0","0.600","0"
"Willson Contreras","BOS","MacKenzie Gore","TEX","16","0.563","0.73","0.38","0.94","5","3","0","1","4","3","15","25.0","0.611","1"
"Daylen Lile","WSH","Zack Wheeler","PHI","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Christian Moore","LAA","George Kirby","SEA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Jacob Gonzalez","PIT","Logan Henderson","MIL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Brooks Lee","MIN","Carlos Rodon","NYY","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Andrew Vaughn","MIL","Jared Jones","PIT","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Matt McLain","CIN","Blake Snell","LAD","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Luis Garcia Jr.","NYY","Zebby Matthews","MIN","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Shea Langeliers","ATH","Nick Martinez","TB","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Luke Maile","KC","Cristian Javier","HOU","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Jahmai Jones","BOS","MacKenzie Gore","TEX","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.600","1"
"Ben Rice","NYY","Zebby Matthews","MIN","8","0.500","0.43","0.50","1.00","2","1","0","1","2","2","8","0.0","0.556","1"
"Kyle Karros","COL","Robbie Ray","SD","10","0.500","0.56","0.20","0.70","3","2","0","0","2","0","7","10.0","0.500","0"
"Hunter Goodman","COL","Robbie Ray","SD","14","0.500","0.64","0.14","0.64","5","2","0","0","2","2","9","21.4","0.588","3"
"Matt Olson","ATL","Shota Imanaga","CHC","11","0.455","0.56","0.18","0.64","4","0","1","0","1","0","7","18.2","0.500","1"
"Ozzie Albies","ATL","Shota Imanaga","CHC","12","0.417","0.38","0.50","0.92","3","0","0","2","2","2","11","16.7","0.417","0"
"Jakob Marsee","MIA","Merrill Kelly","ARI","5","0.400","0.40","0.20","0.60","1","1","0","0","1","1","3","0.0","0.400","0"
