Matchup,SEA @ PIT
Pitcher,George Kirby
Pitcher Team,SEA
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,90.0,375,0.276,0.315,0.405,0.128,1.31,9,0.90,5.6%,21.3%,20.8%,18.6%,10.9%,7.80,64.3%,7.7%,6.2%,41.8%,24.5%,11.9%,8.8%
vsLHB,48.0,198,0.256,0.310,0.389,0.133,1.29,5,0.94,8.1%,20.6%,17.7%,17.8%,10.0%,6.56,62.6%,7.3%,4.1%,41.4%,27.6%,12.5%,10.3%
vsRHB,41.2,177,0.298,0.321,0.421,0.123,1.34,4,0.86,2.8%,21.9%,24.3%,19.4%,11.9%,9.29,66.1%,8.2%,8.6%,42.2%,21.1%,11.1%,7.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Bryan Reynolds SHB,,+680,17,20,4.00,3,4,0.471,0.550,1.118,0.647,0.676,10.0%,25.0%,20.0%,11.7%,99.7,351.3,8,6,30.8%,15.4%,23.1%,76.9%,53.8%,74.0,32.0%,52.0%,24.0%,92.6%,46.2%,50.0%,30.8%,23.1%,38.5%,61.5%,-,37.5%
Spencer Horwitz LHB,,+750,23,25,4.80,1,2,0.348,0.400,0.565,0.217,0.416,8.0%,13.5%,20.0%,5.2%,90.6,230.7,3,2,11.8%,5.9%,29.4%,41.2%,35.3%,69.0,2.9%,29.4%,14.7%,94.4%,35.3%,16.7%,35.3%,11.8%,41.2%,17.6%,41.2%,15.4%
Henry Davis RHB,—,N/A,32,19,3.00,1,1,0.133,0.316,0.333,0.200,0.298,15.8%,19.2%,26.3%,7.9%,82.4,251.3,2,1,10.0%,10.0%,50.0%,50.0%,20.0%,73.4,22.7%,22.7%,13.6%,88.0%,20.0%,50.0%,20.0%,30.0%,60.0%,30.0%,10.0%,46.2%
Brandon Lowe LHB,,+477,30,18,4.60,1,1,0.188,0.278,0.438,0.250,0.309,11.1%,18.2%,16.7%,8.0%,95.5,281.5,5,1,-,-,15.4%,53.8%,23.1%,74.5,50.0%,28.1%,15.6%,100.0%,46.2%,16.7%,15.4%,38.5%,46.2%,23.1%,30.8%,26.3%
Marcell Ozuna RHB,—,N/A,24,17,3.60,1,1,0.312,0.353,0.500,0.188,0.371,5.9%,30.8%,29.4%,12.7%,95.6,262.9,2,1,18.2%,9.1%,18.2%,63.6%,45.5%,72.2,23.8%,38.1%,14.3%,87.5%,9.1%,100.0%,36.4%,54.5%,36.4%,27.3%,36.4%,0.0%
Endy Rodriguez SHB,,+880,34,17,3.40,1,1,0.357,0.471,0.643,0.286,0.470,17.6%,21.7%,17.6%,9.3%,96.2,290.7,3,1,9.1%,-,9.1%,45.5%,36.4%,72.0,27.3%,50.0%,18.2%,95.7%,9.1%,0.0%,45.5%,45.5%,45.5%,27.3%,27.3%,26.7%
Esmerlyn Valdez RHB,—,N/A,-,12,2.20,1,1,0.083,0.083,0.333,0.250,0.175,-,40.0%,50.0%,22.2%,86.5,278.0,3,1,16.7%,-,-,33.3%,50.0%,74.0,31.8%,13.6%,9.1%,88.0%,50.0%,33.3%,-,33.3%,-,50.0%,50.0%,27.3%
Nick Gonzales RHB,,+1100,26,28,4.20,0,1,0.231,0.286,0.308,0.077,0.268,-,21.7%,25.0%,14.3%,89.5,276.1,5,1,-,-,11.1%,33.3%,44.4%,70.0,13.9%,30.6%,5.6%,83.7%,33.3%,0.0%,27.8%,38.9%,33.3%,50.0%,16.7%,44.4%
Jared Triolo RHB,,+1080,19,25,4.00,0,1,0.238,0.360,0.333,0.095,0.315,12.0%,22.6%,24.0%,7.8%,86.4,283.4,4,0,-,-,-,26.7%,26.7%,71.0,3.7%,29.6%,3.7%,87.1%,33.3%,0.0%,13.3%,53.3%,26.7%,40.0%,33.3%,27.3%
Tyler Callihan LHB,,+930,7,25,2.80,0,0,0.182,0.280,0.182,-,0.223,8.0%,34.1%,36.0%,19.0%,79.0,224.6,3,0,-,-,46.2%,30.8%,30.8%,71.0,12.8%,12.8%,7.7%,90.7%,38.5%,0.0%,23.1%,23.1%,53.8%,30.8%,15.4%,46.7%
