Matchup,BOS @ CLE
Pitcher,Tyler Samaniego
Pitcher Team,BOS
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,17.1,73,0.203,0.268,0.281,0.078,1.15,1,0.52,9.6%,19.3%,19.2%,19.4%,8.1%,7.27,68.1%,6.2%,4.0%,36.0%,24.0%,8.3%,20.0%
vsLHB,8.0,34,0.179,0.296,0.321,0.143,1.25,1,1.12,14.7%,21.4%,20.6%,15.9%,8.8%,7.88,70.6%,7.3%,9.5%,38.1%,19.0%,25.0%,28.6%
vsRHB,9.0,39,0.222,0.243,0.250,0.028,1.11,0,-,5.1%,17.0%,17.9%,25.0%,7.3%,7.00,65.8%,4.9%,-,34.5%,27.6%,-,13.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Rhys Hoskins RHB,+507,19,3.00,2,3,0.231,0.368,0.769,0.538,0.425,21.1%,21.1%,31.6%,8.4%,101.0,33.3%,33.3%,66.7%,88.9%,44.4%,72.9,33.3%,25.0%,19.4%,94.7%,55.6%,20.0%,33.3%,11.1%,77.8%,22.2%,-,31.6%
Austin Hedges RHB,N/A,22,3.40,1,1,0.250,0.318,0.450,0.200,0.334,9.1%,20.0%,13.6%,9.0%,79.5,-,-,17.6%,29.4%,17.6%,70.1,3.8%,26.9%,11.5%,83.9%,17.6%,33.3%,11.8%,47.1%,47.1%,41.2%,11.8%,45.5%
Jose Ramirez SHB,+460,21,4.00,1,1,0.438,0.524,0.688,0.250,0.499,14.3%,9.4%,-,4.0%,98.5,5.9%,5.9%,35.3%,70.6%,35.3%,73.6,31.0%,41.4%,27.6%,100.0%,17.6%,33.3%,29.4%,47.1%,58.8%,35.3%,5.9%,23.8%
Patrick Bailey SHB,+1140,17,3.00,1,2,0.200,0.294,0.400,0.200,0.305,11.8%,41.2%,29.4%,20.6%,89.5,10.0%,10.0%,30.0%,30.0%,30.0%,72.7,29.6%,22.2%,7.4%,81.8%,30.0%,33.3%,20.0%,40.0%,30.0%,40.0%,30.0%,52.9%
Kyle Manzardo LHB,+550,11,3.40,1,1,0.444,0.545,0.778,0.333,0.552,18.2%,36.8%,36.4%,16.3%,82.1,20.0%,20.0%,20.0%,40.0%,60.0%,70.1,5.3%,10.5%,10.5%,100.0%,40.0%,50.0%,20.0%,40.0%,40.0%,60.0%,-,27.3%
David Fry RHB,N/A,22,2.20,0,0,0.190,0.227,0.190,-,0.191,4.5%,36.6%,40.9%,14.6%,80.7,-,-,16.7%,33.3%,25.0%,71.5,31.0%,17.2%,6.9%,82.9%,8.3%,0.0%,25.0%,58.3%,50.0%,41.7%,8.3%,9.1%
Brayan Rocchio SHB,+1240,22,3.40,0,3,0.375,0.500,0.562,0.188,0.447,13.6%,23.1%,13.6%,8.2%,89.3,14.3%,7.1%,14.3%,57.1%,42.9%,70.9,9.1%,45.5%,22.7%,91.7%,28.6%,0.0%,14.3%,57.1%,35.7%,42.9%,21.4%,22.7%
Chase DeLauter LHB,+630,19,4.00,0,0,0.188,0.263,0.188,-,0.209,10.5%,12.1%,5.3%,5.6%,85.2,6.2%,-,6.2%,25.0%,37.5%,70.7,13.8%,31.0%,6.9%,87.9%,25.0%,0.0%,31.2%,43.8%,31.2%,37.5%,31.2%,35.0%
Travis Bazzana LHB,+910,16,4.20,0,2,0.188,0.188,0.250,0.062,0.191,-,34.8%,37.5%,13.6%,82.9,10.0%,-,10.0%,40.0%,30.0%,68.5,11.8%,29.4%,11.8%,77.3%,40.0%,0.0%,-,50.0%,50.0%,40.0%,10.0%,18.8%
Angel Martinez SHB,+750,16,3.80,0,0,0.250,0.250,0.375,0.125,0.268,-,20.8%,12.5%,11.6%,88.9,-,-,14.3%,50.0%,35.7%,73.2,21.7%,47.8%,26.1%,95.8%,14.3%,0.0%,21.4%,64.3%,35.7%,42.9%,21.4%,43.8%
Daniel Schneemann LHB,+930,14,3.60,0,0,0.182,0.357,0.182,-,0.266,21.4%,30.0%,28.6%,10.7%,80.8,-,-,-,28.6%,28.6%,72.3,33.3%,26.7%,13.3%,75.0%,-,-,28.6%,71.4%,42.9%,42.9%,14.3%,28.6%
Petey Halpin LHB,N/A,9,1.40,0,0,-,-,-,-,-,-,36.8%,22.2%,21.9%,72.9,-,-,14.3%,14.3%,14.3%,71.5,17.6%,17.6%,5.9%,89.5%,14.3%,0.0%,14.3%,42.9%,57.1%,28.6%,14.3%,55.6%
