HR Split,Overall
Dates,="7/19/2026"
Games,18

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,4:07 PM,Ryan Johnson,vs,1.53,0.68,1.88,2.27,8.0%,22.9%,37.7%,35.4%,7.5%,323
2,2:10 PM,German Marquez,@,1.49,1.53,0.29,2.05,9.2%,19.7%,43.3%,34.3%,7.9%,872
3,2:20 PM,Zebby Matthews,@,1.22,1.14,0.65,1.78,11.8%,19.4%,38.5%,26.1%,9.1%,754
4,2:20 PM,Shota Imanaga,vs,0.81,1.00,0.49,1.82,9.8%,17.2%,33.3%,31.3%,6.1%,1146
5,2:10 PM,Robert Gasser,vs,0.77,-0.26,0.84,1.79,8.0%,20.7%,31.7%,29.9%,9.3%,361
6,12:35 PM,Cam Schlittler,vs,0.72,0.31,0.76,1.43,10.5%,18.7%,37.2%,30.9%,7.5%,949
7,2:10 PM,Noah Cameron,vs,0.63,-0.31,0.92,1.47,10.3%,17.6%,37.1%,28.0%,7.4%,1107
8,3:10 PM,Ryan Feltner,vs,0.48,1.16,-0.42,1.57,7.7%,21.7%,34.7%,25.7%,7.6%,519
9,7:20 PM,Emmet Sheehan,@,0.39,0.33,0.35,1.48,9.8%,21.3%,42.1%,28.3%,6.5%,782
10,2:10 PM,Hunter Brown,vs,0.38,0.57,-0.09,1.49,7.4%,21.0%,39.0%,23.1%,6.7%,992
11,12:15 PM,Sean Burke,@,0.19,0.12,0.10,1.22,8.9%,14.6%,35.6%,31.6%,8.1%,1151
12,3:10 PM,Hunter Greene,@,0.17,1.68,-1.46,1.00,5.7%,23.5%,47.4%,21.2%,10.5%,527
13,4:10 PM,Eduardo Rodriguez,vs,0.12,0.44,-0.16,1.10,10.9%,12.1%,37.6%,30.6%,5.4%,1281
14,1:35 PM,Alan Rangel,vs,0.03,-0.40,0.47,1.32,7.1%,16.7%,34.5%,31.5%,5.5%,216
15,1:35 PM,Grant Holmes,vs,-0.02,-0.03,-0.03,1.19,7.3%,12.6%,40.6%,28.4%,7.4%,957
16,1:35 PM,Nathan Eovaldi,@,-0.04,-0.41,0.28,1.26,5.5%,21.2%,37.7%,24.6%,6.7%,1082
17,2:10 PM,Eury Perez,@,-0.13,-0.51,0.68,1.04,8.7%,14.7%,33.6%,29.4%,7.4%,833
18,2:10 PM,Brandon Young,@,-0.25,0.20,-0.88,1.11,5.0%,13.9%,41.3%,27.2%,8.7%,741
19,4:10 PM,Logan Gilbert,vs,-0.26,-0.72,0.62,0.77,9.2%,10.0%,40.6%,29.7%,8.4%,1181
20,7:20 PM,Ryan Weathers,vs,-0.27,0.29,-0.31,1.01,7.4%,15.7%,41.3%,21.4%,7.9%,679
21,1:35 PM,Shane McClanahan,@,-0.31,0.59,-0.65,0.84,8.2%,14.4%,39.9%,23.3%,8.0%,460
22,1:35 PM,Sonny Gray,vs,-0.33,-0.16,-0.57,1.07,7.0%,11.1%,39.1%,27.3%,6.7%,1258
23,12:15 PM,Trey Yesavage,vs,-0.37,-0.71,0.29,1.04,6.6%,15.8%,36.9%,27.9%,4.8%,595
24,4:10 PM,Robbie Ray,@,-0.44,-1.06,-0.02,0.80,7.2%,8.9%,41.3%,35.0%,6.0%,1327
25,4:05 PM,Foster Griffin,@,-0.53,-0.15,-0.40,0.93,7.2%,17.2%,33.8%,21.0%,6.4%,569
26,1:40 PM,Paul Skenes,@,-0.54,-0.42,-0.38,0.91,6.4%,11.1%,38.9%,28.2%,6.6%,1286
27,4:05 PM,Jacob Lopez,vs,-0.62,-1.30,0.16,1.23,3.6%,11.5%,32.0%,30.8%,7.3%,733
28,4:07 PM,Casey Mize,@,-0.73,-0.85,0.00,0.84,6.0%,9.0%,38.1%,27.6%,7.2%,1075
29,12:35 PM,Yoshinobu Yamamoto,@,-0.77,-0.57,-0.59,0.86,5.6%,14.7%,33.6%,22.7%,7.5%,1382
30,1:35 PM,Nolan McLean,@,-0.94,-0.87,-0.58,0.71,7.2%,12.4%,33.6%,19.4%,6.7%,767
31,1:40 PM,Joey Cantillo,vs,-0.98,-0.00,-0.92,0.73,5.5%,11.9%,34.6%,24.5%,6.4%,960
32,4:10 PM,Andre Pallante,@,-1.29,-0.68,-1.28,0.67,5.5%,9.3%,34.8%,15.2%,7.1%,1262
