Matchup,MIN @ HOU
Pitcher,Mike Burrows
Pitcher Team,HOU
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.2,232,0.265,0.350,0.488,0.223,1.40,12,2.01,8.2%,19.4%,15.5%,14.3%,9.7%,6.04,65.9%,7.6%,9.1%,38.3%,30.3%,20.8%,20.6%
vsLHB,28.1,132,0.305,0.403,0.576,0.271,1.76,8,2.54,10.6%,20.4%,13.6%,12.3%,9.5%,5.72,64.4%,8.1%,11.0%,40.0%,30.0%,23.3%,20.0%
vsRHB,25.1,100,0.215,0.281,0.376,0.161,0.99,4,1.42,5.0%,18.2%,18.0%,17.1%,10.1%,6.39,68.0%,6.9%,6.7%,36.0%,30.7%,17.4%,21.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brooks Lee SHB,,+690,8,26,3.80,3,3,0.458,0.500,0.917,0.458,0.595,7.7%,16.0%,11.5%,8.7%,89.2,270.3,5,1,4.8%,4.8%,47.6%,33.3%,47.6%,70.4,2.4%,35.7%,11.9%,85.7%,66.7%,28.6%,33.3%,38.1%,33.3%,71.4%,14.3%,14.3%,50.0%
Byron Buxton RHB,,+230,20,31,4.60,2,3,0.310,0.355,0.552,0.241,0.393,3.2%,25.9%,16.1%,14.3%,89.3,255.0,5,4,16.7%,8.3%,29.2%,37.5%,37.5%,74.6,44.9%,26.5%,10.2%,92.5%,54.2%,37.5%,22.2%,16.7%,37.5%,50.0%,25.0%,25.0%,41.4%
Josh Bell SHB,,+496,31,25,3.60,2,3,0.364,0.440,0.773,0.409,0.504,12.0%,19.0%,8.0%,9.9%,92.0,279.1,5,4,15.0%,5.0%,20.0%,55.0%,30.0%,73.2,38.5%,30.8%,23.1%,95.1%,55.0%,30.0%,33.3%,25.0%,35.0%,40.0%,30.0%,30.0%,47.8%
Royce Lewis RHB,,+456,16,25,4.20,2,2,0.261,0.320,0.565,0.304,0.378,8.0%,37.8%,28.0%,17.7%,90.1,277.4,5,2,6.2%,-,31.2%,31.2%,31.2%,75.3,68.4%,18.4%,5.3%,86.4%,62.6%,43.8%,28.6%,18.8%,31.2%,50.0%,37.5%,12.5%,37.5%
Kody Clemens LHB,,+310,31,30,4.20,1,3,0.143,0.200,0.250,0.107,0.202,6.7%,19.7%,13.3%,10.8%,92.6,293.3,8,6,8.3%,4.2%,8.3%,58.3%,33.3%,72.3,14.3%,33.9%,14.3%,91.8%,58.4%,41.7%,10.0%,16.7%,37.5%,41.7%,37.5%,20.8%,33.3%
Trevor Larnach LHB,,+600,24,25,4.20,1,2,0.435,0.480,0.696,0.261,0.502,8.0%,21.2%,8.0%,11.1%,85.0,278.0,5,4,9.5%,4.8%,19.0%,33.3%,33.3%,72.6,32.0%,22.0%,14.0%,96.2%,47.6%,23.8%,20.0%,23.8%,42.9%,42.9%,42.9%,14.3%,30.4%
Victor Caratini SHB,,+640,10,19,4.20,1,3,0.357,0.474,0.571,0.214,0.435,21.1%,29.4%,5.3%,10.8%,93.0,272.5,4,1,7.1%,-,7.1%,28.6%,28.6%,71.1,12.5%,37.5%,9.4%,94.1%,50.0%,35.7%,20.0%,14.3%,42.9%,35.7%,28.6%,35.7%,19.0%
Ryan Kreidler RHB,,+680,14,15,3.20,1,2,0.500,0.533,0.857,0.357,0.588,6.7%,35.5%,6.7%,15.7%,89.9,267.6,2,2,15.4%,-,7.7%,38.5%,23.1%,75.1,60.0%,26.7%,13.3%,96.8%,38.5%,30.8%,25.0%,7.7%,46.2%,7.7%,84.6%,7.7%,25.0%
Luke Keaschall RHB,,+910,14,29,3.00,0,1,0.280,0.379,0.320,0.040,0.317,13.8%,14.3%,6.9%,6.1%,87.7,237.4,3,2,4.3%,-,26.1%,26.1%,34.8%,70.7,18.9%,32.4%,5.4%,92.5%,60.8%,30.4%,0.0%,30.4%,30.4%,43.5%,39.1%,17.4%,37.0%
Tristan Gray LHB,,+500,19,20,3.20,0,0,0.056,0.150,0.056,-,0.109,10.0%,39.5%,35.0%,21.1%,82.5,262.9,2,0,-,-,10.0%,10.0%,20.0%,72.8,31.4%,11.4%,-,94.6%,40.0%,20.0%,0.0%,20.0%,60.0%,50.0%,30.0%,20.0%,38.9%
Alex Jackson RHB,—,N/A,9,20,3.60,0,0,0.421,0.450,0.474,0.053,0.411,-,30.2%,20.0%,17.3%,79.6,231.7,1,0,-,-,6.7%,40.0%,26.7%,73.0,29.7%,16.2%,8.1%,86.0%,26.7%,6.7%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,50.0%
Austin Martin RHB,—,N/A,10,14,2.20,0,1,0.231,0.286,0.231,-,0.237,7.1%,6.2%,14.3%,2.7%,88.2,264.6,1,1,-,-,9.1%,54.5%,27.3%,69.8,-,69.2%,30.8%,86.7%,36.4%,18.2%,0.0%,18.2%,54.5%,45.5%,36.4%,18.2%,30.8%
Kyler Fedko RHB,—,N/A,2,2,2.60,0,0,-,-,-,-,-,-,16.7%,-,11.1%,81.6,-,0,0,-,-,-,-,-,70.2,16.7%,16.7%,-,100.0%,-,-,-,-,100.0%,50.0%,50.0%,-,50.0%
