Matchup,WSH @ SF
Pitcher,Logan Webb
Pitcher Team,SF
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.1,250,0.247,0.299,0.361,0.115,1.26,4,0.61,7.6%,20.6%,20.4%,19.0%,9.8%,7.74,61.8%,5.5%,5.7%,45.5%,14.8%,15.4%,8.0%
vsLHB,34.1,150,0.277,0.324,0.401,0.124,1.43,3,0.79,7.3%,20.5%,20.0%,17.5%,9.7%,7.86,62.0%,4.8%,6.5%,42.1%,16.8%,16.7%,11.2%
vsRHB,24.1,100,0.200,0.260,0.300,0.100,1.07,1,0.37,8.0%,20.7%,21.0%,21.6%,9.9%,7.77,61.4%,6.5%,4.3%,50.7%,11.6%,12.5%,2.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
James Wood LHB,,+650,32,29,4.40,2,4,0.182,0.379,0.455,0.273,0.363,24.1%,34.1%,34.5%,12.2%,92.4,330.0,7,4,41.7%,-,-,58.3%,75.0%,75.7,54.1%,21.6%,13.5%,84.1%,58.3%,14.3%,25.0%,16.7%,-,58.3%,41.7%,22.2%
Luis Garcia Jr. LHB,,+1080,23,25,3.60,2,2,0.208,0.240,0.458,0.250,0.301,4.0%,6.8%,4.0%,3.8%,86.8,228.1,3,2,4.3%,-,8.7%,34.8%,26.1%,73.3,31.7%,26.8%,19.5%,93.2%,8.7%,50.0%,21.7%,60.9%,52.2%,34.8%,13.0%,19.0%
Jorbit Vivas LHB,—,N/A,20,28,3.60,1,2,0.261,0.357,0.522,0.261,0.367,14.3%,19.0%,14.3%,8.9%,87.4,261.4,4,2,5.0%,5.0%,25.0%,35.0%,25.0%,70.4,5.7%,31.4%,14.3%,92.1%,35.0%,14.3%,20.0%,35.0%,45.0%,35.0%,20.0%,42.9%
CJ Abrams LHB,,+850,12,27,4.40,1,1,0.364,0.481,0.591,0.227,0.459,14.8%,30.2%,18.5%,17.8%,92.2,266.5,5,2,5.9%,-,35.3%,52.9%,47.1%,73.5,31.4%,23.5%,9.8%,96.2%,23.5%,25.0%,41.2%,29.4%,52.9%,47.1%,-,54.2%
Drew Millas SHB,,+1640,9,26,3.60,1,1,0.261,0.346,0.391,0.130,0.327,11.5%,23.3%,7.7%,10.1%,79.8,221.3,1,1,5.3%,5.3%,15.8%,15.8%,42.1%,67.5,2.5%,22.5%,7.5%,95.2%,10.5%,50.0%,36.8%,42.1%,36.8%,26.3%,36.8%,21.4%
Daylen Lile LHB,,+1200,26,24,4.20,1,1,0.238,0.292,0.381,0.143,0.290,8.3%,15.9%,8.3%,8.1%,84.0,275.3,5,1,5.0%,5.0%,10.0%,20.0%,35.0%,69.9,7.9%,28.9%,7.9%,86.4%,55.0%,9.1%,10.0%,35.0%,35.0%,35.0%,30.0%,47.8%
Keibert Ruiz SHB,,+1350,9,18,3.00,1,2,0.250,0.333,0.438,0.188,0.337,11.1%,12.5%,5.6%,7.1%,88.1,250.4,4,3,6.7%,6.7%,40.0%,53.3%,26.7%,68.7,-,37.9%,24.1%,93.5%,40.0%,16.7%,13.3%,26.7%,53.3%,33.3%,13.3%,55.0%
Nasim Nuñez SHB,,+2800,5,16,3.00,0,0,0.250,0.250,0.250,-,0.222,-,20.0%,18.8%,10.6%,86.0,270.9,3,1,-,-,23.1%,38.5%,38.5%,69.1,6.5%,19.4%,9.7%,93.9%,15.4%,0.0%,30.8%,46.2%,61.5%,30.8%,7.7%,42.9%
Jose Tena LHB,—,N/A,11,15,2.20,0,0,0.214,0.267,0.214,-,0.221,6.7%,35.1%,26.7%,20.3%,89.5,253.7,1,0,10.0%,10.0%,20.0%,50.0%,40.0%,73.7,42.9%,17.1%,14.3%,100.0%,-,-,40.0%,60.0%,50.0%,50.0%,-,31.2%
Dylan Crews RHB,,+1060,13,14,4.40,0,0,0.154,0.214,0.154,-,0.179,-,5.6%,7.1%,3.1%,94.2,303.2,3,1,8.3%,-,-,75.0%,16.7%,75.5,62.5%,50.0%,50.0%,94.1%,25.0%,0.0%,8.3%,66.7%,41.7%,58.3%,-,40.0%
Curtis Mead RHB,,+1050,17,12,4.00,0,0,0.182,0.250,0.182,-,0.202,8.3%,3.6%,25.0%,1.5%,91.8,242.5,1,0,-,-,12.5%,37.5%,37.5%,73.4,30.0%,25.0%,15.0%,80.0%,25.0%,0.0%,37.5%,37.5%,37.5%,50.0%,12.5%,11.1%
Jacob Young RHB,,+2500,26,10,2.80,0,0,0.100,0.100,0.100,-,0.089,-,29.4%,40.0%,12.2%,85.0,233.6,0,0,-,-,-,33.3%,-,68.2,-,25.0%,-,75.0%,33.3%,0.0%,-,66.7%,50.0%,16.7%,33.3%,0.0%
Andres Chaparro RHB,—,N/A,-,2,2.20,0,0,0.500,0.500,0.500,-,0.445,-,50.0%,50.0%,33.3%,72.1,251.7,0,0,-,-,-,-,-,71.8,-,-,-,100.0%,100.0%,0.0%,-,-,-,100.0%,-,-
