Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Spencer Horwitz","PIT","Janson Junk","MIA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Brayan Rocchio","CLE","Framber Valdez","DET","1","1.000","1.00","2.00","3.00","0","0","1","0","1","0","3","0.0","1.000","1"
"Austin Hays","SD","Dustin May","MIL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Josh Bell","MIN","Shane Baz","BAL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Jose Siri","LAA","Cal Quantrill","TEX","4","0.750","1.00","0.50","1.25","1","2","0","0","2","1","5","25.0","0.750","0"
"Jarren Duran","BOS","Jose Soriano","TOR","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.750","1"
"Tommy Edman","LAD","Daniel Lynch IV","KC","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Trevor Larnach","MIN","Shane Baz","BAL","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Ozzie Albies","ATL","Zach Thornton","NYM","3","0.667","0.50","1.00","1.67","1","0","0","1","1","3","5","0.0","0.667","0"
"Francisco Alvarez","NYM","Tyler Mahle","ATL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Brendan Donovan","SEA","Will Warren","NYY","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Bobby Witt Jr.","KC","Eric Lauer","LAD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Brandon Marsh","PHI","Kyle Leahy","STL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Lars Nootbaar","ARI","Ryan Feltner","COL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.800","3"
"Donovan Walton","ATH","Drew Rasmussen","TB","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Lawrence Butler","ATH","Drew Rasmussen","TB","4","0.500","1.00","0.75","1.25","1","0","0","1","1","1","5","50.0","0.600","1"
"Brandon Lockridge","MIL","Robbie Ray","SD","4","0.500","0.67","0.25","0.75","1","1","0","0","1","1","3","25.0","0.500","0"
"Jonah Heim","ATH","Drew Rasmussen","TB","4","0.500","0.50","0.75","1.25","1","0","0","1","1","1","5","25.0","0.500","0"
"Marcus Semien","NYM","Tyler Mahle","ATL","4","0.500","0.33","0.75","1.25","1","0","0","1","1","3","5","0.0","0.600","1"
"Ezequiel Tovar","COL","Merrill Kelly","ARI","18","0.444","0.55","0.50","0.94","3","3","0","2","5","2","17","27.8","0.444","0"
"Jazz Chisholm Jr.","NYY","Bryce Miller","SEA","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.400","0"
"Jose Ramirez","CLE","Framber Valdez","DET","15","0.400","0.38","0.33","0.73","3","2","0","1","3","2","11","6.7","0.438","1"
"Eugenio Suarez","CIN","Luis Castillo","CWS","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Freddie Freeman","LAD","Daniel Lynch IV","KC","6","0.333","0.33","0.50","0.83","1","0","0","1","1","2","5","33.3","0.429","1"
"Jose Trevino","CIN","Luis Castillo","CWS","13","0.308","0.33","0.08","0.38","3","1","0","0","1","0","5","7.7","0.308","0"
"Jesus Sanchez","TOR","Ranger Suarez","BOS","7","0.286","1.00","0.14","0.43","1","1","0","0","1","0","3","71.4","0.250","0"
"Nathaniel Lowe","CLE","Framber Valdez","DET","32","0.281","0.33","0.19","0.47","5","3","0","1","4","4","15","21.9","0.361","4"
"Jo Adell","CLE","Framber Valdez","DET","22","0.273","0.36","0.32","0.59","2","2","1","1","4","2","13","31.8","0.304","0"
"Jake Cronenworth","SD","Dustin May","MIL","19","0.263","0.25","0.16","0.42","4","0","0","1","1","1","8","10.5","0.364","2"
"Manny Machado","SD","Dustin May","MIL","39","0.256","0.28","0.21","0.46","6","2","0","2","4","5","18","20.5","0.293","2"
"Dylan Crews","WSH","David Peterson","CHC","4","0.250","0.25","0.50","0.75","0","0","1","0","1","0","3","0.0","0.400","1"
"Jordan Beck","COL","Merrill Kelly","ARI","8","0.250","0.20","0.50","0.75","0","1","0","1","2","2","6","25.0","0.250","0"
"Andres Chaparro","WSH","David Peterson","CHC","8","0.250","0.33","0.13","0.38","1","1","0","0","1","1","3","25.0","0.400","2"
"Adam Frazier","LAA","Cal Quantrill","TEX","16","0.250","0.29","0.06","0.31","3","1","0","0","1","0","5","12.5","0.250","0"
"Christian Yelich","MIL","Robbie Ray","SD","16","0.250","0.29","0.06","0.31","3","1","0","0","1","1","5","12.5","0.333","2"
"Fernando Tatis Jr.","SD","Dustin May","MIL","29","0.241","0.29","0.14","0.38","5","1","0","1","2","4","11","24.1","0.333","4"
"Hunter Goodman","COL","Merrill Kelly","ARI","13","0.231","0.22","0.23","0.46","2","0","0","1","1","2","6","23.1","0.286","1"
