Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Derek Hill,RHB,PHI,Casey Mize,R,18.2,39.7,42.1,56.1,42.4
Yordan Alvarez,LHB,HOU,Kumar Rocker,R,34.3,40,25.3,55.8,39
Riley Greene,LHB,DET,Cristopher Sanchez,L,65.1,45.3,9.1,50.7,37.8
Jordan Walker,RHB,STL,Reynaldo Lopez,R,58.2,35.2,32.2,39.7,37.7
Yainer Diaz,RHB,HOU,Kumar Rocker,R,28.8,34.1,34.1,45.3,36.4
Bryce Harper,LHB,PHI,Casey Mize,R,32.1,32.1,32.1,46.1,35.6
Kyle Schwarber,LHB,PHI,Casey Mize,R,32.1,32.1,32.1,45.1,35.4
Nathaniel Lowe,LHB,CIN,Javier Assad,R,24.9,29,39.9,40.3,34.7
Spencer Torkelson,RHB,DET,Cristopher Sanchez,L,27.1,37.6,24.6,45,34.5
Mauricio Dubon,RHB,ATL,Matthew Liberatore,L,21.7,30.4,34.4,32.6,31.3
Manny Machado,RHB,SD,Trey Yesavage,R,28.8,32.5,25.6,37,31.2
Drake Baldwin,LHB,ATL,Matthew Liberatore,L,38.9,38.8,30.3,18,31.1
Jac Caglianone,LHB,KC,Kyle Bradish,R,29.6,42.9,7.7,42,30.8
Dillon Dingler,RHB,DET,Cristopher Sanchez,L,8.1,27.4,37.6,35.6,30.6
Wyatt Langford,RHB,TEX,Peter Lambert,R,52.5,21.3,20.2,45.6,30.2
Corbin Carroll,LHB,ARI,Yoshinobu Yamamoto,R,20.6,27.2,27.1,39.9,29.7
JJ Bleday,LHB,CIN,Javier Assad,R,31.4,31.7,29,25.7,29.4
Joc Pederson,LHB,TEX,Peter Lambert,R,27.5,34.5,34.6,16.1,29.2
Sal Stewart,RHB,CIN,Javier Assad,R,25.5,26.1,24,37.6,28.3
Vinnie Pasquantino,LHB,KC,Kyle Bradish,R,16.2,30.3,24.3,35.2,28.3
Pedro Pages,RHB,STL,Reynaldo Lopez,R,53.8,27.6,29.5,17.3,28.2
Michael Busch,LHB,CHC,Nick Lodolo,L,48.9,29.2,14.2,32.4,27.5
Ezequiel Duran,RHB,TEX,Peter Lambert,R,46.1,15.7,20.5,43.6,27.2
Noelvi Marte,RHB,CIN,Javier Assad,R,40.3,17.7,18.2,45.8,27.1
Miguel Andujar,RHB,SD,Trey Yesavage,R,39.1,23.4,23.4,31.7,27
Gabriel Moreno,RHB,ARI,Yoshinobu Yamamoto,R,33.8,25.2,16.3,38.4,26.7
Edmundo Sosa,RHB,PHI,Casey Mize,R,33.5,24.5,15.8,39.8,26.6
Isaac Paredes,RHB,HOU,Kumar Rocker,R,32.6,18.8,23.5,38.9,26.6
Spencer Steer,RHB,CIN,Javier Assad,R,42.3,28.9,9.9,37.3,26.6
Dalton Rushing,LHB,LAD,Brandon Pfaadt,R,26.4,29,16.3,35.3,26.5
Xander Bogaerts,RHB,SD,Trey Yesavage,R,41.4,25.7,11.8,38,26.2
Lane Thomas,RHB,KC,Kyle Bradish,R,32.8,14,13.2,55.1,25.9
Seiya Suzuki,RHB,CHC,Nick Lodolo,L,34.9,23.5,18.2,30,24.7
Andy Pages,RHB,LAD,Brandon Pfaadt,R,32.1,16.8,18.7,39.8,24.6
Justin Foscue,RHB,TEX,Peter Lambert,R,16.9,19.1,20.4,40,24.5
Cam Smith,RHB,HOU,Kumar Rocker,R,49.3,15.5,21.1,30.3,24.3
Blaze Jordan,RHB,STL,Reynaldo Lopez,R,50,18.7,8.8,39.7,24.1
Jake Burger,RHB,TEX,Peter Lambert,R,52.9,24,9.6,29.8,24
Ty France,RHB,SD,Trey Yesavage,R,12.4,20.5,15.1,44.1,24
Brandon Marsh,LHB,PHI,Casey Mize,R,32.1,16.1,25.2,29.9,23.9
