Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Sal Frelick","MIL","Michael McGreevy","STL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Kyle Karros","COL","Roki Sasaki","LAD","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Luke Raley","SEA","Tyler Phillips","MIA","2","1.000","1.00","1.50","2.50","1","0","0","1","1","3","5","0.0","1.000","0"
"Victor Robles","SEA","Tyler Phillips","MIA","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Jake Bauers","MIL","Michael McGreevy","STL","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Michael Conforto","CHC","Dean Kremer","BAL","4","0.750","0.67","0.75","1.50","2","0","0","1","1","1","6","0.0","0.750","0"
"Michael Busch","CHC","Dean Kremer","BAL","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Ian Happ","CHC","Dean Kremer","BAL","3","0.667","1.00","1.00","1.67","1","0","0","1","1","3","5","33.3","0.800","2"
"Christian Yelich","MIL","Michael McGreevy","STL","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Travis Bazzana","CLE","Connor Prielipp","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Jake McCarthy","COL","Roki Sasaki","LAD","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Zach McKinstry","DET","Jeffrey Springs","ATH","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Ernie Clement","TOR","Logan Webb","SF","4","0.500","0.33","0.75","1.25","1","0","0","1","1","4","5","0.0","0.400","0"
"Wilyer Abreu","BOS","Davis Martin","CWS","5","0.400","0.67","0.20","0.60","1","1","0","0","1","0","3","40.0","0.500","0"
"Luis Urias","TOR","Logan Webb","SF","8","0.375","0.38","0.25","0.63","1","2","0","0","2","0","5","0.0","0.375","0"
"Luke Keaschall","MIN","Slade Cecconi","CLE","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"William Contreras","MIL","Michael McGreevy","STL","3","0.333","1.00","0.33","0.67","0","1","0","0","1","2","2","66.7","0.333","0"
"Tyler O'Neill","BAL","Colin Rea","CHC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","33.3","0.333","0"
"Brandon Nimmo","TEX","Walbert Urena","LAA","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Trea Turner","PHI","Chase Burns","CIN","6","0.333","0.25","0.50","0.83","1","0","0","1","1","1","5","16.7","0.333","0"
"George Springer","TOR","Logan Webb","SF","9","0.333","0.38","0.11","0.44","2","1","0","0","1","0","4","11.1","0.400","1"
"Rafael Devers","SF","Dylan Cease","TOR","12","0.333","0.33","0.33","0.67","2","1","0","1","2","4","8","25.0","0.400","2"
"Cedric Mullins","TB","Gerrit Cole","NYY","33","0.333","0.38","0.12","0.45","9","1","0","1","2","2","15","18.2","0.333","0"
"Daulton Varsho","TOR","Logan Webb","SF","13","0.308","0.40","0.08","0.38","3","1","0","0","1","2","5","23.1","0.357","1"
"Adley Rutschman","BAL","Colin Rea","CHC","7","0.286","0.40","0.14","0.43","1","1","0","0","1","0","3","28.6","0.286","0"
"Lourdes Gurriel Jr.","ARI","Michael King","SD","19","0.263","0.27","0.16","0.42","4","0","0","1","1","1","8","15.8","0.263","0"
"Yandy Diaz","TB","Gerrit Cole","NYY","54","0.259","0.29","0.15","0.41","10","2","0","2","4","6","22","20.4","0.322","5"
"Anthony Volpe","NYY","Shane McClanahan","TB","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","50.0","0.250","0"
"Spencer Torkelson","DET","Jeffrey Springs","ATH","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.250","0"
"Esteury Ruiz","MIA","George Kirby","SEA","4","0.250","0.33","0.50","0.75","0","0","1","0","1","1","3","25.0","0.250","0"
"Alec Bohm","PHI","Chase Burns","CIN","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Mike Yastrzemski","ATL","Jared Jones","PIT","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.250","0"
"Nolan Arenado","ARI","Michael King","SD","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.400","1"
"Jung Hoo Lee","SF","Dylan Cease","TOR","8","0.250","0.22","0.13","0.38","1","1","0","0","1","1","3","0.0","0.417","3"
"Willy Adames","SF","Dylan Cease","TOR","13","0.231","0.40","0.31","0.54","1","1","0","1","2","2","7","61.5","0.353","3"
"Eric Haase","SF","Dylan Cease","TOR","13","0.231","0.50","0.15","0.38","1","2","0","0","2","1","5","53.8","0.375","3"
"Vladimir Guerrero Jr.","TOR","Logan Webb","SF","9","0.222","0.29","0.11","0.33","1","1","0","0","1","0","3","22.2","0.222","0"
"Jorge Soler","LAA","MacKenzie Gore","TEX","9","0.222","0.20","0.44","0.67","0","1","0","1","2","3","6","33.3","0.364","2"
"Ildemaro Vargas","ARI","Michael King","SD","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.200","0"
