Matchup,ATH @ TEX
Pitcher,Brady Basso
Pitcher Team,ATH
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,28.0,123,0.299,0.338,0.487,0.188,1.39,3,0.96,3.3%,20.4%,17.9%,19.8%,10.7%,7.07,58.2%,7.5%,5.2%,37.1%,28.9%,10.7%,15.5%
vsLHB,11.1,47,0.261,0.285,0.391,0.130,1.15,0,-,2.1%,25.6%,23.4%,25.0%,14.0%,8.74,59.6%,11.0%,-,34.3%,34.3%,-,17.1%
vsRHB,16.2,76,0.324,0.372,0.549,0.225,1.56,3,1.62,3.9%,16.9%,14.5%,16.4%,8.7%,5.94,57.3%,5.3%,8.1%,38.7%,25.8%,18.8%,14.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Danny Jansen RHB,,+750,14,3.40,8,2,2,79.2,278.2,3,3,25.0%,25.0%,37.5%,37.5%,25.0%,68.3,-,30.0%,20.0%,90.9%,50.0%,37.5%,66.7%,12.5%,12.5%,50.0%,25.0%,25.0%,60.0%
Jake Burger RHB,,+449,32,3.60,8,1,1,93.1,268.0,2,2,25.0%,-,-,62.5%,12.5%,77.9,66.7%,41.7%,33.3%,92.3%,50.0%,37.5%,33.3%,12.5%,37.5%,37.5%,37.5%,25.0%,33.3%
Cody Freeman RHB,,+1420,13,3.80,8,1,1,82.0,238.7,1,1,12.5%,12.5%,37.5%,37.5%,25.0%,69.7,-,45.5%,18.2%,91.7%,50.0%,37.5%,33.3%,12.5%,12.5%,50.0%,37.5%,12.5%,0.0%
Justin Foscue RHB,,+690,22,3.20,8,1,1,89.9,269.4,2,2,25.0%,12.5%,37.5%,37.5%,50.0%,72.0,22.2%,33.3%,33.3%,100.0%,75.0%,62.5%,20.0%,12.5%,12.5%,50.0%,25.0%,25.0%,50.0%
Elias Diaz RHB,—,N/A,35,2.40,8,0,0,91.0,326.3,4,2,25.0%,-,12.5%,37.5%,50.0%,73.1,42.9%,71.4%,42.9%,58.3%,50.0%,12.5%,0.0%,37.5%,37.5%,25.0%,62.5%,12.5%,57.1%
Joc Pederson LHB,,+480,21,2.80,8,0,0,88.1,214.4,0,0,-,-,25.0%,37.5%,25.0%,70.1,7.1%,35.7%,21.4%,87.5%,37.5%,12.5%,0.0%,25.0%,50.0%,50.0%,37.5%,12.5%,50.0%
Brandon Nimmo LHB,,+625,22,4.20,8,0,1,94.2,303.3,3,2,-,-,-,50.0%,37.5%,73.4,30.8%,38.5%,15.4%,100.0%,62.5%,50.0%,0.0%,12.5%,37.5%,25.0%,50.0%,25.0%,37.5%
Corey Seager LHB,,+400,17,4.40,8,0,1,88.3,252.0,1,1,-,-,12.5%,50.0%,62.5%,69.4,-,28.6%,21.4%,87.5%,75.0%,25.0%,0.0%,50.0%,25.0%,37.5%,50.0%,12.5%,71.4%
Nicky Lopez LHB,—,N/A,8,1.40,8,0,0,89.3,269.5,2,2,-,-,12.5%,25.0%,25.0%,67.9,8.3%,50.0%,8.3%,75.0%,50.0%,37.5%,0.0%,12.5%,50.0%,25.0%,50.0%,25.0%,50.0%
Logan O'Hoppe RHB,,+575,23,1.60,8,0,0,89.9,301.9,4,2,25.0%,-,12.5%,37.5%,50.0%,73.6,42.9%,71.4%,42.9%,87.5%,75.0%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,0.0%
Ezequiel Duran RHB,,+850,37,4.40,8,0,0,88.9,246.5,1,0,-,-,12.5%,62.5%,50.0%,70.1,11.1%,77.8%,44.4%,75.0%,50.0%,-,-,50.0%,37.5%,25.0%,62.5%,12.5%,25.0%
Wyatt Langford RHB,,+572,12,4.40,8,0,1,99.3,310.0,4,3,-,-,25.0%,87.5%,25.0%,72.7,27.3%,72.7%,18.2%,100.0%,75.0%,62.5%,0.0%,12.5%,25.0%,25.0%,75.0%,-,60.0%
Evan Carter LHB,—,N/A,10,2.60,8,0,0,84.1,214.9,1,0,-,-,-,25.0%,25.0%,68.6,-,85.7%,14.3%,87.5%,37.5%,12.5%,0.0%,25.0%,37.5%,25.0%,50.0%,25.0%,25.0%
