Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Shohei Ohtani","LAD","Noah Cameron","KC","2","1.000","1.00","2.50","3.50","0","0","1","1","2","2","7","0.0","1.000","1"
"A.J. Ewing","NYM","Bryce Elder","ATL","3","1.000","1.00","1.33","2.33","1","1","0","1","2","2","7","0.0","1.000","0"
"Jim Jarvis","ATL","Christian Scott","NYM","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Adam Frazier","LAA","MacKenzie Gore","TEX","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.667","1"
"Max Muncy","LAD","Noah Cameron","KC","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Michael Harris II","ATL","Christian Scott","NYM","8","0.500","0.50","0.38","0.88","3","0","0","1","1","3","7","12.5","0.500","0"
"Myles Straw","TOR","Sonny Gray","BOS","12","0.500","0.55","0.08","0.58","5","1","0","0","1","2","7","16.7","0.588","4"
"Francisco Lindor","NYM","Bryce Elder","ATL","13","0.462","0.36","0.62","1.08","2","2","0","2","4","4","14","7.7","0.500","2"
"Michael Massey","KC","Tarik Skubal","LAD","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.500","1"
"Brandon Nimmo","TEX","Reid Detmers","LAA","5","0.400","0.50","0.60","1.00","1","0","0","1","1","1","5","40.0","0.500","0"
"Willi Castro","COL","Michael Soroka","ARI","10","0.400","0.50","0.30","0.70","2","1","1","0","2","2","7","20.0","0.400","0"
"Josh Bell","MIN","Trevor Rogers","BAL","15","0.400","0.55","0.13","0.53","4","2","0","0","2","1","8","26.7","0.438","1"
"Willy Adames","SF","Hayden Wesneski","HOU","8","0.375","0.33","0.50","0.88","1","1","0","1","2","5","7","12.5","0.375","0"
"Luis Robert","NYM","Bryce Elder","ATL","3","0.333","0.33","0.33","0.67","0","1","0","0","1","3","2","0.0","0.333","0"
"Troy Johnston","COL","Michael Soroka","ARI","6","0.333","0.50","0.17","0.50","1","1","0","0","1","1","3","33.3","0.333","0"
"Kazuma Okamoto","TOR","Sonny Gray","BOS","6","0.333","0.50","0.17","0.50","1","1","0","0","1","0","3","33.3","0.333","0"
"Nathan Lukes","TOR","Sonny Gray","BOS","6","0.333","0.20","0.67","1.00","0","1","0","1","2","1","6","0.0","0.333","0"
"Andruw Monasterio","BOS","Jameson Taillon","TOR","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Starling Marte","KC","Tarik Skubal","LAD","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"George Springer","TOR","Sonny Gray","BOS","32","0.313","0.29","0.22","0.53","7","1","0","2","3","5","17","6.3","0.405","5"
"Zach Neto","LAA","MacKenzie Gore","TEX","7","0.286","0.67","0.29","0.57","0","2","0","0","2","0","4","57.1","0.444","2"
"Nick Loftin","KC","Tarik Skubal","LAD","7","0.286","0.50","0.14","0.43","1","1","0","0","1","1","3","42.9","0.444","2"
"Jake Burger","TEX","Reid Detmers","LAA","7","0.286","0.33","0.43","0.71","1","0","0","1","1","2","5","42.9","0.375","1"
"Ozzie Albies","ATL","Christian Scott","NYM","7","0.286","0.20","0.43","0.71","1","0","0","1","1","1","5","14.3","0.375","1"
"Salvador Perez","KC","Tarik Skubal","LAD","42","0.286","0.32","0.36","0.64","5","3","0","4","7","9","27","31.0","0.286","0"
"Corey Seager","TEX","Reid Detmers","LAA","20","0.250","0.31","0.15","0.40","4","0","0","1","1","1","8","30.0","0.423","4"
"Andres Gimenez","TOR","Sonny Gray","BOS","24","0.250","0.29","0.21","0.46","3","2","0","1","3","2","11","29.2","0.240","0"
"Vladimir Guerrero Jr.","TOR","Sonny Gray","BOS","13","0.231","0.20","0.23","0.46","2","0","0","1","1","2","6","15.4","0.333","2"
"Caleb Durbin","BOS","Jameson Taillon","TOR","9","0.222","0.14","0.33","0.56","1","0","0","1","1","2","5","11.1","0.222","0"
"Willson Contreras","BOS","Jameson Taillon","TOR","24","0.208","0.36","0.12","0.33","2","3","0","0","3","3","8","41.7","0.240","1"
"Junior Caminero","TB","Jacob Lopez","ATH","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","20.0","0.200","0"
"Justin Foscue","TEX","Reid Detmers","LAA","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.333","1"
"Ernie Clement","TOR","Sonny Gray","BOS","5","0.200","0.20","0.20","0.40","0","1","0","0","1","1","2","0.0","0.200","0"
"Luke Maile","KC","Tarik Skubal","LAD","5","0.200","0.25","0.20","0.40","0","1","0","0","1","1","2","20.0","0.333","1"
"Jesus Sanchez","TOR","Sonny Gray","BOS","11","0.182","0.25","0.09","0.27","1","1","0","0","1","0","3","27.3","0.250","1"
"Isaac Collins","KC","Tarik Skubal","LAD","6","0.167","0.33","0.17","0.33","0","1","0","0","1","0","2","50.0","0.167","0"
"TJ Rumfield","COL","Michael Soroka","ARI","6","0.167","0.17","0.17","0.33","0","1","0","0","1","0","2","0.0","0.167","0"
"Edouard Julien","COL","Michael Soroka","ARI","7","0.143","0.00","0.43","0.57","0","0","0","1","1","1","4","42.9","0.250","1"
"Marcus Semien","NYM","Bryce Elder","ATL","7","0.143","0.00","0.43","0.57","0","0","0","1","1","1","4","14.3","0.143","0"
"Wyatt Langford","TEX","Reid Detmers","LAA","8","0.125","0.00","0.38","0.50","0","0","0","1","1","2","4","50.0","0.125","0"
"Jeff McNeil","ATH","Freddy Peralta","TB","10","0.100","0.13","0.10","0.20","0","1","0","0","1","0","2","20.0","0.182","0"
"Ezequiel Duran","TEX","Reid Detmers","LAA","20","0.100","0.10","0.15","0.25","1","0","0","1","1","2","5","45.0","0.100","0"
