Split,vsLHB
Range,L10
Dates,="9/10/2026"
Games,20

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:05 PM,Ryan Feltner,@,26.0,138,6.10,0.364,0.450,2.38,0.227,0.591,4,1.38,65,22.7%,14.5%,13.9%,10.6%,6.92,22,15.9%,65.9%,7.7%,96,30.2%,9,9.4%,31.2%,13.3%,21.9%
12:15 PM,Martin Perez,vs,14.1,64,4.77,0.311,0.352,1.47,0.164,0.475,3,1.88,29,16.4%,18.8%,14.8%,8.2%,7.53,2,3.1%,59.4%,5.9%,49,49.0%,4,8.2%,14.3%,42.9%,14.3%
1:05 PM,Zack Wheeler,vs,25.0,121,5.86,0.305,0.410,1.88,0.267,0.571,7,2.52,60,33.8%,28.9%,20.2%,17.3%,12.60,15,12.4%,62.0%,3.7%,70,41.4%,6,8.6%,31.4%,22.7%,21.4%
1:05 PM,Cristian Javier,@,17.2,77,3.67,0.274,0.326,1.36,0.178,0.452,2,1.02,33,25.2%,18.2%,13.9%,12.8%,7.13,4,5.2%,62.3%,8.0%,59,25.4%,3,5.1%,42.4%,8.0%,23.7%
4:10 PM,Jacob deGrom,@,27.1,116,2.66,0.236,0.290,1.28,0.142,0.377,2,0.66,40,32.0%,29.3%,18.9%,15.6%,11.20,10,8.6%,67.8%,6.5%,72,55.6%,6,8.3%,31.9%,8.7%,25.0%
4:10 PM,Logan Gilbert,vs,31.2,133,3.45,0.230,0.295,1.23,0.156,0.385,4,1.14,47,28.2%,27.8%,19.7%,14.0%,10.52,11,8.3%,60.2%,5.9%,85,38.8%,6,7.1%,25.9%,18.2%,15.3%
12:15 PM,Nick Martinez,@,38.0,144,3.81,0.218,0.250,0.87,0.141,0.359,5,1.18,51,16.7%,15.3%,14.1%,8.4%,5.21,2,1.4%,63.9%,7.3%,120,34.2%,8,6.7%,31.7%,10.5%,22.5%
7:40 PM,Jared Jones,@,28.1,120,3.45,0.192,0.293,1.20,0.183,0.375,3,0.95,39,32.5%,30.8%,23.0%,15.0%,11.75,14,11.7%,61.2%,8.7%,68,38.2%,4,5.9%,32.4%,13.6%,19.1%
7:40 PM,Hagen Smith,vs,5.1,21,4.04,0.158,0.245,0.94,0.158,0.316,1,1.69,6,34.4%,33.3%,33.3%,13.9%,11.81,2,9.5%,42.9%,10.1%,12,41.7%,1,8.3%,16.7%,50.0%,33.3%
7:05 PM,Max Fried,vs,11.0,40,2.83,0.143,0.196,0.91,-,0.143,0,-,5,25.3%,22.5%,15.3%,12.0%,7.36,5,12.5%,62.5%,6.6%,26,23.1%,0,-,15.4%,-,7.7%
