Matchup,PIT @ PHI
Pitcher,Aaron Nola
Pitcher Team,PHI
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,48.1,214,0.273,0.346,0.490,0.217,1.41,11,2.05,6.5%,22.7%,22.0%,16.4%,10.5%,8.75,65.1%,4.5%,9.2%,39.5%,32.9%,20.0%,16.4%
vsLHB,29.1,132,0.250,0.356,0.500,0.250,1.47,8,2.45,10.6%,22.4%,24.2%,16.4%,10.0%,9.82,60.6%,2.9%,10.6%,43.5%,35.3%,26.7%,14.1%
vsRHB,19.0,82,0.305,0.331,0.476,0.171,1.32,3,1.42,-,23.3%,18.3%,16.3%,11.3%,7.11,72.3%,7.4%,7.5%,34.3%,29.9%,10.0%,19.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Henry Davis RHB,—,N/A,20,15,3.00,2,2,0.182,0.400,0.727,0.545,0.458,20.0%,18.5%,20.0%,8.1%,96.4,330.2,3,2,25.0%,12.5%,37.5%,75.0%,12.5%,74.0,33.3%,25.0%,16.7%,92.3%,62.5%,50.0%,50.0%,12.5%,37.5%,50.0%,25.0%,25.0%,43.8%
Konnor Griffin RHB,,+640,32,22,4.60,1,2,0.368,0.455,0.579,0.211,0.447,9.1%,28.9%,27.3%,16.7%,84.7,261.3,2,2,7.7%,-,-,46.2%,15.4%,73.4,37.5%,15.0%,10.0%,90.9%,30.8%,7.7%,100.0%,23.1%,69.2%,15.4%,46.2%,38.5%,23.8%
Brandon Lowe LHB,,+285,14,21,4.80,1,1,0.286,0.286,0.476,0.190,0.330,-,21.1%,9.5%,12.1%,94.6,250.7,5,1,5.3%,5.3%,21.1%,52.6%,21.1%,74.3,50.0%,33.3%,13.9%,100.0%,68.4%,42.1%,12.5%,26.3%,31.6%,47.4%,36.8%,15.8%,40.0%
Endy Rodriguez SHB,,+720,23,20,3.80,1,1,0.500,0.600,0.875,0.375,0.603,20.0%,16.7%,5.0%,7.8%,97.5,281.2,4,2,13.3%,-,20.0%,60.0%,40.0%,73.2,34.5%,48.3%,31.0%,96.7%,60.0%,13.3%,0.0%,46.7%,40.0%,60.0%,33.3%,6.7%,33.3%
Marcell Ozuna RHB,—,N/A,26,18,4.20,1,1,0.353,0.389,0.529,0.176,0.400,5.6%,35.5%,27.8%,15.9%,92.4,261.6,2,1,16.7%,8.3%,25.0%,50.0%,58.3%,73.7,42.3%,23.1%,7.7%,89.7%,75.0%,25.0%,33.3%,50.0%,25.0%,25.0%,58.3%,16.7%,6.7%
Bryan Reynolds SHB,,+431,10,16,4.60,1,3,0.600,0.625,0.933,0.333,0.664,6.2%,23.3%,18.8%,12.1%,97.7,303.8,4,4,8.3%,-,8.3%,66.7%,58.3%,71.7,31.0%,37.9%,20.7%,100.0%,66.6%,33.3%,25.0%,33.3%,25.0%,16.7%,58.3%,25.0%,62.5%
Nick Gonzales RHB,,+1040,18,23,4.00,0,1,0.381,0.435,0.476,0.095,0.401,4.3%,25.0%,26.1%,14.6%,84.7,273.6,4,1,-,-,7.1%,21.4%,35.7%,71.6,20.0%,12.5%,5.0%,88.9%,50.0%,28.6%,0.0%,21.4%,50.0%,50.0%,21.4%,28.6%,40.0%
Jared Triolo RHB,—,N/A,13,22,3.20,0,1,0.316,0.409,0.421,0.105,0.366,13.6%,13.8%,9.1%,6.2%,87.5,263.5,2,1,-,-,5.9%,47.1%,23.5%,71.2,6.9%,34.5%,6.9%,100.0%,41.1%,17.6%,0.0%,23.5%,52.9%,35.3%,41.2%,23.5%,36.4%
Jake Mangum SHB,,+1700,7,21,4.20,0,0,0.476,0.476,0.524,0.048,0.442,-,11.5%,9.5%,7.5%,85.0,263.3,2,2,5.6%,-,5.6%,33.3%,11.1%,67.1,2.2%,23.9%,10.9%,88.5%,27.8%,16.7%,0.0%,11.1%,72.2%,27.8%,33.3%,38.9%,50.0%
Tyler Callihan LHB,,+548,12,20,3.00,0,1,0.150,0.150,0.250,0.100,0.170,-,40.0%,45.0%,25.4%,85.5,231.3,3,1,-,-,36.4%,36.4%,54.5%,70.7,9.8%,14.6%,7.3%,95.3%,72.8%,36.4%,0.0%,36.4%,9.1%,45.5%,27.3%,27.3%,50.0%
