Matchup,WSH @ ARI
Pitcher,Foster Griffin
Pitcher Team,WSH
Opposing Team,ARI

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,6.2,2.25,="12-32",.375,.719,0.344,3,2,0,3,27.8,3,.444,1.163
Batting Second,8.1,1.44,="8-31",.258,.613,0.355,3,2,0,5,19.4,4,.361,.974
Batting Third,9.0,0.78,="6-33",.182,.242,0.060,0,2,0,1,37.1,1,.229,.471
Batting Fourth,7.1,1.64,="8-29",.276,.517,0.241,2,1,0,4,18.2,4,.364,.881
Batting Fifth,7.1,1.09,="4-25",.160,.280,0.120,1,0,0,4,25.8,4,.290,.570
Batting Sixth,7.0,1.00,="5-27",.185,.333,0.148,1,1,0,1,13.3,2,.267,.600
Batting Seventh,6.2,1.05,="5-23",.217,.391,0.174,1,1,0,5,18.5,2,.308,.699
Batting Eighth,7.2,0.52,="3-26",.115,.115,0.000,0,0,0,2,22.2,1,.148,.263
Batting Ninth,7.0,0.71,="5-25",.200,.480,0.280,2,1,0,5,24.0,0,.200,.680

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Ketel Marte SHB,Batting First ​,="51-190",.268,.479,0.211,9,11,1,32,15.2,17,.324,.803
Corbin Carroll LHB,Batting Second ​,="52-168",.310,.583,0.273,6,12,8,26,21.0,26,.400,.983
Geraldo Perdomo SHB,Batting Third ​,="37-156",.237,.359,0.122,2,7,3,16,11.6,25,.337,.696
Nolan Arenado RHB,Batting Fourth ​,="14-61",.230,.459,0.229,2,8,0,13,20.0,10,.360,.819
Gabriel Moreno RHB,Batting Fourth ​,="12-46",.261,.348,0.087,0,4,0,5,17.6,3,.314,.662
Adrian Del Castillo LHB,Batting Fourth ​,="13-72",.181,.306,0.125,2,3,0,11,33.3,2,.200,.506
Ildemaro Vargas SHB,Batting Fifth ​,="20-81",.247,.309,0.062,1,2,0,9,8.2,3,.282,.591
Pavin Smith LHB,Batting Fifth ​,="0-7",.000,.000,0.000,0,0,0,0,33.3,2,.222,.222
Aramis Garcia RHB,Batting Eighth ​,="1-10",.100,.100,0.000,0,0,0,1,30.0,0,.100,.200
Jose Fernandez RHB,Batting Eighth ​,="10-41",.244,.366,0.122,0,5,0,5,24.4,1,.279,.645
Jorge Barrosa SHB,Batting Ninth ​,="13-64",.203,.375,0.172,0,9,1,5,27.4,6,.282,.657
Tommy Troy RHB,Batting Ninth ​,="8-28",.286,.464,0.178,1,2,0,1,15.6,4,.375,.839
Ryan Waldschmidt RHB,Batting Ninth ​,="15-46",.326,.413,0.087,0,4,0,6,28.8,5,.392,.805
