Matchup,MIL @ STL
Pitcher,Shane Drohan
Pitcher Team,MIL
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,40.2,170,0.250,0.315,0.423,0.173,1.25,5,1.11,7.1%,29.3%,25.9%,21.9%,14.3%,9.74,68.2%,7.9%,10.6%,37.2%,28.3%,12.5%,13.3%
vsLHB,12.0,52,0.283,0.341,0.435,0.152,1.42,0,-,7.7%,33.3%,21.2%,19.6%,16.1%,8.25,69.2%,8.1%,8.3%,36.1%,30.6%,-,5.6%
vsRHB,28.2,118,0.236,0.303,0.418,0.182,1.19,5,1.57,6.8%,27.7%,28.0%,22.8%,13.5%,10.36,67.8%,7.9%,11.7%,37.7%,27.3%,19.0%,16.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nelson Velazquez RHB,,+670,30,19,2.80,1,1,0.286,0.421,0.571,0.286,0.408,21.1%,37.8%,21.1%,18.7%,96.4,279.4,4,2,9.1%,-,18.2%,63.6%,45.5%,75.6,64.9%,21.6%,16.2%,100.0%,72.8%,36.4%,25.0%,36.4%,18.2%,36.4%,45.5%,18.2%,61.1%
JJ Wetherholt LHB,,+850,26,16,4.80,1,1,0.467,0.500,0.733,0.267,0.529,6.2%,13.8%,12.5%,5.6%,92.8,275.6,5,2,7.7%,-,7.7%,53.8%,61.5%,71.9,3.8%,42.3%,19.2%,92.9%,76.9%,23.1%,33.3%,53.8%,23.1%,7.7%,53.8%,38.5%,21.1%
Jordan Walker RHB,,+425,32,17,4.40,0,0,0.467,0.529,0.533,0.067,0.465,11.8%,38.7%,17.6%,19.0%,94.8,272.7,4,0,25.0%,-,-,66.7%,66.7%,79.9,92.9%,28.6%,17.9%,93.3%,75.0%,16.7%,0.0%,58.3%,25.0%,16.7%,50.0%,33.3%,44.4%
Alec Burleson LHB,,+940,15,15,4.40,0,0,0.214,0.200,0.214,-,0.178,-,27.6%,26.7%,16.0%,92.5,290.6,3,0,-,-,18.2%,63.6%,27.3%,72.4,25.9%,29.6%,14.8%,93.1%,54.6%,36.4%,0.0%,18.2%,45.5%,54.5%,27.3%,18.2%,40.0%
Pedro Pages RHB,,+1120,13,15,2.20,0,0,0.143,0.200,0.214,0.071,0.187,6.7%,22.0%,26.7%,13.3%,88.2,264.0,2,2,-,-,-,50.0%,20.0%,71.8,13.0%,13.0%,8.7%,92.0%,60.0%,40.0%,0.0%,20.0%,30.0%,20.0%,40.0%,40.0%,40.0%
Lars Nootbaar LHB,,+870,11,14,4.00,0,0,0.231,0.214,0.231,-,0.191,-,19.0%,21.4%,9.5%,86.7,268.1,0,0,-,-,9.1%,45.5%,9.1%,72.4,35.3%,35.3%,11.8%,81.0%,36.4%,27.3%,0.0%,9.1%,63.6%,54.5%,27.3%,18.2%,38.5%
Ivan Herrera RHB,,+750,17,14,4.40,0,0,0.167,0.286,0.167,-,0.220,14.3%,24.1%,28.6%,9.0%,95.9,231.6,1,1,-,-,25.0%,50.0%,50.0%,73.0,30.8%,26.9%,7.7%,89.7%,75.0%,12.5%,0.0%,62.5%,12.5%,25.0%,50.0%,25.0%,27.8%
Blaze Jordan RHB,,+1060,4,13,3.60,0,0,0.231,0.231,0.385,0.154,0.262,-,18.2%,15.4%,11.1%,80.6,184.8,1,0,-,-,18.2%,27.3%,36.4%,74.3,50.0%,27.8%,5.6%,81.8%,63.6%,9.1%,0.0%,54.5%,27.3%,36.4%,27.3%,36.4%,42.9%
Nathan Church LHB,,+1260,18,13,4.00,0,0,0.083,0.154,0.083,-,0.118,7.7%,10.7%,-,5.3%,86.2,236.7,2,2,16.7%,-,-,41.7%,16.7%,68.7,4.0%,24.0%,12.0%,89.3%,16.6%,8.3%,0.0%,8.3%,66.7%,33.3%,41.7%,25.0%,11.8%
Bryan Torres LHB,—,N/A,2,11,1.80,0,0,0.091,0.091,0.091,-,0.081,-,13.0%,18.2%,7.0%,72.5,224.4,0,0,-,-,-,-,12.5%,63.9,-,11.8%,-,73.9%,37.5%,25.0%,0.0%,12.5%,50.0%,-,50.0%,50.0%,10.0%
