Matchup,ATL @ SF
Pitcher,Trevor McDonald
Pitcher Team,SF
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,45.2,204,0.244,0.321,0.375,0.131,1.34,4,0.79,8.8%,23.4%,20.6%,20.2%,10.4%,8.28,58.5%,7.2%,5.2%,40.7%,13.3%,22.2%,10.4%
vsLHB,22.2,110,0.309,0.401,0.532,0.223,1.68,4,1.59,8.2%,22.0%,19.1%,20.6%,9.6%,8.34,56.4%,7.3%,8.1%,39.2%,16.2%,33.3%,14.9%
vsRHB,23.0,94,0.171,0.228,0.195,0.024,1.00,0,-,9.6%,24.8%,22.3%,19.8%,11.3%,8.22,61.1%,7.2%,1.6%,42.6%,9.8%,-,4.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Drake Baldwin LHB,,+562,23,16,3.80,1,1,0.154,0.250,0.385,0.231,0.272,6.2%,47.1%,31.2%,26.2%,93.3,325.3,2,2,22.2%,-,22.2%,33.3%,44.4%,74.9,51.7%,20.7%,10.3%,87.9%,11.1%,100.0%,33.3%,44.4%,44.4%,44.4%,11.1%,58.3%
Matt Olson LHB,,+497,21,12,4.00,1,1,0.333,0.333,0.583,0.250,0.397,-,20.0%,25.0%,9.1%,95.8,238.4,2,1,11.1%,-,11.1%,44.4%,33.3%,77.5,80.0%,33.3%,26.7%,100.0%,22.2%,50.0%,22.2%,33.3%,33.3%,44.4%,22.2%,14.3%
Mike Yastrzemski LHB,,+860,20,11,3.40,1,1,0.182,0.182,0.455,0.273,0.272,-,28.6%,36.4%,12.0%,88.0,345.8,4,3,-,-,14.3%,71.4%,57.1%,72.3,15.8%,26.3%,15.8%,95.0%,28.6%,50.0%,42.9%,28.6%,28.6%,71.4%,-,23.1%
Joey Bart RHB,—,N/A,20,9,3.80,1,1,0.444,0.444,0.778,0.333,0.530,-,7.7%,11.1%,2.9%,90.4,275.4,2,2,25.0%,12.5%,12.5%,50.0%,37.5%,75.9,63.6%,36.4%,27.3%,91.7%,37.5%,0.0%,25.0%,37.5%,25.0%,37.5%,37.5%,23.1%
Rowdy Tellez LHB,—,N/A,2,7,1.80,1,1,0.286,0.286,0.714,0.429,0.427,-,38.5%,28.6%,26.3%,90.9,254.7,1,1,20.0%,-,20.0%,40.0%,60.0%,76.4,46.2%,15.4%,15.4%,100.0%,40.0%,50.0%,40.0%,20.0%,20.0%,40.0%,40.0%,50.0%
Ha-Seong Kim RHB,—,N/A,10,15,3.00,0,1,0.154,0.267,0.154,-,0.205,13.3%,9.5%,6.7%,4.2%,80.5,282.7,1,1,8.3%,-,8.3%,16.7%,33.3%,72.2,21.1%,21.1%,5.3%,90.5%,16.7%,0.0%,25.0%,58.3%,58.3%,33.3%,8.3%,20.0%
Dominic Smith LHB,,+1000,18,12,2.80,0,0,-,0.167,-,-,0.108,16.7%,26.3%,-,11.1%,72.4,214.5,1,0,-,-,10.0%,-,-,69.3,-,30.8%,-,72.2%,20.0%,0.0%,-,70.0%,30.0%,60.0%,10.0%,37.5%
Mauricio Dubon RHB,,+1380,20,11,4.20,0,0,0.364,0.364,0.364,-,0.324,-,15.8%,18.2%,8.3%,90.6,262.4,1,0,11.1%,-,-,44.4%,44.4%,70.9,7.1%,42.9%,21.4%,73.7%,22.2%,0.0%,44.4%,33.3%,11.1%,66.7%,22.2%,30.0%
Jorge Mateo RHB,,+1120,18,11,2.20,0,0,0.091,0.091,0.091,-,0.081,-,44.0%,54.5%,27.5%,94.2,250.5,1,0,-,-,40.0%,60.0%,60.0%,73.5,31.6%,15.8%,15.8%,76.0%,20.0%,0.0%,40.0%,40.0%,60.0%,20.0%,20.0%,27.3%
Ozzie Albies SHB,,+760,22,10,4.20,0,0,0.111,0.200,0.111,-,0.154,10.0%,29.4%,10.0%,12.8%,92.1,301.6,3,1,-,-,25.0%,37.5%,25.0%,70.3,6.2%,37.5%,12.5%,94.1%,37.5%,0.0%,25.0%,37.5%,62.5%,37.5%,-,20.0%
Michael Harris II LHB,,+610,29,10,4.00,0,1,0.400,0.400,0.500,0.100,0.394,-,18.2%,10.0%,8.5%,92.0,308.5,3,2,22.2%,11.1%,11.1%,55.6%,55.6%,75.9,57.9%,26.3%,26.3%,90.5%,-,-,55.6%,44.4%,22.2%,66.7%,11.1%,9.1%
Eli White RHB,—,N/A,16,9,3.00,0,0,0.222,0.222,0.333,0.111,0.240,-,25.0%,22.2%,12.5%,92.4,260.3,1,0,-,-,-,71.4%,28.6%,72.2,42.9%,35.7%,35.7%,87.5%,14.3%,0.0%,28.6%,57.1%,28.6%,42.9%,28.6%,30.0%
Austin Riley RHB,,+780,25,9,4.00,0,0,0.286,0.444,0.286,-,0.342,22.2%,30.0%,11.1%,15.4%,87.2,286.3,1,1,-,-,16.7%,33.3%,66.7%,77.6,82.4%,5.9%,-,89.5%,50.0%,0.0%,33.3%,16.7%,33.3%,66.7%,-,27.3%
