Split,Season
Range,Season
Dates,="8/8/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:15 PM,Kyle Freeland,@,108.1,487,4.68,0.303,0.372,1.49,0.235,0.537,21,1.74,245,23.1%,19.1%,18.8%,11.8%,7.73,23,4.7%,65.7%,7.9%,366,42.9%,39,10.7%,31.1%,17.5%,16.9%
6:05 PM,Max Scherzer,@,30.2,140,7.05,0.285,0.384,1.63,0.252,0.537,9,2.64,66,17.4%,15.7%,11.3%,8.9%,6.46,15,10.7%,62.1%,7.2%,101,38.6%,11,10.9%,25.7%,30.8%,29.7%
7:15 PM,Matthew Liberatore,vs,108.2,476,4.65,0.285,0.354,1.49,0.184,0.468,19,1.57,199,23.4%,22.5%,19.6%,11.0%,8.86,41,8.6%,60.8%,6.8%,324,42.3%,28,8.6%,28.7%,17.2%,21.9%
6:05 PM,Aaron Nola,vs,120.0,522,5.17,0.277,0.358,1.44,0.237,0.515,28,2.10,245,27.1%,23.2%,19.6%,12.4%,9.07,41,7.9%,64.8%,6.3%,359,41.2%,36,10.0%,28.7%,24.3%,19.8%
9:50 PM,George Kirby,vs,127.0,523,3.60,0.276,0.320,1.28,0.152,0.428,15,1.06,211,22.2%,20.8%,19.3%,11.6%,7.72,26,5.0%,65.6%,7.7%,384,41.9%,29,7.6%,26.6%,12.7%,11.2%
7:10 PM,Seth Lugo,vs,128.2,547,4.24,0.272,0.339,1.38,0.175,0.447,15,1.05,220,18.8%,18.1%,17.2%,8.6%,6.92,44,8.0%,65.6%,8.5%,398,43.0%,35,8.8%,30.9%,12.2%,15.8%
4:10 PM,Gage Jump,@,66.2,288,3.80,0.268,0.337,1.47,0.152,0.420,7,0.94,105,25.1%,25.3%,20.3%,12.0%,9.85,31,10.8%,60.9%,8.1%,181,41.4%,10,5.5%,26.0%,14.9%,14.9%
6:45 PM,Andrew Alvarez,vs,64.0,276,3.13,0.258,0.318,1.45,0.104,0.362,2,0.28,87,27.1%,22.8%,20.6%,12.1%,8.86,31,11.2%,51.4%,6.6%,179,43.6%,9,5.0%,15.1%,7.4%,16.2%
8:10 PM,Brandon Pfaadt,vs,78.2,333,4.09,0.253,0.307,1.26,0.138,0.391,8,0.92,119,20.1%,15.6%,16.4%,9.8%,5.95,22,6.6%,67.3%,7.9%,255,36.5%,21,8.2%,21.6%,14.5%,12.9%
7:15 PM,Anthony Kay,vs,110.0,494,4.81,0.251,0.330,1.35,0.152,0.403,14,1.15,172,23.1%,18.2%,14.8%,10.8%,7.36,42,8.5%,58.8%,6.1%,342,39.5%,29,8.5%,21.9%,17.3%,21.1%
