Matchup,SEA @ DET
Pitcher,Framber Valdez
Pitcher Team,DET
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,67.2,295,0.243,0.306,0.373,0.129,1.32,7,0.93,8.5%,21.6%,18.3%,17.0%,10.3%,7.18,64.1%,7.6%,7.1%,43.6%,26.1%,12.7%,18.5%
vsLHB,17.1,74,0.250,0.308,0.397,0.147,1.33,2,1.04,8.1%,29.3%,29.7%,25.6%,14.2%,11.42,64.9%,6.2%,8.7%,34.8%,17.4%,25.0%,17.4%
vsRHB,50.1,221,0.241,0.305,0.364,0.123,1.31,5,0.89,8.6%,18.9%,14.5%,13.9%,8.9%,5.72,63.8%,8.0%,6.7%,46.1%,28.5%,10.6%,18.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Julio Rodriguez RHB,+426,15,4.40,3,3,0.400,0.400,1.000,0.600,0.598,-,36.0%,20.0%,24.3%,99.2,25.0%,8.3%,25.0%,75.0%,58.3%,75.8,66.7%,37.5%,37.5%,96.0%,41.7%,60.0%,41.7%,16.7%,25.0%,58.3%,16.7%,20.0%
Rob Refsnyder RHB,+710,8,2.40,1,2,0.125,0.125,0.500,0.375,0.262,-,26.3%,37.5%,11.9%,99.2,40.0%,40.0%,40.0%,80.0%,40.0%,70.5,-,29.4%,17.6%,89.5%,40.0%,0.0%,20.0%,40.0%,60.0%,40.0%,-,28.6%
JP Crawford LHB,+910,12,4.40,0,0,0.273,0.250,0.273,-,0.222,-,5.6%,8.3%,2.2%,81.1,-,-,9.1%,18.2%,27.3%,71.1,-,31.2%,6.2%,88.9%,27.3%,0.0%,-,63.6%,45.5%,45.5%,9.1%,18.2%
Randy Arozarena RHB,+577,11,4.40,0,0,0.200,0.273,0.300,0.100,0.255,9.1%,11.1%,18.2%,6.1%,88.6,12.5%,-,12.5%,25.0%,25.0%,74.0,43.8%,31.2%,12.5%,88.9%,-,-,25.0%,62.5%,37.5%,50.0%,12.5%,57.1%
Colt Emerson LHB,+790,10,3.40,0,0,-,0.300,-,-,0.202,20.0%,16.7%,-,7.9%,79.9,-,-,14.3%,14.3%,28.6%,71.8,18.8%,12.5%,6.2%,88.9%,14.3%,0.0%,14.3%,42.9%,42.9%,14.3%,42.9%,27.3%
Josh Naylor LHB,+750,10,4.00,0,0,0.300,0.300,0.300,-,0.267,-,23.8%,-,15.6%,80.1,-,-,10.0%,20.0%,30.0%,70.2,11.8%,23.5%,5.9%,81.0%,-,-,30.0%,70.0%,80.0%,20.0%,-,45.5%
Victor Robles RHB,+1160,10,2.20,0,0,0.300,0.300,0.400,0.100,0.305,-,52.9%,40.0%,23.1%,77.9,-,-,16.7%,16.7%,50.0%,67.7,-,14.3%,7.1%,82.4%,-,-,50.0%,33.3%,50.0%,16.7%,33.3%,0.0%
Cole Young LHB,+1180,10,4.20,0,0,0.100,0.100,0.100,-,0.089,-,23.5%,-,11.8%,88.0,-,-,-,40.0%,20.0%,70.8,11.8%,41.2%,11.8%,100.0%,10.0%,0.0%,10.0%,80.0%,60.0%,40.0%,-,33.3%
Dominic Canzone LHB,N/A,6,3.00,0,0,-,0.333,-,-,0.216,33.3%,62.5%,33.3%,19.2%,89.5,-,-,-,50.0%,50.0%,74.2,37.5%,12.5%,-,100.0%,50.0%,0.0%,-,50.0%,50.0%,50.0%,-,25.0%
Mitch Garver RHB,+710,5,3.60,0,0,0.250,0.400,0.250,-,0.308,20.0%,28.6%,20.0%,6.2%,97.3,-,-,33.3%,66.7%,-,73.2,28.6%,42.9%,14.3%,100.0%,66.7%,0.0%,-,33.3%,66.7%,33.3%,-,37.5%
Luke Raley LHB,N/A,5,4.00,0,0,0.200,0.200,0.200,-,0.178,-,30.0%,-,15.0%,79.9,-,-,20.0%,20.0%,60.0%,75.2,50.0%,16.7%,-,66.7%,20.0%,0.0%,20.0%,60.0%,40.0%,60.0%,-,50.0%
Patrick Wisdom RHB,N/A,5,3.00,0,0,0.200,0.200,0.200,-,0.178,-,66.7%,60.0%,28.6%,103.3,-,-,-,100.0%,-,76.5,66.7%,33.3%,33.3%,100.0%,-,-,-,100.0%,50.0%,50.0%,-,20.0%
Jhonny Pereda RHB,+606,4,3.80,0,0,0.500,0.500,0.500,-,0.445,-,33.3%,25.0%,18.8%,91.4,-,-,33.3%,66.7%,33.3%,72.9,22.2%,22.2%,11.1%,100.0%,33.3%,0.0%,33.3%,33.3%,33.3%,66.7%,-,75.0%
