Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jonathan Aranda,LHB,TB,Luinder Avila,R,33.1,47.5,36.7,57.7,45.4
Ian Happ,SHB,CHC,Kodai Senga,R,26.1,48.1,19.4,62.1,40.8
Bryce Eldridge,LHB,SF,Aaron Civale,R,20.4,55.1,31.6,23.1,36.6
Bobby Witt Jr.,RHB,KC,Shane McClanahan,L,14.4,29.4,36.4,52.2,35.7
Kazuma Okamoto,RHB,TOR,Peter Lambert,R,50.5,32.7,23.3,45.4,34.8
Endy Rodriguez,SHB,PIT,George Kirby,R,38.4,42.6,10,47.9,33.7
Victor Mesa Jr.,LHB,TB,Luinder Avila,R,38.4,44.1,16.4,36.1,33.2
Carson Benge,LHB,NYM,Edward Cabrera,R,30,34.6,20.6,45.7,32.7
Nathaniel Lowe,LHB,CIN,Brandon Sproat,R,17.3,17.2,51.3,35.1,31.9
Henry Davis,RHB,PIT,George Kirby,R,29.8,30.5,21.2,46.5,31.6
Jordan Walker,RHB,STL,Eduardo Rodriguez,L,44.2,32.5,24.5,33.5,31.5
Jesus Sanchez,LHB,TOR,Peter Lambert,R,33.2,41.2,6.6,45.7,31.1
Rafael Devers,LHB,SF,Aaron Civale,R,31.5,20,20.4,57.8,30.7
Kyle Schwarber,LHB,PHI,Zack Littell,R,33.6,32.4,22.5,36.9,30.7
Jazz Chisholm Jr.,LHB,NYY,Casey Mize,R,44.1,29.2,16,43.1,30.2
Nolan Arenado,RHB,ARI,Kyle Leahy,R,26.1,25.9,29.9,38.3,30.2
Brandon Lowe,LHB,PIT,George Kirby,R,29.4,26.1,24.1,42.7,30
Ryan O'Hearn,LHB,PIT,George Kirby,R,32.5,35.3,14.5,38.1,29.5
Bryce Harper,LHB,PHI,Zack Littell,R,30.4,22.5,30.5,37.6,29.5
Casey Schmitt,RHB,SF,Aaron Civale,R,50.3,27.2,18.3,37.8,29.5
Eric Haase,RHB,SF,Aaron Civale,R,32.9,27.1,18.3,42.7,28.9
Luke Raley,LHB,SEA,Mitch Keller,R,35.3,24.5,20.5,40.5,28.4
George Springer,RHB,TOR,Peter Lambert,R,40.7,18.3,26.6,39.2,28.3
Ezequiel Duran,RHB,TEX,Sandy Alcantara,R,50.7,16.8,21.8,42,28
Gary Sanchez,RHB,MIL,Nick Lodolo,L,36.1,19.4,10.8,57,27.9
Junior Caminero,RHB,TB,Luinder Avila,R,25.1,33.1,28,21.5,27.9
Michael Conforto,LHB,CHC,Kodai Senga,R,20,33.7,8.5,44.2,27.4
Jake Burger,RHB,TEX,Sandy Alcantara,R,41.4,27.3,10.8,42,27.4
Juan Soto,LHB,NYM,Edward Cabrera,R,25.7,33.5,8.7,41.4,27.3
Spencer Torkelson,RHB,DET,Carlos Rodon,L,25.8,24.2,19,42.1,27.3
Tyler Stephenson,RHB,CIN,Brandon Sproat,R,40.9,19,30.3,29.6,27.2
Andy Pages,RHB,LAD,Kendry Rojas,L,32.4,18.5,21.7,43.1,27
Brooks Lee,SHB,MIN,Justin Wrobleski,L,36.7,23.4,21.8,33,26.6
Justin Foscue,RHB,TEX,Sandy Alcantara,R,30.6,18.9,20.4,43.4,26.6
Jared Young,LHB,NYM,Edward Cabrera,R,35.6,18.2,18.2,44.5,26.5
Spencer Steer,RHB,CIN,Brandon Sproat,R,42.2,29.8,7.2,38.3,26.4
Ryan McMahon,LHB,NYY,Casey Mize,R,39.8,14.5,8.8,58.2,26.2
Julio Rodriguez,RHB,SEA,Mitch Keller,R,34.2,19.5,16.4,44.1,26.2
Ernie Clement,RHB,TOR,Peter Lambert,R,33.7,11.8,19.9,50.9,26.2
Nick Gonzales,RHB,PIT,George Kirby,R,19.2,19.4,10.7,57.3,26.2
Ben Rice,LHB,NYY,Casey Mize,R,54.1,14.6,8.8,52.3,26.2
Spencer Jones,LHB,NYY,Casey Mize,R,48.9,9.7,9.7,58.4,25.8
J.T. Realmuto,RHB,PHI,Zack Littell,R,58,24.7,25.1,15.3,25.8
Alex Bregman,RHB,CHC,Kodai Senga,R,24.9,13.9,30.2,37.3,25.7
Cal Raleigh,SHB,SEA,Mitch Keller,R,23.9,28.7,11.1,39.7,25.7
Shea Langeliers,RHB,ATH,Robbie Ray,L,12.9,29,27,24.8,25.7
Mookie Betts,RHB,LAD,Kendry Rojas,L,36.3,20.6,20.6,33.3,25.3
Salvador Perez,RHB,KC,Shane McClanahan,L,36.6,26.8,8.1,38.7,25.1
Tommy Troy,RHB,ARI,Kyle Leahy,R,47.8,23.4,11.9,33,24.8
Wyatt Langford,RHB,TEX,Sandy Alcantara,R,38.3,15.1,14,45.5,24.7
Colt Emerson,LHB,SEA,Mitch Keller,R,18.7,21.8,27.7,26.9,24.5
Ivan Herrera,RHB,STL,Eduardo Rodriguez,L,27.1,17.8,19,39.4,24.5
Corbin Carroll,LHB,ARI,Kyle Leahy,R,23.5,8.8,24.9,46,24.4
Eugenio Suarez,RHB,CIN,Brandon Sproat,R,28.1,20.8,22,29.8,24.1
Nathan Lukes,LHB,TOR,Peter Lambert,R,17.7,8.1,23.1,50.4,24.1
Ketel Marte,SHB,ARI,Kyle Leahy,R,31.7,20,17.3,34.7,24
Josh Bell,SHB,MIN,Justin Wrobleski,L,28.5,22.1,10.8,40.8,24
Jac Caglianone,LHB,KC,Shane McClanahan,L,50,16.9,17.6,31.1,24
Marcell Ozuna,RHB,PIT,George Kirby,R,45.7,16.1,10.7,41.4,23.8
Seiya Suzuki,RHB,CHC,Kodai Senga,R,39.9,27.5,14.5,22.2,23.5
Davis Schneider,RHB,TOR,Peter Lambert,R,29.2,20.9,20.9,27.1,23.3
Josh Naylor,LHB,SEA,Mitch Keller,R,54.3,14.9,9.1,39.2,23.2
Dansby Swanson,RHB,CHC,Kodai Senga,R,36.1,22.3,14.1,28.1,22.7
Jonah Heim,SHB,ATH,Robbie Ray,L,36.1,17.3,17.3,31.2,22.7
Richie Palacios,LHB,TB,Luinder Avila,R,29,38.3,,25.4,22.7
Zack Gelof,RHB,ATH,Robbie Ray,L,21.8,12.2,17.3,44.4,22.7
Matt Chapman,RHB,SF,Aaron Civale,R,20.9,20.1,13.3,37.9,22.6
Alejandro Kirk,RHB,TOR,Peter Lambert,R,36.9,11.5,11.5,45.4,22.5
Spencer Horwitz,LHB,PIT,George Kirby,R,46.9,20.2,19.8,19.2,22.5
Carter Jensen,LHB,KC,Shane McClanahan,L,39.9,13.5,13.5,38.5,22.4
Miguel Rojas,RHB,LAD,Kendry Rojas,L,21.6,20.6,9.8,40.2,22.4
Brandon Marsh,LHB,PHI,Zack Littell,R,28.3,12,20.2,37,22.3
Curtis Mead,RHB,WSH,Jesus Luzardo,L,31.6,17.8,17.8,30.3,22.3
Kevin McGonigle,LHB,DET,Carlos Rodon,L,47,9,20.3,32.8,22.1
A.J. Ewing,LHB,NYM,Edward Cabrera,R,27.8,8.7,9.5,52.5,21.8
Jackson Chourio,RHB,MIL,Nick Lodolo,L,23.2,18.6,27.5,18.7,21.8
Alec Bohm,RHB,PHI,Zack Littell,R,44.8,12.9,19.5,27,21.6
Austin Wells,LHB,NYY,Casey Mize,R,43.3,16.5,6,38.9,21.6
Trea Turner,RHB,PHI,Zack Littell,R,44.3,11.8,19.3,28.5,21.5
Hunter Feduccia,LHB,TB,Luinder Avila,R,26.4,16.4,7.1,43.9,21.5
Michael Massey,LHB,KC,Shane McClanahan,L,34.1,10.8,10.8,43.2,21.2
Jorge Barrosa,SHB,ARI,Kyle Leahy,R,28.1,19.1,7,38.3,21.2
Byron Buxton,RHB,MIN,Justin Wrobleski,L,33.7,10.8,18.1,34.2,21.1
Willy Adames,RHB,SF,Aaron Civale,R,43.5,9.9,14.7,35.6,21.1
Matt McLain,RHB,CIN,Brandon Sproat,R,40.9,11,12.5,37.5,21.1
Kody Clemens,LHB,MIN,Justin Wrobleski,L,36.7,16.7,11.3,32.6,21.1
Dillon Dingler,RHB,DET,Carlos Rodon,L,16.4,10,34.7,22.2,21.1
Derek Hill,RHB,PHI,Zack Littell,R,28.2,10.9,,57,20.9
Brandon Valenzuela,SHB,TOR,Peter Lambert,R,48.6,12.3,10,34.9,20.9
JJ Wetherholt,LHB,STL,Eduardo Rodriguez,L,23.2,18,9.4,37.4,20.8
Joc Pederson,LHB,TEX,Sandy Alcantara,R,29,19.7,30.8,6.8,20.7
Francisco Alvarez,RHB,NYM,Edward Cabrera,R,29.4,20.2,8.7,32.1,20.6
Adrian Del Castillo,LHB,ARI,Kyle Leahy,R,31,16.7,15.4,27.9,20.5
Luis Garcia Jr.,LHB,WSH,Jesus Luzardo,L,28.7,18.5,9.7,33,20.5
Michael Busch,LHB,CHC,Kodai Senga,R,46.8,16.7,10.3,27.5,20.5
JP Crawford,LHB,SEA,Mitch Keller,R,26.4,15.8,23.8,20.2,20.4
Amed Rosario,RHB,NYY,Casey Mize,R,28.7,12.4,12.4,37.6,20.3
MJ Melendez,LHB,NYM,Edward Cabrera,R,29.7,14.1,9.5,38.1,20.3
Pedro Ramirez,SHB,CHC,Kodai Senga,R,33.1,10.3,,53.2,20.2
