Matchup,CWS @ MIN
Pitcher,Connor Prielipp
Pitcher Team,MIN
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,33.1,146,0.238,0.316,0.389,0.151,1.35,4,1.08,10.3%,23.0%,24.0%,16.0%,10.4%,9.45,64.6%,7.0%,10.6%,36.2%,28.7%,14.8%,9.6%
vsLHB,9.0,39,0.273,0.348,0.455,0.182,1.44,1,1.00,10.3%,24.3%,17.9%,11.1%,10.8%,7.00,61.5%,6.0%,17.9%,39.3%,42.9%,8.3%,10.7%
vsRHB,24.1,107,0.226,0.304,0.366,0.140,1.32,3,1.11,10.3%,22.5%,26.2%,17.9%,10.2%,10.36,65.7%,7.3%,7.6%,34.8%,22.7%,20.0%,9.1%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Miguel Vargas RHB,+500,13,4.40,2,2,0.400,0.538,1.000,0.600,0.610,23.1%,11.1%,7.7%,5.2%,96.0,22.2%,11.1%,33.3%,77.8%,55.6%,73.6,37.5%,37.5%,20.8%,88.9%,55.6%,40.0%,33.3%,-,33.3%,33.3%,33.3%,33.3%
Edgar Quero SHB,+1400,13,3.40,2,2,0.400,0.462,1.000,0.600,0.560,15.4%,19.2%,15.4%,11.6%,87.3,11.1%,-,33.3%,33.3%,33.3%,69.4,9.1%,27.3%,13.6%,84.6%,44.4%,50.0%,22.2%,33.3%,33.3%,44.4%,22.2%,55.6%
Derek Hill RHB,+760,12,1.60,1,1,0.182,0.250,0.545,0.364,0.335,8.3%,28.6%,8.3%,15.8%,81.6,10.0%,10.0%,10.0%,40.0%,20.0%,74.0,31.2%,37.5%,18.8%,80.0%,40.0%,25.0%,10.0%,20.0%,20.0%,60.0%,20.0%,44.4%
Chase Meidroth RHB,+1050,12,3.80,1,1,0.444,0.583,0.778,0.333,0.560,25.0%,5.6%,-,2.0%,93.6,11.1%,11.1%,11.1%,55.6%,11.1%,67.9,-,43.8%,18.8%,88.9%,11.1%,100.0%,-,77.8%,44.4%,33.3%,11.1%,18.2%
Drew Romo SHB,N/A,10,3.60,1,1,0.143,0.400,0.571,0.429,0.405,30.0%,33.3%,30.0%,15.4%,75.5,25.0%,-,-,25.0%,50.0%,69.3,6.7%,6.7%,6.7%,83.3%,25.0%,100.0%,25.0%,25.0%,-,75.0%,25.0%,50.0%
Colson Montgomery LHB,+390,17,4.00,0,2,0.267,0.353,0.467,0.200,0.353,11.8%,40.0%,23.5%,24.1%,89.2,18.2%,-,18.2%,54.5%,45.5%,74.7,43.3%,20.0%,16.7%,85.7%,18.2%,0.0%,36.4%,45.5%,45.5%,45.5%,9.1%,75.0%
Luisangel Acuna RHB,+1450,13,3.40,0,0,-,-,-,-,-,-,22.7%,7.7%,11.4%,80.7,-,-,8.3%,25.0%,8.3%,71.1,20.0%,30.0%,15.0%,90.9%,8.3%,0.0%,8.3%,66.7%,41.7%,33.3%,25.0%,25.0%
Randal Grichuk RHB,+522,12,3.20,0,0,0.273,0.333,0.273,-,0.277,8.3%,23.1%,33.3%,12.2%,91.0,-,-,14.3%,42.9%,42.9%,73.0,20.8%,16.7%,12.5%,92.3%,14.3%,0.0%,42.9%,42.9%,57.1%,42.9%,-,30.0%
Andrew Benintendi LHB,+650,11,3.80,0,0,0.400,0.455,0.500,0.100,0.417,9.1%,25.0%,27.3%,15.7%,77.8,-,-,14.3%,42.9%,42.9%,68.4,-,11.1%,7.4%,84.4%,-,-,42.9%,28.6%,57.1%,28.6%,14.3%,56.2%
Sam Antonacci LHB,+1450,10,4.20,0,0,0.125,0.300,0.125,-,0.233,-,27.8%,50.0%,9.4%,81.7,-,-,-,-,33.3%,66.8,-,6.7%,-,83.3%,-,-,-,100.0%,-,100.0%,-,6.7%
Tristan Peters LHB,N/A,9,3.60,0,0,-,-,-,-,-,-,53.3%,33.3%,26.7%,49.0,-,-,-,-,-,68.7,-,-,-,75.0%,-,-,-,33.3%,16.7%,50.0%,33.3%,44.4%
Rikuu Nishida LHB,N/A,3,3.00,0,0,0.333,0.333,0.333,-,0.297,-,0.0%,-,-,91.0,-,-,-,-,-,64.5,-,100.0%,-,100.0%,-,-,-,100.0%,33.3%,33.3%,33.3%,33.3%
