Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Lars Nootbaar,LHB,STL,Cam Schlittler,R,58.8,37.5,11.9,70.5,40.2
Jimmy Crooks,LHB,STL,Cam Schlittler,R,55.8,39.2,7.5,65.7,38
Jonathan Aranda,LHB,TB,Michael Lorenzen,R,35.7,41.2,25.1,49.4,37.9
Garrett Mitchell,LHB,MIL,Bubba Chandler,R,26.7,31,25.5,60.5,36.3
Hunter Goodman,RHB,COL,Ian Seymour,L,28.8,35.5,36.6,29.7,33.7
Pedro Pages,RHB,STL,Cam Schlittler,R,54,35.3,35.2,19.2,33.1
Gary Sanchez,RHB,MIL,Bubba Chandler,R,31.3,29.5,29.5,41.4,32.7
Luis Campusano,RHB,SD,Brandon Pfaadt,R,42.7,30.8,21.6,44.2,32.6
Victor Mesa Jr.,LHB,TB,Michael Lorenzen,R,41,30.4,8.9,60.6,32.6
Esmerlyn Valdez,RHB,PIT,Brandon Sproat,R,29,32.5,31.8,30.4,31.4
Yordan Alvarez,LHB,HOU,Shane Bieber,R,32.6,34.3,17.5,39.5,30.4
William Contreras,RHB,MIL,Bubba Chandler,R,40,33.7,26.1,26,30.1
Jackson Chourio,RHB,MIL,Bubba Chandler,R,25.3,39,27.9,22.1,30.1
JJ Wetherholt,LHB,STL,Cam Schlittler,R,30,22.6,11.9,60.4,29.6
Masyn Winn,RHB,STL,Cam Schlittler,R,27.4,29.5,18.1,44.5,29.6
Blaze Jordan,RHB,STL,Cam Schlittler,R,60.1,33.5,12.1,32.2,29.4
Ty France,RHB,SD,Brandon Pfaadt,R,33,27,20.7,40.5,29.1
Ben Rice,LHB,NYY,Michael McGreevy,R,37.4,17.9,21.6,49.3,28.8
Christian Yelich,LHB,MIL,Bubba Chandler,R,23.9,24,18.3,48.4,28.4
Justin Foscue,RHB,TEX,Logan Webb,R,31.6,15.2,16.1,60.3,28.4
Cedric Mullins,LHB,TB,Michael Lorenzen,R,30.5,13.3,24,52.8,28.1
Jake Bauers,LHB,MIL,Bubba Chandler,R,36.8,20,27.7,33.6,27.4
Corey Seager,LHB,TEX,Logan Webb,R,29.6,22.7,19.3,40.3,26.8
CJ Abrams,LHB,WSH,Aaron Nola,R,37.2,10.4,14.5,59.8,26.7
James Wood,LHB,WSH,Aaron Nola,R,33.9,32.7,10.4,34.8,26.7
Junior Caminero,RHB,TB,Michael Lorenzen,R,38.7,24.3,20.3,31,26.2
Jake Burger,RHB,TEX,Logan Webb,R,34.7,18.6,18.1,41.7,25.8
Brandon Lowe,LHB,PIT,Brandon Sproat,R,35.5,26,24.5,23.3,25.8
Kyle Karros,RHB,COL,Ian Seymour,L,40.8,24.6,7.9,40.8,25.3
Jordan Walker,RHB,STL,Cam Schlittler,R,55.7,22,14.9,30.3,25.3
Corbin Carroll,LHB,ARI,Michael King,R,25.6,12.2,13.8,56.9,25.2
Ryan Vilade,RHB,TB,Michael Lorenzen,R,36.4,19.6,19.6,34.4,25
Max Kepler,LHB,ARI,Michael King,R,26.9,23.3,6.2,47.9,24.7
Daulton Varsho,LHB,TOR,Cristian Javier,R,30.6,27.1,11.6,34.7,24.7
