Matchup,TOR @ ATL
Pitcher,Bryce Elder
Pitcher Team,ATL
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.0,293,0.209,0.257,0.302,0.093,1.08,5,0.62,7.5%,23.2%,20.8%,24.6%,11.0%,7.62,62.4%,6.9%,3.4%,38.9%,26.4%,9.1%,17.3%
vsLHB,49.0,191,0.148,0.221,0.237,0.089,0.92,3,0.55,10.5%,23.2%,20.4%,25.3%,10.6%,7.16,60.4%,7.2%,3.1%,34.4%,31.3%,7.3%,16.8%
vsRHB,22.2,102,0.313,0.323,0.414,0.101,1.46,2,0.79,2.0%,23.1%,21.6%,23.4%,11.9%,8.74,66.0%,6.2%,3.9%,46.8%,18.2%,14.3%,18.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jesus Sanchez LHB,+625,20,2.80,1,2,0.421,0.450,0.789,0.368,0.525,5.0%,33.3%,30.0%,17.6%,94.7,30.8%,15.4%,30.8%,61.5%,76.9%,74.1,43.6%,25.6%,17.9%,95.1%,38.5%,20.0%,46.2%,15.4%,38.5%,30.8%,30.8%,47.6%
George Springer RHB,+564,17,4.40,1,1,0.176,0.176,0.412,0.235,0.251,-,29.0%,23.5%,12.3%,90.7,-,-,7.7%,46.2%,38.5%,71.7,16.0%,36.0%,16.0%,83.3%,30.8%,25.0%,23.1%,46.2%,30.8%,46.2%,23.1%,30.0%
Yohendrick Pinango LHB,+537,16,2.80,1,1,0.333,0.375,0.600,0.267,0.418,6.2%,36.8%,31.2%,21.5%,85.7,10.0%,10.0%,40.0%,20.0%,50.0%,75.6,58.3%,8.3%,5.6%,94.7%,10.0%,100.0%,30.0%,40.0%,50.0%,30.0%,20.0%,35.7%
Tyler Heineman SHB,N/A,14,3.00,1,1,0.083,0.214,0.333,0.250,0.248,7.1%,9.1%,7.1%,5.6%,75.9,10.0%,10.0%,20.0%,10.0%,20.0%,65.5,-,13.3%,3.3%,93.8%,30.0%,33.3%,10.0%,30.0%,60.0%,10.0%,30.0%,23.1%
Ernie Clement RHB,+1200,11,3.80,1,1,0.545,0.545,0.818,0.273,0.595,-,0.0%,-,-,84.1,9.1%,9.1%,9.1%,18.2%,27.3%,67.4,5.6%,50.0%,5.6%,94.7%,9.1%,100.0%,18.2%,63.6%,54.5%,36.4%,9.1%,57.1%
Nathan Lukes LHB,+880,22,4.00,0,1,0.474,0.545,0.579,0.105,0.490,9.1%,11.1%,18.2%,4.9%,82.4,6.7%,-,20.0%,40.0%,53.3%,66.7,3.8%,30.8%,7.7%,81.2%,20.0%,0.0%,40.0%,20.0%,20.0%,40.0%,40.0%,36.8%
Brandon Valenzuela SHB,+980,21,4.00,0,0,0.158,0.238,0.158,-,0.189,9.5%,19.5%,14.3%,9.9%,80.6,-,-,18.8%,31.2%,31.2%,72.5,18.9%,24.3%,8.1%,90.2%,25.0%,0.0%,25.0%,31.2%,43.8%,31.2%,25.0%,45.5%
Daulton Varsho LHB,+520,20,4.00,0,1,0.222,0.300,0.333,0.111,0.281,10.0%,30.6%,35.0%,16.2%,91.0,-,-,36.4%,36.4%,45.5%,73.2,25.8%,22.6%,9.7%,88.6%,27.3%,0.0%,36.4%,36.4%,72.7%,18.2%,9.1%,41.7%
Andres Gimenez LHB,+1040,19,3.80,0,0,0.062,0.211,0.062,-,0.153,10.5%,26.8%,21.1%,13.9%,78.9,-,-,-,-,8.3%,68.1,2.7%,13.5%,-,90.2%,16.7%,0.0%,8.3%,50.0%,25.0%,33.3%,41.7%,21.1%
Vladimir Guerrero Jr. RHB,+610,18,4.40,0,0,0.312,0.389,0.375,0.062,0.344,5.6%,12.0%,-,6.1%,89.7,6.2%,6.2%,18.8%,43.8%,18.8%,75.9,60.9%,30.4%,17.4%,92.0%,-,-,18.8%,68.8%,43.8%,25.0%,31.2%,42.1%
Kazuma Okamoto RHB,+511,11,3.80,0,1,0.111,0.273,0.111,-,0.205,9.1%,47.4%,27.3%,17.6%,81.8,-,-,16.7%,33.3%,-,72.7,33.3%,6.7%,6.7%,78.9%,16.7%,0.0%,-,66.7%,33.3%,50.0%,16.7%,16.7%
Myles Straw RHB,N/A,11,1.20,0,1,0.300,0.364,0.300,-,0.302,9.1%,0.0%,-,-,75.9,-,-,20.0%,-,30.0%,68.6,-,25.0%,-,80.0%,20.0%,0.0%,-,60.0%,50.0%,40.0%,10.0%,36.4%
Charles McAdoo RHB,N/A,2,4.00,0,0,-,-,-,-,-,-,0.0%,-,-,88.2,-,-,-,50.0%,-,69.2,-,50.0%,-,100.0%,-,-,-,100.0%,-,100.0%,-,0.0%
