Bat Side,both
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"12,448",1.14,1.09,1.12,1.10,1.15,1.51,0.87,1.01,1.04,1.04,1.06,88.4,173.9
2,Sutter Health Park,24',Open,"7,564",1.08,1.10,1.06,1.03,1.14,0.78,0.95,1.09,0.98,0.98,1.01,88,174.3
3,Great American Ball Park,535',Open,"11,406",1.03,1.12,1.01,0.98,1.03,0.82,1.00,1.05,1.01,0.97,1.00,88.1,174.7
4,Nationals Park,35',Open,"12,156",1.02,1.03,1.02,1.04,0.97,0.95,0.94,1.01,1.05,1.03,1.00,88.3,163.3
5,Oriole Park at Camden Yards,33',Open,"11,815",1.02,1.03,1.02,1.02,1.00,1.07,0.97,0.97,1.04,1.03,1.01,89.1,170.3
6,Target Field,828',Open,"11,801",1.02,0.96,1.03,1.04,1.08,0.94,0.99,0.98,1.02,1.01,1.01,88.5,174.4
7,Citizens Bank Park,20',Open,"11,712",1.02,1.07,1.03,1.04,0.97,0.99,1.04,0.95,0.92,0.99,1.00,88.4,164
8,Daikin Park,45',Retractable,"11,410",1.02,1.12,1.01,1.00,1.00,0.93,1.08,1.02,0.96,1.01,0.99,88.2,167.3
9,Chase Field,1086',Retractable,"12,435",1.02,0.91,1.02,1.00,1.07,1.49,0.92,0.99,1.03,1.03,1.02,88.8,166.7
10,Rogers Centre,270',Retractable,"11,886",1.01,1.06,1.01,1.00,1.02,0.79,1.02,0.99,1.05,1.02,0.99,88.2,166.6
11,Angel Stadium,151',Open,"11,346",1.01,1.02,1.01,1.03,0.96,0.94,1.01,1.02,1.00,1.02,1.00,88.5,168.2
12,Kauffman Stadium,856',Open,"12,081",1.01,0.90,1.01,0.99,1.09,1.27,0.94,1.01,1.01,1.02,1.02,88.7,169.6
13,Rate Field,595',Open,"11,733",1.01,1.00,1.00,1.01,0.98,0.87,0.97,1.06,1.02,1.01,0.99,88.2,169.7
14,Progressive Field,653',Open,"11,288",1.01,1.00,1.02,1.01,1.05,0.85,1.05,1.03,1.02,1.02,0.99,88,166.8
15,Truist Park,1001',Open,"11,558",1.01,0.99,1.02,1.05,0.98,1.02,1.03,0.98,0.98,1.00,1.01,88.7,167.2
16,PNC Park,780',Open,"11,749",1.00,0.88,1.02,1.01,1.14,0.88,0.97,0.99,0.99,1.02,1.00,88.7,165.9
17,Tropicana Field,15',Dome,"5,823",1.00,1.08,0.99,0.96,1.00,1.09,1.02,0.94,1.05,0.96,1.01,87.4,168.7
18,loanDepot park,10',Retractable,"12,064",1.00,0.92,1.00,1.00,1.03,1.22,0.97,1.04,1.03,1.03,1.00,88.2,160.9
19,Fenway Park,21',Open,"11,846",0.99,0.88,1.02,1.04,1.06,0.85,0.98,0.98,0.93,0.99,0.99,88.1,159.7
20,Yankee Stadium,55',Open,"11,088",0.99,1.06,0.98,0.95,1.00,0.90,1.03,1.05,1.03,1.02,1.00,89.2,171.1
21,Comerica Park,600',Open,"11,509",0.99,1.00,1.00,1.00,0.94,1.15,0.98,0.97,0.96,1.01,1.00,88.5,168.2
22,American Family Field,597',Retractable,"11,235",0.98,1.05,0.99,0.99,0.93,0.94,1.09,1.01,0.96,0.97,1.00,87.6,164.1
23,Dodger Stadium,515',Open,"11,280",0.98,1.10,0.97,0.95,0.96,0.73,1.05,1.01,0.97,1.00,1.00,88.9,172.1
24,Oracle Park,',Open,"11,766",0.97,0.80,1.00,1.03,1.02,1.24,0.96,0.98,0.94,1.00,0.99,88.2,160
25,Citi Field,10',Open,"11,405",0.97,0.97,0.98,0.99,0.96,0.88,1.04,1.06,0.96,0.98,0.99,88.4,165.2
26,Petco Park,23',Open,"11,636",0.97,1.04,0.97,0.98,0.91,0.83,1.05,1.02,1.04,0.99,0.99,88.1,165
27,Wrigley Field,595',Open,"11,431",0.97,1.03,0.97,1.00,0.84,1.06,1.01,0.97,1.00,1.02,0.99,88.5,169.1
28,Busch Stadium,460',Open,"12,198",0.97,0.81,0.99,1.02,1.04,0.86,0.93,0.94,0.98,1.03,1.00,88.7,161.1
29,Globe Life Field,545',Retractable,"11,359",0.96,0.94,0.97,0.98,0.96,0.99,1.01,0.95,1.02,1.02,1.00,88.5,171.6
30,T-Mobile Park,10',Retractable,"10,903",0.93,0.99,0.96,0.96,0.94,0.62,1.10,0.93,0.99,0.99,0.99,88.4,165.7
