Matchup,STL @ CHC
Pitcher,Edward Cabrera
Pitcher Team,CHC
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.1,308,0.261,0.337,0.446,0.185,1.40,14,1.74,9.4%,26.4%,20.8%,18.3%,12.7%,7.96,58.7%,7.0%,11.7%,42.7%,23.5%,26.0%,22.5%
vsLHB,41.2,188,0.269,0.337,0.431,0.162,1.51,7,1.51,9.6%,21.5%,16.0%,15.6%,9.9%,6.48,58.7%,7.0%,10.8%,43.2%,21.6%,23.3%,21.6%
vsRHB,29.1,120,0.248,0.336,0.468,0.220,1.30,7,2.15,9.2%,32.9%,28.3%,21.5%,16.9%,10.43,58.7%,7.0%,13.5%,41.9%,27.0%,30.0%,24.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Alec Burleson LHB,,+423,12,4.00,10,1,1,98.3,298.3,3,2,10.0%,-,20.0%,70.0%,50.0%,75.2,57.1%,57.1%,28.6%,93.3%,70.0%,30.0%,33.3%,40.0%,30.0%,30.0%,50.0%,20.0%,50.0%
Everson Pereira RHB,—,N/A,26,3.20,10,1,1,86.4,291.7,2,1,10.0%,-,-,40.0%,20.0%,74.9,53.8%,46.2%,23.1%,92.9%,20.0%,20.0%,50.0%,-,70.0%,30.0%,60.0%,10.0%,22.2%
JJ Wetherholt LHB,,+630,8,4.60,10,0,1,93.2,270.1,2,1,-,-,-,40.0%,20.0%,69.2,16.7%,66.7%,16.7%,92.3%,50.0%,30.0%,0.0%,20.0%,50.0%,-,70.0%,30.0%,0.0%
Jimmy Crooks LHB,,+940,21,4.00,10,0,0,82.7,248.1,1,0,-,-,10.0%,10.0%,20.0%,72.8,20.0%,20.0%,-,100.0%,50.0%,40.0%,0.0%,10.0%,30.0%,30.0%,10.0%,60.0%,62.5%
Blaze Jordan RHB,—,N/A,16,2.40,10,0,2,91.5,261.2,2,0,10.0%,-,10.0%,70.0%,30.0%,73.8,38.5%,46.2%,30.8%,86.7%,30.0%,20.0%,0.0%,10.0%,60.0%,30.0%,10.0%,60.0%,44.4%
Bryan Torres LHB,—,N/A,15,2.60,10,0,0,88.1,291.9,3,1,-,-,10.0%,30.0%,30.0%,66.2,-,50.0%,-,94.7%,60.0%,30.0%,0.0%,30.0%,40.0%,50.0%,30.0%,20.0%,30.0%
Nathan Church LHB,,+830,19,4.20,10,0,0,82.9,238.2,0,0,-,-,30.0%,10.0%,30.0%,70.8,-,50.0%,-,80.0%,70.0%,30.0%,0.0%,40.0%,20.0%,40.0%,10.0%,50.0%,12.5%
Ivan Herrera RHB,,+720,16,4.60,10,0,1,98.8,286.8,1,1,10.0%,-,20.0%,70.0%,40.0%,72.6,16.7%,66.7%,50.0%,92.3%,50.0%,20.0%,0.0%,30.0%,50.0%,30.0%,60.0%,10.0%,37.5%
Jose Fermin RHB,,+1220,14,3.40,10,0,0,84.5,251.5,2,1,-,-,10.0%,40.0%,50.0%,67.8,-,42.9%,7.1%,93.3%,60.0%,10.0%,0.0%,50.0%,30.0%,30.0%,50.0%,20.0%,25.0%
Jordan Walker RHB,,+529,18,3.80,10,0,1,89.7,237.3,1,1,10.0%,-,-,50.0%,10.0%,81.8,91.7%,50.0%,41.7%,100.0%,20.0%,20.0%,0.0%,-,70.0%,20.0%,60.0%,20.0%,44.4%
Pedro Pages RHB,—,N/A,30,3.00,10,0,0,76.9,167.9,0,0,-,-,20.0%,30.0%,40.0%,72.0,30.8%,23.1%,23.1%,76.5%,40.0%,20.0%,0.0%,20.0%,30.0%,20.0%,30.0%,50.0%,55.6%
Masyn Winn RHB,,+1080,23,3.60,10,0,1,95.9,268.9,1,1,10.0%,-,10.0%,60.0%,30.0%,72.7,23.5%,47.1%,23.5%,100.0%,30.0%,-,-,30.0%,60.0%,20.0%,50.0%,30.0%,22.2%
