Matchup,MIL @ STL
Pitcher,Andre Pallante
Pitcher Team,STL
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.1,233,0.248,0.286,0.362,0.115,1.13,4,0.63,4.7%,19.4%,17.6%,14.5%,8.9%,6.44,67.0%,6.8%,4.5%,30.9%,16.3%,13.8%,12.9%
vsLHB,29.2,122,0.256,0.287,0.376,0.120,1.18,2,0.61,4.1%,18.1%,16.4%,15.5%,8.5%,6.07,63.9%,7.8%,5.2%,33.0%,15.5%,13.3%,11.3%
vsRHB,27.2,111,0.238,0.286,0.347,0.109,1.08,2,0.65,5.4%,20.8%,18.9%,13.7%,9.4%,6.83,70.3%,5.9%,3.7%,28.4%,17.3%,14.3%,14.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Christian Yelich LHB,,+860,20,21,4.60,1,2,0.176,0.333,0.353,0.176,0.308,19.0%,27.8%,23.8%,11.1%,91.5,319.1,3,2,16.7%,-,-,58.3%,33.3%,73.0,31.4%,22.9%,14.3%,97.2%,41.6%,33.3%,25.0%,8.3%,58.3%,-,66.7%,33.3%,25.0%
Garrett Mitchell LHB,,+650,44,16,3.40,1,2,0.286,0.375,0.571,0.286,0.403,12.5%,34.6%,25.0%,16.4%,100.0,344.1,3,3,30.0%,-,10.0%,90.0%,40.0%,78.6,76.0%,36.0%,28.0%,96.2%,40.0%,30.0%,33.3%,10.0%,60.0%,40.0%,30.0%,30.0%,40.0%
Gary Sanchez RHB,—,N/A,30,7,3.80,1,1,0.429,0.429,1.000,0.571,0.609,-,0.0%,14.3%,-,95.6,328.6,2,1,16.7%,16.7%,33.3%,50.0%,50.0%,74.4,50.0%,83.3%,33.3%,75.0%,50.0%,16.7%,100.0%,33.3%,50.0%,83.3%,16.7%,-,30.0%
Brice Turang LHB,,+920,25,15,4.60,0,0,0.400,0.400,0.600,0.200,0.432,-,19.4%,13.3%,11.8%,92.9,265.0,5,0,-,-,7.7%,38.5%,61.5%,67.9,3.8%,42.3%,11.5%,86.7%,84.6%,23.1%,0.0%,61.5%,15.4%,7.7%,38.5%,53.8%,35.7%
Jake Bauers LHB,,+500,22,13,3.80,0,0,0.231,0.231,0.231,-,0.205,-,29.2%,23.1%,13.7%,86.1,250.3,3,1,10.0%,-,30.0%,50.0%,80.0%,76.1,60.0%,25.0%,10.0%,83.3%,90.0%,40.0%,0.0%,50.0%,10.0%,40.0%,30.0%,30.0%,16.7%
Greg Jones SHB,—,N/A,1,12,2.60,0,0,-,-,-,-,-,-,42.1%,41.7%,24.2%,84.3,317.0,1,0,-,-,-,28.6%,14.3%,69.1,15.4%,30.8%,7.7%,86.7%,28.6%,14.3%,0.0%,14.3%,57.1%,28.6%,42.9%,28.6%,40.0%
Jackson Chourio RHB,,+460,34,12,4.20,0,0,0.250,0.250,0.250,-,0.222,-,20.0%,33.3%,8.5%,88.9,191.9,0,0,-,-,12.5%,37.5%,12.5%,74.9,58.8%,23.5%,17.6%,89.5%,37.5%,25.0%,0.0%,12.5%,50.0%,25.0%,50.0%,25.0%,38.5%
William Contreras RHB,,+820,19,11,4.80,0,0,0.273,0.273,0.273,-,0.243,-,31.2%,27.3%,18.5%,99.0,292.1,1,1,12.5%,-,12.5%,62.5%,25.0%,75.0,57.1%,42.9%,35.7%,87.5%,25.0%,-,-,25.0%,75.0%,50.0%,50.0%,-,54.5%
Sal Frelick LHB,,+1740,20,11,2.40,0,0,0.200,0.273,0.300,0.100,0.255,9.1%,14.3%,9.1%,5.0%,90.5,304.6,5,2,-,-,22.2%,44.4%,55.6%,68.3,7.7%,53.8%,7.7%,92.9%,77.7%,33.3%,0.0%,44.4%,22.2%,44.4%,33.3%,22.2%,14.3%
Joey Ortiz RHB,,+1200,8,10,3.20,0,0,0.400,0.400,0.400,-,0.356,-,7.1%,10.0%,3.4%,73.8,195.2,0,0,-,-,-,22.2%,11.1%,73.7,41.7%,25.0%,8.3%,92.3%,22.2%,-,-,22.2%,55.6%,22.2%,44.4%,33.3%,30.8%
