Matchup,ARI @ BOS
Pitcher,Payton Tolle
Pitcher Team,BOS
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,115.0,461,0.214,0.273,0.359,0.146,1.06,13,1.02,6.7%,27.5%,27.8%,25.0%,15.2%,10.02,64.6%,7.8%,6.4%,33.8%,27.4%,14.6%,18.1%
vsLHB,32.2,137,0.254,0.307,0.438,0.185,1.19,6,1.65,4.4%,27.5%,18.2%,21.7%,14.3%,6.89,61.3%,7.6%,4.8%,31.4%,22.9%,25.0%,13.3%
vsRHB,81.1,324,0.196,0.259,0.324,0.128,1.02,7,0.77,7.7%,27.5%,31.8%,25.9%,15.5%,11.40,66.0%,7.8%,7.2%,35.1%,29.9%,10.3%,20.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Corbin Carroll LHB,—,N/A,25,4.20,10,2,2,91.5,275.0,4,2,10.0%,-,-,50.0%,20.0%,73.6,33.3%,40.0%,33.3%,93.8%,60.0%,40.0%,50.0%,20.0%,30.0%,10.0%,30.0%,60.0%,25.0%
Nolan Arenado RHB,—,N/A,25,4.00,10,1,2,86.9,246.8,2,1,10.0%,10.0%,40.0%,40.0%,20.0%,71.8,-,46.7%,20.0%,100.0%,20.0%,20.0%,50.0%,-,50.0%,70.0%,30.0%,-,33.3%
Ildemaro Vargas SHB,—,N/A,19,3.80,10,1,1,80.6,258.6,2,1,10.0%,10.0%,20.0%,20.0%,30.0%,71.7,28.6%,21.4%,14.3%,100.0%,70.0%,50.0%,0.0%,20.0%,30.0%,40.0%,40.0%,20.0%,66.7%
Gabriel Moreno RHB,—,N/A,36,4.40,10,1,2,91.6,321.8,5,2,10.0%,-,10.0%,50.0%,50.0%,74.1,36.4%,54.5%,27.3%,78.6%,70.0%,50.0%,20.0%,20.0%,30.0%,20.0%,20.0%,60.0%,0.0%
Jose Fernandez RHB,—,N/A,24,3.40,10,0,0,83.8,256.7,1,0,-,-,10.0%,50.0%,20.0%,73.1,46.2%,30.8%,7.7%,81.2%,20.0%,10.0%,0.0%,10.0%,70.0%,40.0%,50.0%,10.0%,0.0%
James McCann RHB,—,N/A,16,3.60,10,0,0,81.6,213.5,1,0,-,-,-,30.0%,30.0%,68.5,9.1%,54.5%,-,91.7%,50.0%,20.0%,0.0%,30.0%,40.0%,10.0%,30.0%,60.0%,60.0%
Ryan Waldschmidt RHB,—,N/A,13,4.00,10,0,0,78.7,260.9,3,0,-,-,-,20.0%,50.0%,72.3,30.0%,50.0%,10.0%,76.9%,60.0%,40.0%,0.0%,20.0%,20.0%,-,40.0%,60.0%,25.0%
Geraldo Perdomo SHB,—,N/A,13,4.20,10,0,1,80.9,330.6,3,1,-,-,10.0%,20.0%,10.0%,68.2,-,53.8%,7.7%,86.7%,30.0%,30.0%,0.0%,-,60.0%,60.0%,10.0%,30.0%,37.5%
Lars Nootbaar LHB,—,N/A,16,3.60,10,0,1,87.3,282.6,2,1,10.0%,-,-,30.0%,20.0%,72.3,35.7%,35.7%,14.3%,100.0%,40.0%,30.0%,0.0%,10.0%,50.0%,50.0%,20.0%,30.0%,14.3%
Jorge Barrosa SHB,—,N/A,16,1.80,10,0,1,73.9,237.9,4,1,-,-,30.0%,20.0%,50.0%,69.9,12.5%,62.5%,-,66.7%,50.0%,30.0%,0.0%,20.0%,10.0%,50.0%,20.0%,30.0%,28.6%
Tim Tawa RHB,—,N/A,18,4.20,10,0,0,93.2,271.3,2,0,-,-,-,50.0%,30.0%,74.3,54.5%,72.7%,36.4%,91.7%,40.0%,30.0%,0.0%,10.0%,50.0%,20.0%,60.0%,20.0%,33.3%
Jordan Lawlar RHB,—,N/A,1,3.80,8,0,0,81.0,218.1,2,0,-,-,25.0%,12.5%,37.5%,69.3,-,33.3%,8.3%,100.0%,62.5%,37.5%,0.0%,25.0%,12.5%,50.0%,25.0%,25.0%,33.3%
Max Kepler LHB,—,N/A,-,4.40,4,0,0,97.6,297.6,1,1,25.0%,-,-,75.0%,50.0%,70.7,-,100.0%,50.0%,100.0%,75.0%,25.0%,0.0%,50.0%,25.0%,-,100.0%,-,50.0%
