Matchup,MIA @ WSH
Pitcher,Cade Cavalli
Pitcher Team,WSH
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.2,268,0.269,0.319,0.355,0.085,1.41,3,0.45,7.8%,25.2%,25.4%,23.1%,11.5%,10.26,61.9%,8.4%,7.7%,40.8%,24.3%,4.9%,13.6%
vsLHB,32.1,156,0.319,0.366,0.422,0.104,1.64,2,0.56,6.4%,29.1%,27.6%,25.3%,13.4%,11.97,59.6%,8.2%,6.4%,37.2%,25.5%,8.3%,13.8%
vsRHB,26.2,112,0.202,0.253,0.263,0.061,1.16,1,0.34,9.8%,19.8%,22.3%,20.0%,9.1%,8.44,65.2%,8.6%,9.3%,45.3%,22.7%,-,13.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Liam Hicks LHB,+1060,23,4.40,1,2,0.105,0.261,0.316,0.211,0.259,17.4%,3.1%,-,1.3%,81.2,-,-,10.5%,5.3%,5.3%,66.2,-,40.7%,-,84.4%,26.3%,20.0%,-,57.9%,42.1%,21.1%,36.8%,26.1%
Owen Caissie LHB,+930,13,3.40,1,1,0.333,0.385,0.750,0.417,0.475,7.7%,42.9%,46.2%,14.8%,95.9,16.7%,16.7%,16.7%,66.7%,16.7%,74.8,57.1%,19.0%,14.3%,100.0%,33.3%,50.0%,16.7%,33.3%,50.0%,50.0%,-,18.2%
Christopher Morel RHB,+343,22,3.60,0,0,-,0.136,-,-,0.089,13.6%,24.4%,31.8%,11.8%,86.7,-,-,41.7%,33.3%,16.7%,75.8,56.4%,15.4%,5.1%,86.7%,41.7%,0.0%,8.3%,25.0%,58.3%,25.0%,16.7%,35.7%
Javier Sanoja RHB,+1620,21,3.40,0,1,0.158,0.238,0.211,0.053,0.207,9.5%,3.7%,4.8%,1.9%,86.9,-,-,11.1%,27.8%,33.3%,69.4,16.7%,37.5%,12.5%,96.0%,27.8%,0.0%,22.2%,50.0%,33.3%,55.6%,11.1%,40.0%
Xavier Edwards SHB,+1200,20,4.20,0,1,0.353,0.450,0.588,0.235,0.439,15.0%,10.0%,5.0%,5.1%,83.8,12.5%,-,6.2%,25.0%,50.0%,67.3,2.9%,26.5%,8.8%,85.0%,18.8%,0.0%,31.2%,50.0%,31.2%,37.5%,31.2%,17.4%
Otto Lopez RHB,+930,19,4.20,0,1,0.294,0.368,0.353,0.059,0.326,5.3%,21.2%,15.8%,9.7%,88.9,7.1%,-,7.1%,50.0%,42.9%,71.8,17.9%,28.6%,14.3%,87.5%,42.9%,0.0%,28.6%,28.6%,7.1%,42.9%,50.0%,21.7%
Leo Jimenez RHB,N/A,19,3.00,0,0,0.357,0.526,0.357,-,0.409,21.1%,7.9%,-,3.6%,91.1,-,-,7.1%,35.7%,35.7%,71.7,23.5%,29.4%,8.8%,89.5%,7.1%,0.0%,35.7%,57.1%,35.7%,35.7%,28.6%,26.1%
Jakob Marsee LHB,+1240,18,4.20,0,1,0.188,0.278,0.312,0.125,0.263,11.1%,16.0%,16.7%,7.7%,83.4,-,-,7.7%,30.8%,38.5%,69.3,4.2%,33.3%,8.3%,96.0%,38.5%,0.0%,23.1%,30.8%,15.4%,38.5%,46.2%,38.9%
Kyle Stowers LHB,+559,17,4.20,0,0,0.235,0.235,0.353,0.118,0.254,-,31.1%,23.5%,18.2%,92.1,7.7%,-,15.4%,38.5%,23.1%,74.4,39.5%,23.3%,9.3%,95.6%,38.5%,0.0%,23.1%,23.1%,30.8%,46.2%,23.1%,40.0%
Joe Mack LHB,+1040,16,3.40,0,0,0.214,0.312,0.214,-,0.248,12.5%,23.1%,25.0%,10.9%,89.4,-,-,20.0%,30.0%,30.0%,74.2,45.8%,20.8%,8.3%,96.0%,-,-,30.0%,50.0%,50.0%,40.0%,10.0%,33.3%
Connor Norby RHB,+920,13,3.80,0,1,0.111,0.385,0.111,-,0.279,15.4%,29.6%,30.8%,13.6%,84.4,-,-,25.0%,25.0%,25.0%,71.0,13.6%,9.1%,4.5%,84.6%,50.0%,0.0%,25.0%,25.0%,50.0%,50.0%,-,47.1%
Heriberto Hernandez RHB,N/A,11,2.20,0,0,0.200,0.273,0.200,-,0.221,9.1%,20.7%,9.1%,9.8%,90.2,11.1%,-,11.1%,44.4%,44.4%,73.6,29.6%,18.5%,14.8%,93.1%,33.3%,0.0%,33.3%,22.2%,22.2%,44.4%,33.3%,47.8%
Esteury Ruiz RHB,N/A,9,2.60,0,0,0.125,0.222,0.125,-,0.171,11.1%,12.5%,-,6.1%,80.9,-,-,25.0%,-,50.0%,69.9,-,25.0%,-,80.0%,25.0%,0.0%,37.5%,37.5%,50.0%,25.0%,25.0%,53.8%
