Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Bobby Witt Jr.,RHB,KC,Bryan Hudson,L,35.9,37.8,30.3,68.7,43.1
Kyle Schwarber,LHB,PHI,Logan Henderson,R,42,44.7,42,38,41.9
Willson Contreras,RHB,BOS,Foster Griffin,L,45.3,46.4,25.4,52.2,41.4
Bryce Harper,LHB,PHI,Logan Henderson,R,37.4,36.7,40,42,39.1
Matt Shaw,RHB,CHC,Ryan Gusto,R,32.1,41.2,31,41.9,37.4
Munetaka Murakami,LHB,CWS,Seth Lugo,R,39.8,46.5,23.9,38.6,37.1
Ian Happ,SHB,CHC,Ryan Gusto,R,21.6,38.5,27,51.4,36.6
Yordan Alvarez,LHB,HOU,George Kirby,R,29.2,46.1,18.7,47.4,36.5
Hao-Yu  Lee,RHB,DET,Richard Lovelady,L,35.3,34.7,33.7,40.8,36
Derek Hill,RHB,PHI,Logan Henderson,R,32,31.8,38.1,39.8,35.7
Carter Jensen,LHB,KC,Bryan Hudson,L,40.2,31.2,28.7,45.8,35
Shea Langeliers,RHB,ATH,Walbert Urena,R,61.3,24,26.1,50.1,34.9
Jesus Sanchez,LHB,ARI,Mason Adams,R,25.3,55.2,3,46.2,34.3
Pete Crow-Armstrong,LHB,CHC,Ryan Gusto,R,20,28.8,31,51.3,34.2
Jonathan Aranda,LHB,TB,Gerrit Cole,R,34.1,36.6,17.6,49.5,33.9
Kody Clemens,LHB,MIN,Cesar Perdomo,L,29.4,35.5,22.4,46.2,33.6
Spencer Torkelson,RHB,DET,Richard Lovelady,L,38.5,37.5,16.7,46,33.5
Edmundo Sosa,RHB,PHI,Logan Henderson,R,30.2,32.5,27.1,43.7,33.4
Nolan Gorman,LHB,STL,Lake Bachar,R,29.9,40.6,13,48.9,33.3
Seiya Suzuki,RHB,CHC,Ryan Gusto,R,55.1,26.9,29.6,37.4,33.2
Gabriel Arias,RHB,CHC,Ryan Gusto,R,52.2,30.6,27.1,33.4,32.4
Zac Veen,LHB,COL,Merrill Kelly,R,21.2,33.8,25.2,43.1,32.3
Ryan Jeffers,RHB,MIN,Cesar Perdomo,L,53.3,46.3,9.8,28.8,31.7
Michael Busch,LHB,CHC,Ryan Gusto,R,52.5,23.3,19.1,49.8,31.6
Dillon Dingler,RHB,DET,Richard Lovelady,L,22.5,32.2,20.5,46.5,31.3
Lars Nootbaar,LHB,ARI,Mason Adams,R,36.1,24.2,19,53.8,31.2
Vinnie Pasquantino,LHB,KC,Bryan Hudson,L,21.7,36,32.7,24.9,30.8
Hunter Goodman,RHB,COL,Merrill Kelly,R,36.2,25.1,29.9,35.6,30.3
Liam Hicks,LHB,TB,Gerrit Cole,R,47.4,24.2,20.9,42.7,30.2
Ryan Vilade,RHB,TB,Gerrit Cole,R,37.4,30.4,32.7,22.9,29.9
Taylor Trammell,LHB,HOU,George Kirby,R,18.7,31.1,18.7,44.4,29.5
Victor Bericoto,RHB,SF,Connor Prielipp,L,28.2,28.2,19.5,43.4,29.4
Jac Caglianone,LHB,KC,Bryan Hudson,L,40.9,20.3,27.7,38.2,29.1
Victor Mesa Jr.,LHB,TB,Gerrit Cole,R,32.6,36.9,9.6,39.8,29
Tim Tawa,RHB,ARI,Mason Adams,R,46.7,19.3,28.2,36.1,28.9
Michael Massey,LHB,KC,Bryan Hudson,L,42.5,15.5,30.1,40.4,28.8
Ben Rice,LHB,NYY,Ian Seymour,L,31.6,27.4,22.7,36.8,28.8
Junior Caminero,RHB,TB,Gerrit Cole,R,40.3,20.1,19.9,45,28.3
Colson Montgomery,LHB,CWS,Seth Lugo,R,39.8,23.8,24.8,33.2,28
Kyle Teel,LHB,CWS,Seth Lugo,R,31.2,25.3,22.3,34.4,27.3
Jose Altuve,RHB,HOU,George Kirby,R,27.7,19.4,33.3,30.6,27.2
Adael Amador,SHB,COL,Merrill Kelly,R,30.9,17.9,17.9,49.7,27.2
Bryan Reynolds,SHB,PIT,Matthew Liberatore,L,24,13,18.1,58.4,27
Eugenio Suarez,RHB,CIN,Chris Sale,L,25,12.8,34.7,36.8,26.6
Trea Turner,RHB,PHI,Logan Henderson,R,42.8,22.6,27.2,24.5,26.5
Brady House,RHB,WSH,Framber Valdez,L,32.1,21.8,19.4,39.4,26.5
Nolan Arenado,RHB,ARI,Mason Adams,R,22.1,25.2,19.2,38,26.3
Randal Grichuk,RHB,CWS,Seth Lugo,R,44.4,10.7,29.2,37.5,26.3
Cedric Mullins,LHB,TB,Gerrit Cole,R,24.7,17.1,23.1,43.6,26.3
Zach Neto,RHB,LAA,Jeffrey Springs,L,38.4,21.5,17.7,38.5,26.3
Cam Smith,RHB,HOU,George Kirby,R,40.2,20.6,19.6,36,26.1
James Wood,LHB,WSH,Framber Valdez,L,51.2,12.9,24.7,35.9,26
Tommy Edman,SHB,LAD,Robbie Ray,L,24.1,13.2,16.4,55.7,25.9
Riley Greene,LHB,DET,Richard Lovelady,L,45.2,33.5,13.7,22.2,25.9
Anthony Volpe,RHB,NYY,Ian Seymour,L,20.5,22.4,12.4,47.7,25.5
Elly De La Cruz,SHB,CIN,Chris Sale,L,37.6,9.5,26,42.1,25.4
Christian Encarnacion-Strand,RHB,BAL,Max Scherzer,R,32.7,31.4,10.3,31.7,25.3
Pete Alonso,RHB,BAL,Max Scherzer,R,39.5,11.1,28.3,35.6,25.2
Colton Cowser,LHB,BAL,Max Scherzer,R,41.2,34.1,17.4,15.7,25.2
Corey Seager,LHB,TEX,Nolan McLean,R,30.3,17,17,44,25.1
Ty France,RHB,SD,Yoshinobu Yamamoto,R,33.5,15.7,13.9,48.5,25.1
Jonny DeLuca,RHB,TB,Gerrit Cole,R,48.1,8.6,17.9,47,24.9
Corbin Carroll,LHB,ARI,Mason Adams,R,22,15.2,18.2,47.4,24.8
Amed Rosario,RHB,NYY,Ian Seymour,L,25.9,27.1,12.4,35.5,24.7
Christian Koss,RHB,SF,Connor Prielipp,L,41.8,17.8,30.5,20.6,24.7
Spencer Jones,LHB,NYY,Ian Seymour,L,41.1,22.7,22.7,22.7,24.5
Ronald Acuna Jr.,RHB,ATL,Andrew Abbott,L,8.6,14.9,35.4,31.1,24.5
Eduardo Valencia,RHB,DET,Richard Lovelady,L,17.4,30.1,21.3,22.9,24.4
Javier Baez,RHB,DET,Richard Lovelady,L,19.2,17.6,8.8,54.5,24.3
Yandy Diaz,RHB,TB,Gerrit Cole,R,16.8,21.9,17.3,38.9,24.3
Graham Pauley,LHB,MIA,Kevin Gausman,R,25.2,8.3,33.2,35.7,24.3
Heriberto Hernandez,RHB,MIA,Kevin Gausman,R,34.8,19.8,18.4,33.1,24.2
Max Muncy,LHB,LAD,Robbie Ray,L,27,22.5,14.9,36.2,24.1
Jeremy Pena,RHB,HOU,George Kirby,R,46,11.2,19.8,38.7,24.1
Christian Walker,RHB,HOU,George Kirby,R,33.2,19.7,17.4,34.3,24
