Matchup,MIL @ NYM
Pitcher,Jacob Misiorowski
Pitcher Team,MIL
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,145.0,550,0.152,0.208,0.245,0.093,0.76,13,0.81,6.0%,37.9%,39.3%,31.7%,19.5%,13.41,66.8%,7.5%,3.8%,32.9%,25.3%,17.6%,10.6%
vsLHB,83.1,310,0.117,0.184,0.202,0.085,0.64,6,0.65,6.5%,42.9%,44.8%,34.0%,22.6%,15.01,67.0%,7.5%,3.5%,32.6%,29.9%,14.0%,12.5%
vsRHB,61.2,240,0.196,0.240,0.298,0.102,0.92,7,1.02,5.4%,30.6%,32.1%,28.3%,15.2%,11.24,66.7%,7.5%,4.1%,33.1%,20.9%,22.6%,8.8%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Luis Torrens RHB,,+977,25,2.80,10,3,3,95.8,331.3,4,3,30.0%,-,-,80.0%,50.0%,71.6,17.6%,52.9%,29.4%,100.0%,70.0%,50.0%,60.0%,20.0%,30.0%,20.0%,40.0%,40.0%,25.0%
Luis Robert RHB,,+600,22,4.40,10,3,3,94.1,264.9,4,3,30.0%,20.0%,30.0%,60.0%,30.0%,77.9,82.4%,41.2%,35.3%,100.0%,60.0%,50.0%,60.0%,10.0%,20.0%,50.0%,30.0%,20.0%,85.7%
Bo Bichette RHB,,+920,16,4.00,10,1,1,92.6,269.7,2,2,-,-,10.0%,40.0%,20.0%,69.0,10.0%,45.0%,15.0%,95.2%,50.0%,30.0%,33.3%,20.0%,50.0%,10.0%,50.0%,40.0%,42.9%
Brett Baty LHB,,+870,28,2.40,10,1,1,101.7,316.8,5,2,20.0%,10.0%,10.0%,80.0%,50.0%,75.5,53.3%,60.0%,40.0%,100.0%,80.0%,50.0%,20.0%,30.0%,20.0%,20.0%,40.0%,40.0%,50.0%
A.J. Ewing LHB,,+1220,35,4.40,10,0,1,89.1,241.5,2,0,-,-,20.0%,30.0%,40.0%,69.6,12.5%,37.5%,6.2%,100.0%,80.0%,40.0%,0.0%,40.0%,10.0%,20.0%,50.0%,30.0%,50.0%
Carson Benge LHB,,+840,23,4.40,10,0,0,85.6,251.5,2,0,-,-,-,30.0%,30.0%,72.0,25.0%,25.0%,18.8%,88.9%,80.0%,50.0%,0.0%,30.0%,20.0%,-,50.0%,50.0%,33.3%
Marcus Semien RHB,,+1040,17,4.20,10,0,0,83.7,168.1,0,0,-,-,30.0%,-,50.0%,69.4,-,63.6%,-,91.7%,40.0%,-,-,40.0%,30.0%,50.0%,30.0%,20.0%,40.0%
Francisco Lindor SHB,,+550,36,4.20,10,0,1,91.2,235.7,3,1,10.0%,10.0%,30.0%,50.0%,20.0%,72.2,18.2%,63.6%,36.4%,91.7%,50.0%,40.0%,0.0%,10.0%,30.0%,30.0%,30.0%,40.0%,60.0%
Francisco Alvarez RHB,,+700,26,3.80,10,0,0,91.2,227.8,1,0,10.0%,-,20.0%,50.0%,40.0%,73.6,26.7%,40.0%,13.3%,93.8%,60.0%,20.0%,0.0%,40.0%,30.0%,30.0%,50.0%,20.0%,50.0%
Christopher Morel RHB,—,N/A,12,2.60,10,0,0,86.7,205.0,0,0,-,-,30.0%,30.0%,30.0%,75.9,69.2%,30.8%,15.4%,100.0%,50.0%,20.0%,0.0%,30.0%,30.0%,50.0%,30.0%,20.0%,50.0%
Jared Young LHB,,+680,26,4.00,10,0,0,89.0,257.7,3,1,-,-,10.0%,40.0%,30.0%,73.7,38.5%,46.2%,30.8%,92.9%,40.0%,20.0%,0.0%,20.0%,40.0%,20.0%,50.0%,30.0%,42.9%
Cristian Pache RHB,—,N/A,-,1.75,2,0,0,91.9,72.1,0,0,-,-,50.0%,50.0%,-,70.5,25.0%,25.0%,25.0%,80.0%,-,-,-,-,50.0%,50.0%,-,50.0%,0.0%
Eric Wagaman RHB,—,N/A,-,2.00,1,0,0,105.8,-,0,0,-,-,-,100.0%,-,70.2,-,33.3%,33.3%,100.0%,-,-,-,-,100.0%,-,-,100.0%,100.0%
