Matchup,PIT @ PHI
Pitcher,Jared Jones
Pitcher Team,PIT
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,25.1,110,0.267,0.346,0.485,0.218,1.42,5,1.78,8.2%,32.4%,22.7%,22.1%,15.6%,8.88,53.1%,6.3%,9.2%,40.8%,26.3%,20.0%,21.1%
vsLHB,13.1,63,0.328,0.420,0.621,0.293,1.80,4,2.70,7.9%,35.5%,23.8%,21.1%,17.1%,10.12,50.0%,6.0%,11.6%,51.2%,20.9%,33.3%,23.3%
vsRHB,12.0,47,0.186,0.248,0.302,0.116,1.00,1,0.75,8.5%,27.9%,21.3%,23.8%,13.5%,7.50,57.1%,6.7%,6.1%,27.3%,33.3%,9.1%,18.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Marsh LHB,,+524,24,24,4.60,3,4,0.348,0.375,0.739,0.391,0.475,4.2%,26.4%,29.2%,15.9%,87.8,267.9,5,4,25.0%,12.5%,37.5%,43.8%,56.2%,72.0,17.8%,20.0%,15.6%,84.9%,62.4%,31.2%,60.0%,31.2%,18.8%,50.0%,25.0%,25.0%,54.2%
Bryce Harper LHB,,+290,28,20,4.60,3,3,0.389,0.450,0.889,0.500,0.558,10.0%,38.6%,30.0%,23.0%,97.3,320.8,4,3,25.0%,8.3%,16.7%,66.7%,41.7%,75.2,64.3%,26.2%,14.3%,95.5%,50.0%,33.3%,75.0%,16.7%,50.0%,50.0%,33.3%,16.7%,63.2%
Kyle Schwarber LHB,,+186,28,24,4.80,2,2,0.300,0.375,0.600,0.300,0.404,12.5%,32.7%,33.3%,16.7%,96.1,277.8,3,3,15.4%,7.7%,30.8%,61.5%,53.8%,77.6,79.6%,16.3%,14.3%,94.2%,69.3%,30.8%,50.0%,38.5%,23.1%,46.2%,46.2%,7.7%,33.3%
Rafael Marchan SHB,,+370,7,20,2.80,1,2,0.105,0.150,0.263,0.158,0.182,5.0%,17.8%,5.0%,9.3%,84.5,212.0,2,2,5.6%,5.6%,33.3%,16.7%,33.3%,66.0,-,33.3%,2.4%,93.3%,38.9%,16.7%,33.3%,22.2%,27.8%,50.0%,22.2%,27.8%,27.3%
Alec Bohm RHB,,+610,19,19,4.20,1,1,0.222,0.263,0.389,0.167,0.289,-,21.3%,21.1%,12.7%,92.2,301.6,5,2,7.1%,-,-,42.9%,35.7%,69.7,2.4%,23.8%,11.9%,89.4%,50.0%,28.6%,25.0%,21.4%,50.0%,14.3%,28.6%,57.1%,38.9%
Trea Turner RHB,,+500,17,16,4.80,1,1,0.375,0.375,0.688,0.312,0.457,-,16.2%,12.5%,8.2%,86.6,238.6,3,1,7.7%,-,15.4%,46.2%,30.8%,72.8,27.3%,24.2%,12.1%,91.7%,46.2%,23.1%,33.3%,23.1%,30.8%,30.8%,23.1%,46.2%,28.6%
Edmundo Sosa RHB,—,N/A,21,11,3.40,1,2,0.455,0.455,0.909,0.455,0.584,-,32.1%,18.2%,23.1%,92.1,306.4,3,2,22.2%,-,11.1%,44.4%,66.7%,71.9,22.2%,22.2%,7.4%,96.4%,66.6%,22.2%,50.0%,44.4%,33.3%,22.2%,55.6%,22.2%,36.4%
Derek Hill RHB,—,N/A,22,8,2.80,1,1,0.429,0.500,0.857,0.429,0.566,12.5%,41.2%,37.5%,20.0%,81.7,335.5,1,1,25.0%,25.0%,25.0%,50.0%,50.0%,70.7,6.7%,13.3%,13.3%,93.8%,50.0%,50.0%,50.0%,-,25.0%,50.0%,50.0%,-,14.3%
Justin Crawford LHB,,+850,11,26,3.80,0,1,0.360,0.385,0.440,0.080,0.362,3.8%,22.0%,19.2%,11.7%,82.5,274.5,4,2,-,-,-,40.0%,60.0%,68.1,2.2%,26.7%,4.4%,90.0%,60.0%,10.0%,0.0%,50.0%,30.0%,5.0%,50.0%,45.0%,41.7%
J.T. Realmuto RHB,,+503,16,25,4.00,0,0,0.190,0.280,0.286,0.095,0.254,8.0%,34.0%,28.0%,18.8%,92.1,273.5,5,1,6.7%,-,6.7%,40.0%,53.3%,73.2,30.0%,32.5%,5.0%,90.9%,66.6%,33.3%,0.0%,33.3%,26.7%,20.0%,40.0%,40.0%,35.0%
