Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Dominic Canzone","SEA","Nick Martinez","TB","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Nolan Schanuel","LAA","Zebby Matthews","MIN","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Randy Arozarena","SEA","Nick Martinez","TB","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","2"
"Miguel Rojas","LAD","Eduardo Rodriguez","ARI","10","0.700","0.78","0.10","0.80","6","1","0","0","1","0","8","10.0","0.727","1"
"Bryce Eldridge","SF","Tanner Gordon","COL","3","0.667","1.00","0.67","1.33","0","2","0","0","2","0","4","33.3","0.750","1"
"Drew Gilbert","SF","Tanner Gordon","COL","3","0.667","1.00","1.33","2.00","0","1","0","1","2","2","6","33.3","0.667","0"
"Michael Conforto","CHC","Hunter Greene","CIN","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.750","0"
"Jacob Wilson","ATH","Sean Burke","CWS","5","0.600","0.67","0.60","1.20","2","0","0","1","1","2","6","20.0","0.600","0"
"Daulton Varsho","TOR","JP Sears","SD","5","0.600","0.67","0.60","1.20","2","0","0","1","1","1","6","20.0","0.600","0"
"Rafael Devers","SF","Tanner Gordon","COL","5","0.600","0.50","1.40","2.00","0","1","0","2","3","2","10","20.0","0.600","0"
"Kyle Karros","COL","Robbie Ray","SF","7","0.571","0.67","0.29","0.86","2","2","0","0","2","0","6","14.3","0.571","0"
"Andres Gimenez","TOR","JP Sears","SD","7","0.571","0.67","0.29","0.86","3","0","1","0","1","1","6","14.3","0.625","0"
"Hunter Goodman","COL","Robbie Ray","SF","13","0.538","0.70","0.15","0.69","5","2","0","0","2","2","9","23.1","0.571","1"
"Edmundo Sosa","PHI","Jack Flaherty","DET","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Jacob Young","WSH","Ryan Weathers","NYY","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.500","0"
"Austin Riley","ATL","Kyle Leahy","STL","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.500","0"
"Luis Urias","TOR","JP Sears","SD","4","0.500","0.67","0.50","1.00","0","2","0","0","2","1","4","25.0","0.667","1"
"Myles Straw","TOR","JP Sears","SD","6","0.500","0.75","0.33","0.83","2","0","1","0","1","1","5","33.3","0.571","1"
"JP Crawford","SEA","Nick Martinez","TB","6","0.500","0.75","0.17","0.67","2","1","0","0","1","1","4","33.3","0.500","0"
"Spencer Steer","CIN","Shota Imanaga","CHC","8","0.500","0.43","0.38","0.88","3","0","0","1","1","2","7","0.0","0.600","2"
"Jake Burger","TEX","Hunter Brown","HOU","10","0.500","0.50","0.60","1.10","3","0","0","2","2","3","11","20.0","0.500","0"
"Junior Caminero","TB","Luis Castillo","SEA","12","0.500","0.45","0.50","1.00","3","1","1","1","3","3","12","0.0","0.500","0"
"Freddie Freeman","LAD","Eduardo Rodriguez","ARI","20","0.500","0.56","0.30","0.80","6","3","0","1","4","6","16","20.0","0.522","2"
"Juan Soto","NYM","Sonny Gray","BOS","13","0.462","0.50","0.31","0.77","4","1","0","1","2","4","10","23.1","0.556","4"
"Seiya Suzuki","CHC","Hunter Greene","CIN","18","0.444","0.46","0.61","1.06","2","3","1","2","6","6","19","16.7","0.444","0"
"Pavin Smith","ARI","Shohei Ohtani","LAD","5","0.400","0.67","0.20","0.60","1","1","0","0","1","0","3","40.0","0.400","0"
"Yandy Diaz","TB","Luis Castillo","SEA","20","0.400","0.35","0.40","0.80","4","2","0","2","4","6","16","5.0","0.400","0"
"Evan Carter","TEX","Hunter Brown","HOU","8","0.375","0.43","0.50","0.88","0","2","1","0","3","1","7","12.5","0.444","1"
"Xander Bogaerts","SD","Shane Bieber","TOR","11","0.364","0.30","0.36","0.73","2","1","0","1","2","2","8","0.0","0.417","1"
"Teoscar Hernandez","LAD","Eduardo Rodriguez","ARI","28","0.357","0.41","0.50","0.86","3","3","1","3","7","7","24","32.1","0.345","0"
"Sal Stewart","CIN","Shota Imanaga","CHC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Cole Carrigg","COL","Robbie Ray","SF","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","0.0","0.333","0"
"Troy Johnston","COL","Robbie Ray","SF","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.500","1"
"Tyler Soderstrom","ATH","Sean Burke","CWS","6","0.333","0.25","0.50","0.83","1","0","0","1","1","3","5","16.7","0.333","0"
"CJ Abrams","WSH","Ryan Weathers","NYY","6","0.333","0.40","0.17","0.50","1","1","0","0","1","2","3","16.7","0.500","1"
"Cal Raleigh","SEA","Nick Martinez","TB","6","0.333","0.20","0.50","0.83","1","0","0","1","1","1","5","0.0","0.429","1"
"Nick Fortes","TB","Luis Castillo","SEA","9","0.333","0.25","0.67","1.00","1","0","0","2","2","4","9","33.3","0.333","0"
"Shohei Ohtani","LAD","Eduardo Rodriguez","ARI","23","0.304","0.40","0.26","0.57","3","3","0","1","4","2","13","30.4","0.448","6"
"Andy Pages","LAD","Eduardo Rodriguez","ARI","10","0.300","0.30","0.10","0.40","2","1","0","0","1","2","4","0.0","0.300","0"
"Matt McLain","CIN","Shota Imanaga","CHC","7","0.286","0.33","0.43","0.71","1","0","0","1","1","1","5","42.9","0.375","1"
"Gavin Sheets","SD","Shane Bieber","TOR","18","0.278","0.21","0.39","0.67","2","1","0","2","3","4","12","11.1","0.278","0"
"Francisco Lindor","NYM","Sonny Gray","BOS","29","0.276","0.28","0.31","0.59","5","0","0","3","3","4","17","31.0","0.371","5"
"Tyrone Taylor","NYM","Sonny Gray","BOS","11","0.273","0.22","0.27","0.55","2","0","0","1","1","3","6","9.1","0.273","0"
"Shea Langeliers","ATH","Sean Burke","CWS","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.250","0"
"Nolan Arenado","ARI","Shohei Ohtani","LAD","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.400","1"
"Ezequiel Duran","TEX","Hunter Brown","HOU","8","0.250","0.40","0.13","0.38","1","1","0","0","1","1","3","37.5","0.250","0"
"Zach McKinstry","DET","Aaron Nola","PHI","8","0.250","0.33","0.13","0.38","1","1","0","0","1","0","3","25.0","0.333","1"
"Gabriel Moreno","ARI","Shohei Ohtani","LAD","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Alejandro Kirk","TOR","JP Sears","SD","5","0.200","0.25","0.20","0.40","0","1","0","0","1","1","2","20.0","0.333","1"
"Casey Schmitt","SF","Tanner Gordon","COL","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.200","0"
"Eugenio Suarez","CIN","Shota Imanaga","CHC","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.333","1"
"James Outman","DET","Aaron Nola","PHI","10","0.200","0.33","0.20","0.40","0","2","0","0","2","0","4","40.0","0.273","1"
"Nico Hoerner","CHC","Hunter Greene","CIN","21","0.190","0.18","0.24","0.43","1","2","0","1","3","4","9","14.3","0.261","1"
"J.T. Realmuto","PHI","Jack Flaherty","DET","7","0.143","0.14","0.14","0.29","0","1","0","0","1","0","2","0.0","0.333","1"
"Josh Jung","TEX","Hunter Brown","HOU","14","0.143","0.25","0.07","0.21","1","1","0","0","1","0","3","42.9","0.200","1"
"Kyle Tucker","LAD","Eduardo Rodriguez","ARI","22","0.136","0.08","0.27","0.41","1","0","0","2","2","5","9","31.8","0.269","4"
"Vladimir Guerrero Jr.","TOR","JP Sears","SD","8","0.125","0.13","0.13","0.25","0","1","0","0","1","0","2","0.0","0.222","0"
"Richie Palacios","TB","Luis Castillo","SEA","9","0.111","0.13","0.11","0.22","0","1","0","0","1","0","2","11.1","0.273","2"
"Ian Happ","CHC","Hunter Greene","CIN","19","0.105","0.13","0.21","0.32","0","1","0","1","2","2","6","52.6","0.261","3"
"Pete Crow-Armstrong","CHC","Hunter Greene","CIN","11","0.091","0.00","0.27","0.36","0","0","0","1","1","2","4","27.3","0.154","1"
"Trea Turner","PHI","Jack Flaherty","DET","11","0.091","0.00","0.27","0.36","0","0","0","1","1","1","4","27.3","0.091","0"
"Kyle Schwarber","PHI","Jack Flaherty","DET","26","0.077","0.07","0.12","0.19","1","0","0","1","1","1","5","38.5","0.226","5"
