Matchup,TEX @ TOR
Pitcher,MacKenzie Gore
Pitcher Team,TEX
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,84.0,359,0.226,0.300,0.373,0.147,1.30,8,0.86,10.3%,25.7%,25.6%,21.1%,12.4%,9.86,60.4%,7.5%,8.8%,45.6%,26.8%,11.5%,20.2%
vsLHB,17.1,84,0.278,0.347,0.403,0.125,1.85,1,0.52,14.3%,22.8%,19.0%,16.7%,10.5%,8.31,67.9%,10.5%,8.9%,46.4%,23.2%,7.7%,19.6%
vsRHB,66.1,275,0.211,0.286,0.364,0.154,1.16,7,0.95,9.1%,26.5%,27.6%,22.3%,12.9%,10.31,58.2%,6.6%,8.7%,45.3%,27.9%,12.5%,20.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Davis Schneider RHB,,+242,21,15,3.00,1,1,0.077,0.200,0.308,0.231,0.227,13.3%,33.3%,26.7%,14.3%,82.8,233.8,1,1,12.5%,12.5%,25.0%,25.0%,12.5%,71.3,21.4%,14.3%,3.6%,93.3%,50.0%,25.0%,-,25.0%,37.5%,37.5%,25.0%,7.1%
George Springer RHB,,+350,14,12,4.80,1,2,0.375,0.500,0.875,0.500,0.517,25.0%,13.6%,8.3%,5.0%,89.4,293.9,5,1,12.5%,12.5%,25.0%,37.5%,75.0%,71.8,15.8%,21.1%,5.3%,86.4%,37.5%,33.3%,37.5%,12.5%,25.0%,37.5%,37.5%,28.6%
Daulton Varsho LHB,,+620,23,18,4.00,0,1,0.333,0.333,0.611,0.278,0.401,-,28.6%,27.8%,13.7%,84.9,189.3,2,1,7.7%,-,30.8%,46.2%,38.5%,71.8,18.8%,25.0%,9.4%,91.4%,15.4%,0.0%,38.5%,30.8%,38.5%,30.8%,30.8%,36.8%
Nathan Lukes LHB,,+1100,1,14,3.20,0,0,0.143,0.143,0.143,-,0.127,-,33.3%,28.6%,17.4%,79.2,203.0,0,0,-,-,-,-,20.0%,66.5,12.5%,25.0%,-,72.7%,-,-,30.0%,50.0%,10.0%,40.0%,50.0%,38.5%
Vladimir Guerrero Jr. RHB,,+431,11,13,4.40,0,1,0.250,0.308,0.333,0.083,0.285,7.7%,16.7%,7.7%,6.2%,81.6,270.7,2,0,-,-,-,18.2%,27.3%,75.1,52.4%,23.8%,9.5%,87.5%,27.3%,0.0%,9.1%,54.5%,36.4%,27.3%,36.4%,31.6%
Ernie Clement RHB,,+354,26,13,3.00,0,0,-,0.077,-,-,0.050,7.7%,28.6%,30.8%,18.6%,80.7,234.0,4,0,-,-,37.5%,-,37.5%,67.0,3.8%,15.4%,-,96.3%,37.5%,0.0%,25.0%,-,37.5%,37.5%,25.0%,53.3%
Brandon Valenzuela SHB,—,N/A,33,11,4.40,0,0,0.250,0.364,0.375,0.125,0.314,18.2%,17.6%,9.1%,8.3%,86.7,293.9,2,1,-,-,12.5%,12.5%,75.0%,72.4,26.7%,33.3%,6.7%,88.2%,25.0%,0.0%,25.0%,50.0%,50.0%,12.5%,37.5%,50.0%
Andres Gimenez LHB,,+1020,16,11,3.20,0,0,0.300,0.364,0.400,0.100,0.343,-,30.4%,9.1%,17.1%,91.1,284.1,2,1,-,-,-,33.3%,22.2%,66.4,4.5%,31.8%,9.1%,95.7%,11.1%,0.0%,22.2%,55.6%,11.1%,55.6%,33.3%,31.2%
Myles Straw RHB,,+910,11,9,2.60,0,0,0.143,0.222,0.143,-,0.171,11.1%,15.0%,22.2%,7.0%,72.8,299.4,1,0,-,-,-,-,33.3%,67.8,-,11.1%,-,94.7%,16.7%,0.0%,16.7%,50.0%,33.3%,33.3%,33.3%,12.5%
Kazuma Okamoto RHB,,+331,6,8,4.20,0,0,-,0.125,-,-,0.081,12.5%,31.8%,37.5%,13.7%,90.2,261.2,0,0,-,-,-,-,-,70.5,20.0%,20.0%,-,95.2%,25.0%,0.0%,-,75.0%,50.0%,50.0%,-,28.6%
Alejandro Kirk RHB,,+579,4,7,3.40,0,0,-,-,-,-,-,-,47.4%,42.9%,27.3%,85.9,248.7,0,0,-,-,25.0%,50.0%,-,70.3,5.9%,11.8%,11.8%,89.5%,25.0%,0.0%,-,75.0%,50.0%,50.0%,-,16.7%
Jesus Sanchez LHB,—,N/A,6,6,3.80,0,0,0.167,0.167,0.167,-,0.148,-,21.4%,16.7%,11.1%,86.2,-,0,0,-,-,-,50.0%,-,71.8,16.7%,16.7%,16.7%,85.7%,-,-,-,100.0%,50.0%,25.0%,25.0%,50.0%
Luis Urias RHB,—,N/A,3,1,4.00,0,0,-,-,-,-,-,-,25.0%,100.0%,20.0%,-,-,0,0,-,-,-,-,-,68.5,-,-,-,100.0%,-,-,-,-,-,-,-,-
