Matchup,MIL @ STL
Pitcher,Kyle Harrison
Pitcher Team,MIL
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,50.0,204,0.219,0.276,0.375,0.156,1.06,7,1.26,5.4%,30.5%,31.4%,22.0%,14.7%,11.52,62.3%,7.7%,6.2%,37.5%,32.8%,16.7%,16.4%
vsLHB,16.2,63,0.180,0.210,0.279,0.098,0.78,1,0.54,3.2%,25.6%,31.7%,21.1%,12.3%,10.80,65.1%,9.3%,4.9%,29.3%,26.8%,9.1%,14.6%
vsRHB,33.1,141,0.237,0.306,0.420,0.183,1.20,6,1.62,6.4%,32.6%,31.2%,22.4%,15.8%,11.88,61.0%,7.0%,6.9%,41.4%,35.6%,19.4%,17.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nelson Velazquez RHB,,+594,17,9,3.20,1,1,0.111,0.111,0.444,0.333,0.233,-,32.1%,22.2%,19.1%,91.2,261.8,3,1,14.3%,-,-,42.9%,14.3%,74.9,57.7%,11.5%,3.8%,92.9%,71.4%,71.4%,20.0%,-,14.3%,14.3%,57.1%,28.6%,70.0%
JJ Wetherholt LHB,,+750,28,7,4.20,1,1,0.429,0.429,0.857,0.429,0.554,-,7.1%,28.6%,2.9%,97.5,250.7,1,1,20.0%,-,-,80.0%,60.0%,71.8,7.1%,28.6%,21.4%,100.0%,60.0%,40.0%,50.0%,20.0%,40.0%,-,60.0%,40.0%,27.3%
Masyn Winn RHB,,+930,12,11,4.00,0,0,0.250,0.364,0.375,0.125,0.314,18.2%,12.0%,-,6.1%,88.7,313.6,5,2,-,-,-,22.2%,66.7%,72.2,20.0%,24.0%,8.0%,100.0%,77.8%,22.2%,0.0%,55.6%,22.2%,11.1%,55.6%,33.3%,25.0%
Blaze Jordan RHB,,+1120,4,10,3.40,0,0,0.200,0.200,0.500,0.300,0.289,-,0.0%,-,-,90.8,298.2,4,2,-,-,10.0%,40.0%,10.0%,73.3,43.8%,43.8%,18.8%,94.1%,60.0%,40.0%,0.0%,20.0%,40.0%,20.0%,50.0%,30.0%,40.0%
Pedro Pages RHB,,+875,16,10,2.60,0,0,0.111,0.200,0.222,0.111,0.192,10.0%,28.6%,30.0%,13.8%,90.9,243.4,1,1,-,-,16.7%,66.7%,33.3%,71.9,23.1%,15.4%,7.7%,92.9%,66.6%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,20.0%
Ivan Herrera RHB,,+550,17,9,3.80,0,0,0.125,0.222,0.125,-,0.171,11.1%,31.2%,33.3%,11.4%,80.0,170.6,1,0,-,-,20.0%,-,20.0%,76.0,57.1%,7.1%,-,87.5%,40.0%,20.0%,0.0%,20.0%,-,20.0%,40.0%,40.0%,27.3%
Jordan Walker RHB,,+416,43,8,4.00,0,0,0.375,0.375,0.500,0.125,0.381,-,36.8%,25.0%,18.9%,106.3,271.5,2,0,-,-,-,100.0%,33.3%,78.4,81.2%,31.2%,31.2%,88.9%,66.7%,-,-,66.7%,33.3%,16.7%,83.3%,-,30.0%
Jose Fermin RHB,,+1180,14,7,3.60,0,0,0.333,0.429,0.333,-,0.347,14.3%,14.3%,14.3%,5.6%,80.2,222.0,1,0,-,-,20.0%,-,60.0%,70.0,8.3%,25.0%,-,85.7%,80.0%,-,-,80.0%,20.0%,20.0%,80.0%,-,12.5%
Alec Burleson LHB,,+760,18,6,3.20,0,0,0.167,0.167,0.167,-,0.148,-,15.4%,33.3%,11.1%,95.6,244.3,1,0,-,-,-,50.0%,-,72.5,18.2%,36.4%,9.1%,84.6%,25.0%,25.0%,0.0%,-,50.0%,25.0%,50.0%,25.0%,75.0%
Bryan Torres LHB,—,N/A,2,5,2.00,0,0,0.250,0.400,0.250,-,0.308,20.0%,0.0%,-,-,75.2,204.2,0,0,-,-,-,-,25.0%,64.0,-,9.1%,-,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,-,50.0%,50.0%,0.0%
Lars Nootbaar LHB,—,N/A,18,5,3.60,0,0,-,-,-,-,-,-,42.9%,60.0%,15.8%,89.3,284.3,0,0,-,-,-,50.0%,-,71.7,40.0%,20.0%,-,71.4%,100.0%,100.0%,0.0%,-,-,-,50.0%,50.0%,0.0%
Jimmy Crooks LHB,—,N/A,-,3,1.60,0,1,-,-,-,-,-,-,50.0%,66.7%,33.3%,103.9,402.1,1,1,100.0%,-,-,100.0%,100.0%,69.9,-,50.0%,50.0%,50.0%,100.0%,100.0%,0.0%,-,-,-,100.0%,-,50.0%
Nathan Church LHB,,+1280,14,1,3.80,0,0,-,-,-,-,-,-,21.1%,-,13.8%,98.6,338.2,1,0,-,-,-,100.0%,100.0%,66.6,-,6.2%,-,84.2%,100.0%,-,-,100.0%,-,-,100.0%,-,42.9%
