Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-09-04,Coors Field,STL @ COL,8:40,+27%,+26%,+22%,+39%,+0.61,+0.92,+2.36,+3.44,+21%,+30%,+16%,+33%,+0.48,+1.06,+1.73,+2.93,+6%,-4%,+6%,+6%,+0.13,-0.14,+0.63,+0.51
2026-09-04,Great American BP,MIL @ CIN,6:10,+24%,+0%,+4%,+16%,+0.53,+0.01,+0.41,+1.43,+15%,+1%,-1%,+10%,+0.34,+0.05,-0.09,+0.85,+8%,-1%,+5%,+7%,+0.18,-0.04,+0.50,+0.57
2026-09-04,Dodger Stadium,WAS @ LAD,10:10,+20%,-3%,-2%,+3%,+0.44,-0.11,-0.26,+0.29,+18%,-4%,-5%,+0%,+0.40,-0.13,-0.54,+0.04,+2%,+1%,+3%,+3%,+0.04,+0.02,+0.28,+0.25
2026-09-04,Kauffman Stadium,TOR @ KC,8:10,+16%,+4%,0%,+6%,+0.35,+0.14,-0.05,+0.55,+9%,+3%,-1%,+3%,+0.21,+0.09,-0.08,+0.26,+6%,+1%,+0%,+3%,+0.14,+0.05,+0.04,+0.29
2026-09-04,Progressive Field,DET @ CLE,2:10,+10%,+10%,-2%,+9%,+0.23,+0.35,-0.20,+0.77,-4%,+2%,-3%,-1%,-0.09,+0.07,-0.29,-0.07,+14%,+8%,+1%,+10%,+0.32,+0.27,+0.09,+0.84
2026-09-04,Rate Field,MIN @ CHW,7:40,+10%,-1%,+3%,+7%,+0.22,-0.04,+0.30,+0.59,-5%,-9%,+3%,-3%,-0.12,-0.31,+0.32,-0.25,+15%,+8%,0%,+10%,+0.35,+0.26,-0.02,+0.84
2026-09-04,Citizens Bank Park,ATL @ PHI,6:40,+9%,-2%,-3%,+2%,+0.21,-0.07,-0.33,+0.20,+13%,-3%,-2%,+4%,+0.30,-0.12,-0.20,+0.35,-4%,+1%,-1%,-2%,-0.09,+0.05,-0.13,-0.16
2026-09-04,Oriole Park,BOS @ BAL,7:05,+5%,+15%,+4%,+10%,+0.11,+0.52,+0.48,+0.89,-4%,+8%,+6%,+5%,-0.09,+0.28,+0.66,+0.42,+9%,+7%,-2%,+5%,+0.20,+0.24,-0.18,+0.47
2026-09-04,Daikin Park,ARI @ HOU,8:10,+5%,-12%,-4%,-5%,+0.11,-0.42,-0.41,-0.44,+5%,-13%,-4%,-5%,+0.12,-0.44,-0.44,-0.47,0%,+0%,+0%,+0%,-0.01,+0.02,+0.03,+0.02
2026-09-04,Progressive Field,DET @ CLE,7:15,+4%,+9%,-3%,+5%,+0.09,+0.32,-0.33,+0.44,-5%,+3%,-3%,-1%,-0.12,+0.11,-0.33,-0.11,+9%,+6%,+0%,+6%,+0.21,+0.21,+0.01,+0.55
2026-09-04,Citi Field,SF  @ NYM,7:10,+3%,-25%,-4%,-8%,+0.07,-0.88,-0.37,-0.73,-1%,-18%,-5%,-8%,-0.03,-0.64,-0.48,-0.68,+4%,-7%,+1%,-1%,+0.10,-0.24,+0.11,-0.05
2026-09-04,Petco Park,NYY @ SD,9:40,+1%,-13%,-6%,-7%,+0.02,-0.46,-0.62,-0.62,-5%,-11%,-4%,-7%,-0.12,-0.40,-0.46,-0.66,+6%,-2%,-1%,+0%,+0.14,-0.06,-0.16,+0.04
2026-09-04,PNC Park,LAA @ PIT,6:45,-1%,+18%,-4%,+4%,-0.03,+0.62,-0.45,+0.39,-15%,+11%,+0%,0%,-0.33,+0.40,+0.03,-0.03,+13%,+6%,-5%,+5%,+0.30,+0.22,-0.48,+0.42
2026-09-04,T-Mobile Park,ATH @ SEA,10:10,-5%,-19%,-6%,-12%,-0.11,-0.65,-0.67,-1.05,+1%,-15%,-6%,-8%,+0.02,-0.53,-0.67,-0.72,-6%,-3%,+0%,-4%,-0.13,-0.12,+0.00,-0.33
2026-09-04,Globe Life Field,TB  @ TEX,8:05,-10%,-7%,-2%,-8%,-0.23,-0.26,-0.19,-0.66,-10%,-8%,-2%,-7%,-0.23,-0.27,-0.17,-0.66,0%,+0%,0%,0%,0.00,+0.00,-0.02,-0.01
2026-09-04,LoanDepot Park,CHC @ MIA,7:10,-14%,+3%,-2%,-5%,-0.31,+0.09,-0.26,-0.48,-13%,+2%,-1%,-5%,-0.30,+0.08,-0.16,-0.43,0%,+0%,-1%,-1%,-0.01,+0.01,-0.10,-0.05
