Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Tyrone Taylor,RHB,CHC,Emerson Hancock,R,45.9,43.7,37,52.8,44.2
Jake Burger,RHB,TEX,Reid Detmers,L,51.4,32,32,56.6,40.1
Bryce Eldridge,LHB,SF,Sonny Gray,R,33.9,34.1,24.7,63.3,38.6
Gabriel Arias,RHB,CHC,Emerson Hancock,R,55.2,32.9,33.6,40.8,37.3
Owen Caissie,LHB,MIA,Brad Lord,R,62.3,34.3,13.9,47.2,34.2
Jesus Sanchez,LHB,TOR,Cam Schlittler,R,21.1,45.4,26.9,31.8,34
Seiya Suzuki,RHB,CHC,Emerson Hancock,R,45,29.6,29.9,40.8,34
Derek Hill,RHB,PHI,Hunter Dobbins,R,25.3,24,33.5,50,33.5
Brady House,RHB,WSH,Ryan Gusto,R,49.2,23.8,30.5,43.1,33.2
Alejandro Kirk,RHB,TOR,Cam Schlittler,R,29.1,29.5,36.9,32.6,32.5
Lawrence Butler,LHB,ATH,Hayden Wesneski,R,28.6,34.4,14.6,52,32.3
Austin Riley,RHB,ATL,Jacob Misiorowski,R,36.4,38.1,24.6,30.6,32
Fernando Tatis Jr.,RHB,SD,Connor Prielipp,L,19.4,30.8,16.8,56.2,31.8
Munetaka Murakami,LHB,CWS,Sean Manaea,L,32.9,31.4,31.1,31.4,31.5
Yandy Diaz,RHB,TB,Trevor Rogers,L,10.1,39.7,13.6,50.1,31.5
Drake Baldwin,LHB,ATL,Jacob Misiorowski,R,39.7,24,41.1,26.6,31.4
Max Muncy,LHB,LAD,Bubba Chandler,R,33.4,24.6,28.5,42.9,31.2
Luis Rengifo,SHB,SD,Connor Prielipp,L,29.6,33.6,11.3,52.5,31.2
Nathaniel Lowe,LHB,CLE,Tanner Gordon,R,38.5,28.6,22,42.1,31
Francisco Lindor,SHB,NYM,Sean Burke,R,32.6,30,19,45,30.7
Pete Crow-Armstrong,LHB,CHC,Emerson Hancock,R,35.3,25.4,16.6,53.2,30.7
Esmerlyn Valdez,RHB,PIT,Yoshinobu Yamamoto,R,34.6,36,18.8,35.5,30.6
Kyle Schwarber,LHB,PHI,Hunter Dobbins,R,30.8,33.7,20.1,38.9,30.6
William Contreras,RHB,MIL,Chris Sale,L,29.5,28.8,32.7,30.5,30.5
Daylen Lile,LHB,WSH,Ryan Gusto,R,20.4,26.6,22.4,48.8,30.3
Jose Siri,RHB,LAA,MacKenzie Gore,L,6.5,41.4,18.2,38.3,30.2
Max Schuemann,RHB,NYY,Mason Fluharty,L,43.3,31.1,7.8,49.5,29.9
Jose Tena,LHB,WSH,Ryan Gusto,R,30.6,23.4,33.9,33.1,29.7
Mickey Gasper,SHB,BOS,Logan Webb,R,24.2,22.8,33.6,36.3,29.6
Willi Castro,SHB,COL,Joey Cantillo,L,28,22.7,22.9,47.5,29.5
Ryan Vilade,RHB,TB,Trevor Rogers,L,37.7,31.2,17.1,38.5,29.4
Eugenio Suarez,RHB,CIN,Eduardo Rodriguez,L,51.8,8.6,34.7,42.7,29.3
Randal Grichuk,RHB,CWS,Sean Manaea,L,28.2,38.9,11.4,37.2,29.2
Jose Ramirez,SHB,CLE,Tanner Gordon,R,34.3,32.5,20.8,32.8,29.2
Junior Caminero,RHB,TB,Trevor Rogers,L,12.2,28.4,23.9,43.4,29.2
Denzer Guzman,RHB,LAA,MacKenzie Gore,L,9.3,31.5,31.5,30.2,29
Heriberto Hernandez,RHB,MIA,Brad Lord,R,40.5,23.1,27.7,34,28.9
Francisco Alvarez,RHB,NYM,Sean Burke,R,40.8,26.7,17.8,39.5,28.6
Ozzie Albies,SHB,ATL,Jacob Misiorowski,R,23.4,20.3,35.7,33.5,28.5
Jo Adell,RHB,CLE,Tanner Gordon,R,26.4,39,13.8,30.9,28.2
Abimelec Ortiz,LHB,WSH,Ryan Gusto,R,32.2,25.9,17.9,41.9,28.1
Spencer Torkelson,RHB,DET,Noah Cameron,L,33.5,28.9,14.7,41,28.1
Willson Contreras,RHB,BOS,Logan Webb,R,27.7,27.7,16.3,42,27.9
Oneil Cruz,LHB,PIT,Yoshinobu Yamamoto,R,33.8,28.9,18.4,35.7,27.9
Adley Rutschman,SHB,BOS,Logan Webb,R,16.8,31,21.9,35.4,27.9
Jac Caglianone,LHB,KC,Troy Melton,R,25.7,23.9,16.6,47.3,27.7
Yordan Alvarez,LHB,HOU,J.T. Ginn,R,30.3,30.2,15.2,37.8,27.6
Yainer Diaz,RHB,HOU,J.T. Ginn,R,17.6,22.1,25.9,41,27.5
Michael Conforto,LHB,CHC,Emerson Hancock,R,28.2,22,15,49.8,27.5
George Springer,RHB,TOR,Cam Schlittler,R,30.2,25.3,27.9,27.7,27.2
Jared Young,LHB,NYM,Sean Burke,R,46.5,20,18.5,39.9,27.2
CJ Abrams,LHB,WSH,Ryan Gusto,R,20.4,22.7,17.3,46.9,26.9
Dylan Crews,RHB,WSH,Ryan Gusto,R,43.1,30.7,19.4,24.2,26.9
Gabriel Moreno,RHB,ARI,Nick Lodolo,L,17,20,20,48.7,26.9
Matt Olson,LHB,ATL,Jacob Misiorowski,R,13.6,26.1,24.7,35.1,26.7
Otto Lopez,RHB,MIA,Brad Lord,R,48.4,21,16.4,37.7,26.5
Andy Pages,RHB,LAD,Bubba Chandler,R,27.9,22.8,37.9,16.8,26.3
Everson Pereira,RHB,STL,Jesus Luzardo,L,40.5,10.5,10.5,61.1,26.2
Luis Torrens,RHB,NYM,Sean Burke,R,42.7,18.5,10.8,48,26
Zach Neto,RHB,LAA,MacKenzie Gore,L,39.5,21.2,18.2,36.4,25.9
Elias Diaz,RHB,TEX,Reid Detmers,L,22.5,27.5,9,44.6,25.7
Alex Bregman,RHB,CHC,Emerson Hancock,R,37.4,11.4,23.3,43.9,25.7
Randy Arozarena,RHB,SEA,Matthew Boyd,L,40.8,23.6,12.5,38.3,25.7
Teoscar Hernandez,RHB,LAD,Bubba Chandler,R,57.8,22.3,25,17.3,25.4
Jorge Barrosa,SHB,ARI,Nick Lodolo,L,21,32.9,23.4,18.1,25.2
Salvador Perez,RHB,KC,Troy Melton,R,43.7,8.1,20.6,47,25.1
Ivan Herrera,RHB,STL,Jesus Luzardo,L,15.6,35.3,8.5,34.6,25.1
Cole Carrigg,SHB,COL,Joey Cantillo,L,9.4,32.2,,51.1,25
Griffin Conine,LHB,MIA,Brad Lord,R,36,16.9,19.3,38.6,25
Dillon Dingler,RHB,DET,Noah Cameron,L,17.9,20.2,27.3,30.4,24.6
Jeff McNeil,LHB,ATH,Hayden Wesneski,R,25.8,22,19.1,34.1,24.5
Petey Halpin,LHB,CLE,Tanner Gordon,R,28.4,20.6,24.3,28.6,24.5
Michael Massey,LHB,KC,Troy Melton,R,26.2,16,22.8,37.3,24.4
Jase Bowen,RHB,SD,Connor Prielipp,L,19.3,31,19.4,22.9,24.3
Edmundo Sosa,RHB,PHI,Hunter Dobbins,R,14.3,26.6,21,28.7,24.2
