Matchup,TEX @ CLE
Pitcher,Parker Messick
Pitcher Team,CLE
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.2,237,0.223,0.292,0.405,0.181,1.16,8,1.25,8.0%,29.6%,26.6%,23.1%,14.2%,9.83,56.8%,6.3%,8.4%,40.0%,25.2%,20.5%,23.2%
vsLHB,14.1,64,0.271,0.347,0.492,0.220,1.47,2,1.26,7.8%,32.8%,26.6%,21.2%,15.5%,10.67,64.1%,8.0%,7.1%,40.5%,31.0%,15.4%,26.2%
vsRHB,43.1,173,0.205,0.271,0.372,0.167,1.06,6,1.25,8.1%,28.5%,26.6%,23.8%,13.7%,9.55,54.1%,5.7%,8.8%,39.8%,23.0%,23.1%,22.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Higashioka RHB,,+650,11,13,4.00,2,3,0.364,0.462,1.000,0.636,0.589,15.4%,14.3%,15.4%,5.7%,87.6,304.8,3,2,22.2%,22.2%,44.4%,44.4%,33.3%,71.2,10.5%,31.6%,15.8%,95.0%,55.5%,33.3%,66.7%,22.2%,33.3%,66.7%,11.1%,22.2%,0.0%
Elias Diaz RHB,—,N/A,22,17,3.80,1,1,0.118,0.118,0.353,0.235,0.198,-,30.0%,23.5%,20.0%,82.0,260.9,2,1,7.7%,7.7%,15.4%,15.4%,15.4%,75.2,57.6%,12.1%,6.1%,86.8%,30.8%,30.8%,25.0%,-,61.5%,53.8%,23.1%,23.1%,43.8%
Justin Foscue RHB,,+700,22,15,1.80,1,1,0.308,0.400,0.538,0.231,0.405,13.3%,20.7%,20.0%,9.8%,90.9,223.6,2,2,20.0%,20.0%,40.0%,50.0%,30.0%,71.6,16.7%,20.8%,16.7%,88.9%,40.0%,20.0%,50.0%,20.0%,40.0%,50.0%,30.0%,20.0%,35.3%
Corey Seager LHB,,+421,7,14,4.80,1,1,0.083,0.214,0.333,0.250,0.243,14.3%,29.6%,21.4%,17.4%,93.7,311.2,2,1,11.1%,-,-,77.8%,22.2%,72.1,12.0%,28.0%,24.0%,92.6%,33.3%,33.3%,33.3%,-,66.7%,55.6%,-,44.4%,60.0%
Ezequiel Duran RHB,,+850,9,19,3.60,0,0,0.312,0.421,0.375,0.062,0.357,15.8%,17.6%,21.1%,9.0%,93.5,207.6,1,0,-,-,25.0%,41.7%,41.7%,72.1,17.4%,17.4%,8.7%,93.9%,50.0%,-,-,50.0%,50.0%,50.0%,41.7%,8.3%,50.0%
Jake Burger RHB,,+551,27,18,4.00,0,2,0.286,0.389,0.429,0.143,0.352,11.1%,31.6%,27.8%,14.5%,83.6,253.7,4,2,-,-,40.0%,20.0%,20.0%,76.3,58.8%,8.8%,2.9%,91.9%,50.0%,50.0%,0.0%,-,30.0%,60.0%,30.0%,10.0%,26.3%
Josh Jung RHB,,+680,14,16,4.80,0,0,0.308,0.438,0.308,-,0.349,12.5%,23.1%,18.8%,8.5%,94.9,281.0,3,1,-,-,-,80.0%,40.0%,69.6,8.7%,39.1%,13.0%,92.0%,60.0%,20.0%,0.0%,40.0%,40.0%,30.0%,40.0%,30.0%,12.5%
Brandon Nimmo LHB,,+600,11,13,4.60,0,0,0.250,0.308,0.417,0.167,0.314,7.7%,13.8%,15.4%,8.3%,88.5,299.7,3,2,10.0%,-,10.0%,40.0%,50.0%,71.8,18.5%,18.5%,7.4%,96.4%,70.0%,50.0%,0.0%,20.0%,30.0%,30.0%,40.0%,30.0%,64.3%
Alejandro Osuna LHB,,+686,6,11,4.00,0,0,0.300,0.364,0.300,-,0.308,-,13.3%,18.2%,5.9%,79.9,268.8,1,0,-,-,-,14.3%,14.3%,70.0,8.3%,33.3%,-,85.7%,28.6%,14.3%,0.0%,14.3%,57.1%,14.3%,57.1%,28.6%,25.0%
Evan Carter LHB,,+960,8,9,3.20,0,0,0.125,0.222,0.125,-,0.171,11.1%,36.4%,33.3%,17.4%,73.2,254.8,0,0,-,-,20.0%,20.0%,20.0%,70.4,16.7%,-,-,66.7%,40.0%,40.0%,0.0%,-,40.0%,40.0%,40.0%,20.0%,33.3%
Joc Pederson LHB,—,N/A,18,8,4.60,0,1,0.333,0.500,1.000,0.667,0.576,12.5%,13.3%,25.0%,5.3%,100.6,286.0,1,1,25.0%,-,25.0%,100.0%,50.0%,71.7,16.7%,33.3%,33.3%,80.0%,75.0%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,11.1%
Nicky Lopez LHB,,+2500,2,8,3.40,0,0,0.375,0.375,0.375,-,0.334,-,11.8%,12.5%,5.9%,61.6,168.2,0,0,-,-,14.3%,14.3%,14.3%,65.5,-,14.3%,-,93.3%,-,-,-,-,57.1%,14.3%,71.4%,14.3%,45.5%
Jarred Kelenic LHB,—,N/A,-,6,2.40,0,0,0.200,0.333,0.200,-,0.256,16.7%,14.3%,16.7%,5.3%,95.9,266.8,0,0,-,-,-,50.0%,50.0%,76.1,40.0%,40.0%,40.0%,71.4%,75.0%,25.0%,0.0%,50.0%,25.0%,-,75.0%,25.0%,25.0%
