Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-07-30 00:00:00,Sutter Health Park,BOS @ ATH,9:40,+31%,+19%,+5%,+25%,+0.70,+0.65,+0.54,+2.16,+33%,+14%,+2%,+20%,+0.74,+0.47,+0.16,+1.79,-2%,+5%,+4%,+4%,-0.04,+0.17,+0.38,+0.37
2026-07-30 00:00:00,Great American BP,PIT @ CIN,7:10,+20%,+2%,-2%,+11%,+0.45,+0.06,-0.25,+0.92,+14%,+1%,-1%,+9%,+0.32,+0.04,-0.10,+0.79,+6%,+1%,-1%,+2%,+0.13,+0.02,-0.15,+0.13
2026-07-30 00:00:00,Truist Park,WAS @ ATL,7:15,+8%,-8%,+7%,+4%,+0.19,-0.28,+0.70,+0.39,-1%,-7%,+1%,-3%,-0.03,-0.23,+0.11,-0.28,+10%,-1%,+5%,+8%,+0.22,-0.05,+0.58,+0.67
2026-07-30 00:00:00,Dodger Stadium,SEA @ LAD,10:10,+18%,+1%,-6%,+2%,+0.40,+0.04,-0.66,+0.14,+16%,-3%,-5%,0%,+0.35,-0.10,-0.57,-0.02,+2%,+4%,-1%,+2%,+0.04,+0.14,-0.08,+0.17
2026-07-30 00:00:00,Rate Field,NYY @ CHW,2:10,-13%,-6%,+8%,-1%,-0.29,-0.21,+0.80,-0.12,-5%,-8%,+3%,-3%,-0.12,-0.29,+0.30,-0.24,-8%,+2%,+5%,+1%,-0.18,+0.08,+0.51,+0.12
2026-07-30 00:00:00,Target Field,KC  @ MIN,1:40,-8%,+1%,-4%,-5%,-0.17,+0.02,-0.42,-0.44,-6%,+2%,+2%,+0%,-0.15,+0.06,+0.19,+0.03,-1%,-1%,-6%,-5%,-0.02,-0.04,-0.61,-0.47
2026-07-30 00:00:00,Petco Park,SF  @ SD,9:40,-1%,-10%,-5%,-6%,-0.03,-0.34,-0.49,-0.49,-4%,-11%,-5%,-7%,-0.10,-0.39,-0.48,-0.64,+3%,+1%,0%,+2%,+0.07,+0.05,-0.01,+0.15
2026-07-30 00:00:00,Tropicana Field,TEX @ TB,12:10,-3%,-6%,-8%,-6%,-0.08,-0.22,-0.83,-0.52,-4%,-6%,-8%,-6%,-0.10,-0.21,-0.81,-0.53,+1%,0%,0%,+0%,+0.02,-0.01,-0.01,+0.01
2026-07-30 00:00:00,Busch Stadium,CHC @ STL,2:15,-15%,-3%,+4%,-7%,-0.34,-0.10,+0.44,-0.65,-10%,-5%,+4%,-7%,-0.23,-0.19,+0.42,-0.59,-5%,+3%,+0%,-1%,-0.11,+0.09,+0.02,-0.07
2026-07-30 00:00:00,Citi Field,MIA @ NYM,7:10,-3%,-19%,-6%,-10%,-0.07,-0.65,-0.64,-0.84,-2%,-19%,-4%,-8%,-0.04,-0.65,-0.47,-0.70,-1%,+0%,-2%,-2%,-0.03,+0.00,-0.17,-0.13
