Matchup,CWS @ CLE
Pitcher,Davis Martin
Pitcher Team,CWS
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,234,0.252,0.300,0.374,0.121,1.25,4,0.64,6.8%,29.3%,24.4%,21.0%,14.5%,9.16,59.8%,6.9%,5.7%,41.5%,20.1%,12.5%,18.2%
vsLHB,33.1,137,0.232,0.281,0.344,0.112,1.20,2,0.54,8.0%,25.7%,24.1%,18.8%,12.5%,8.91,57.7%,7.7%,5.4%,40.9%,21.5%,10.0%,19.4%
vsRHB,22.2,97,0.281,0.326,0.416,0.135,1.32,2,0.79,5.2%,34.6%,24.7%,25.0%,17.8%,9.53,62.9%,5.7%,6.1%,42.4%,18.2%,16.7%,16.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Manzardo LHB,,+420,32,22,3.00,2,2,0.333,0.364,0.619,0.286,0.423,4.5%,28.6%,31.8%,14.8%,90.4,286.4,4,3,21.4%,7.1%,7.1%,57.1%,42.9%,68.9,-,29.7%,10.8%,90.2%,64.3%,35.7%,20.0%,28.6%,28.6%,28.6%,57.1%,14.3%,36.4%
Kahlil Watson LHB,,+630,15,20,3.40,1,2,0.350,0.350,0.550,0.200,0.391,-,35.5%,25.0%,17.7%,89.4,303.4,3,3,13.3%,6.7%,6.7%,40.0%,26.7%,73.1,24.1%,34.5%,17.2%,93.5%,33.3%,20.0%,33.3%,13.3%,53.3%,26.7%,40.0%,33.3%,22.2%
Travis Bazzana LHB,,+598,28,20,4.40,1,1,0.312,0.400,0.500,0.188,0.380,15.0%,30.0%,20.0%,13.6%,87.3,260.7,4,1,7.7%,7.7%,23.1%,38.5%,23.1%,69.3,8.3%,22.2%,11.1%,94.7%,46.2%,30.8%,25.0%,15.4%,46.2%,53.8%,30.8%,15.4%,31.8%
Austin Hedges RHB,—,N/A,13,18,3.00,1,2,0.500,0.556,0.750,0.250,0.560,5.6%,0.0%,16.7%,-,87.8,238.1,2,2,15.4%,15.4%,30.8%,23.1%,61.5%,68.5,19.0%,33.3%,14.3%,100.0%,77.0%,30.8%,25.0%,46.2%,15.4%,46.2%,30.8%,23.1%,35.3%
Rhys Hoskins RHB,—,N/A,23,17,3.00,1,1,0.267,0.353,0.467,0.200,0.357,11.8%,23.1%,17.6%,8.7%,87.0,225.1,3,2,8.3%,8.3%,25.0%,41.7%,33.3%,71.1,16.7%,33.3%,12.5%,92.3%,50.0%,16.7%,50.0%,33.3%,16.7%,41.7%,50.0%,8.3%,23.8%
Brayan Rocchio SHB,,+1100,11,22,3.80,0,0,0.333,0.364,0.429,0.095,0.347,4.5%,23.1%,4.5%,14.8%,85.6,222.2,1,0,-,-,26.3%,31.6%,36.8%,70.4,9.1%,22.7%,4.5%,88.0%,73.7%,21.1%,0.0%,52.6%,26.3%,47.4%,26.3%,26.3%,61.9%
Chase DeLauter LHB,,+540,26,21,3.80,0,1,0.250,0.286,0.300,0.050,0.261,4.8%,13.6%,19.0%,5.9%,94.4,239.1,4,1,6.2%,6.2%,31.2%,50.0%,25.0%,72.7,31.7%,26.8%,12.2%,93.2%,62.4%,31.2%,0.0%,31.2%,18.8%,31.2%,43.8%,25.0%,17.4%
Steven Kwan LHB,,+1520,11,19,3.60,0,0,0.412,0.474,0.471,0.059,0.416,10.5%,6.7%,-,2.4%,80.1,220.7,2,0,-,-,-,5.9%,35.3%,61.5,-,43.5%,-,85.2%,64.7%,29.4%,0.0%,35.3%,23.5%,11.8%,52.9%,35.3%,0.0%
Daniel Schneemann LHB,—,N/A,20,18,2.60,0,0,0.278,0.278,0.333,0.056,0.268,-,30.8%,22.2%,18.5%,93.4,277.7,1,1,14.3%,7.1%,14.3%,50.0%,28.6%,70.9,8.8%,29.4%,20.6%,87.2%,35.7%,21.4%,0.0%,14.3%,64.3%,71.4%,14.3%,14.3%,52.6%
Patrick Bailey SHB,,+920,14,16,3.00,0,0,0.200,0.250,0.200,-,0.207,6.2%,26.8%,25.0%,14.9%,85.8,285.2,1,1,-,-,9.1%,36.4%,27.3%,72.9,39.4%,18.2%,9.1%,80.5%,45.5%,18.2%,0.0%,27.3%,45.5%,27.3%,45.5%,27.3%,55.0%
