Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jonatan Clase","TOR","Drew Rasmussen","TB","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Brayan Rocchio","CLE","Kendry Rojas","MIN","4","0.750","1.00","0.50","1.25","1","2","0","0","2","2","5","25.0","0.750","0"
"Shohei Ohtani","LAD","Zack Wheeler","PHI","6","0.667","1.00","0.50","1.17","3","0","0","1","1","1","7","33.3","0.778","3"
"Andres Gimenez","TOR","Drew Rasmussen","TB","5","0.600","1.00","0.60","1.20","2","0","0","1","1","4","6","40.0","0.600","0"
"Ryan O'Hearn","PIT","Will Warren","NYY","5","0.600","0.67","0.60","1.20","2","0","0","1","1","4","6","20.0","0.600","0"
"Chandler Simpson","TB","Kevin Gausman","TOR","12","0.583","0.64","0.17","0.75","5","2","0","0","2","1","9","8.3","0.583","0"
"Brandon Lowe","PIT","Will Warren","NYY","7","0.571","0.80","0.14","0.71","3","1","0","0","1","3","5","28.6","0.571","0"
"Geraldo Perdomo","ARI","Jack Perkins","ATH","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Bryan Reynolds","PIT","Will Warren","NYY","2","0.500","1.00","0.50","1.00","0","1","0","0","1","2","2","50.0","0.500","0"
"Chase DeLauter","CLE","Kendry Rojas","MIN","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.500","0"
"Nolan Schanuel","LAA","Matthew Liberatore","STL","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.500","0"
"Kyle Schwarber","PHI","Justin Wrobleski","LAD","4","0.500","0.50","0.75","1.25","1","0","0","1","1","1","5","25.0","0.500","0"
"Willson Contreras","BOS","Kyle Bradish","BAL","4","0.500","0.00","1.50","2.00","0","0","0","2","2","3","8","0.0","0.667","2"
