Matchup,ATH @ BOS
Pitcher,Gage Jump
Pitcher Team,ATH
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.2,288,0.268,0.337,0.420,0.152,1.47,7,0.94,10.8%,25.1%,25.3%,20.3%,12.0%,9.85,60.9%,8.1%,5.5%,41.4%,26.0%,14.9%,14.9%
vsLHB,17.2,78,0.277,0.338,0.385,0.108,1.53,2,1.02,11.5%,24.3%,23.1%,19.6%,11.4%,9.17,65.4%,8.8%,4.0%,34.0%,30.0%,13.3%,18.0%
vsRHB,48.1,210,0.265,0.337,0.432,0.168,1.47,5,0.93,10.5%,25.4%,26.2%,20.5%,12.2%,10.24,59.2%,7.8%,6.1%,44.3%,24.4%,15.6%,13.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willson Contreras RHB,,+264,49,3.40,10,2,2,92.4,330.4,3,2,20.0%,10.0%,20.0%,40.0%,30.0%,80.4,100.0%,31.2%,25.0%,100.0%,60.0%,50.0%,40.0%,10.0%,40.0%,60.0%,30.0%,10.0%,30.0%
Ceddanne Rafaela RHB,,+600,17,5.00,10,2,2,89.0,267.7,3,2,10.0%,10.0%,30.0%,50.0%,20.0%,69.8,21.4%,42.9%,28.6%,93.3%,40.0%,40.0%,50.0%,-,40.0%,40.0%,30.0%,30.0%,37.5%
Connor Wong RHB,,+700,23,3.60,10,1,1,87.3,237.7,2,1,10.0%,10.0%,30.0%,40.0%,30.0%,74.5,60.0%,40.0%,13.3%,93.8%,50.0%,30.0%,33.3%,20.0%,40.0%,40.0%,40.0%,20.0%,50.0%
Andruw Monasterio RHB,,+560,28,4.60,10,1,1,92.7,300.5,4,1,10.0%,10.0%,20.0%,40.0%,50.0%,71.2,6.7%,53.3%,20.0%,100.0%,80.0%,40.0%,25.0%,40.0%,20.0%,30.0%,40.0%,30.0%,33.3%
Jahmai Jones RHB,,+430,29,1.80,10,1,1,85.3,225.2,1,1,-,-,30.0%,40.0%,20.0%,71.5,18.2%,36.4%,18.2%,91.7%,30.0%,10.0%,100.0%,20.0%,50.0%,40.0%,30.0%,30.0%,44.4%
Wilyer Abreu LHB,,+520,22,4.80,10,1,1,90.8,283.3,5,2,10.0%,10.0%,20.0%,40.0%,30.0%,72.6,21.1%,31.6%,10.5%,90.5%,70.0%,60.0%,16.7%,10.0%,10.0%,20.0%,30.0%,50.0%,25.0%
Jake Rogers RHB,—,N/A,7,2.40,9,1,2,96.1,330.0,6,4,-,-,33.3%,55.6%,33.3%,71.1,7.7%,69.2%,15.4%,92.9%,88.9%,66.7%,16.7%,22.2%,11.1%,44.4%,44.4%,11.1%,50.0%
Eli White RHB,,+600,21,1.60,10,0,0,88.1,251.8,0,0,-,-,-,30.0%,10.0%,72.5,23.5%,29.4%,11.8%,94.4%,30.0%,20.0%,0.0%,10.0%,70.0%,50.0%,30.0%,20.0%,66.7%
Anthony Seigler SHB,—,N/A,15,3.00,10,0,1,86.8,310.1,3,2,10.0%,-,-,20.0%,30.0%,66.9,-,61.5%,-,92.9%,70.0%,60.0%,0.0%,10.0%,30.0%,30.0%,40.0%,30.0%,50.0%
Adley Rutschman SHB,—,N/A,21,4.20,10,0,0,83.9,223.2,0,0,-,-,30.0%,20.0%,50.0%,68.5,-,42.9%,14.3%,100.0%,60.0%,10.0%,0.0%,50.0%,40.0%,60.0%,30.0%,10.0%,16.7%
Nick Sogard SHB,,+1120,4,5.20,10,0,0,80.0,196.0,0,0,-,-,-,10.0%,20.0%,69.6,5.0%,10.0%,5.0%,100.0%,20.0%,10.0%,0.0%,10.0%,60.0%,50.0%,30.0%,20.0%,20.0%
Jarren Duran LHB,,+630,18,4.60,10,0,0,82.1,223.0,1,0,-,-,-,30.0%,40.0%,74.5,55.6%,44.4%,22.2%,81.8%,40.0%,-,-,40.0%,50.0%,30.0%,50.0%,20.0%,44.4%
Caleb Durbin RHB,,+810,30,5.00,10,0,0,82.1,215.7,3,1,-,-,30.0%,20.0%,50.0%,69.6,-,35.7%,7.1%,82.4%,70.0%,30.0%,0.0%,40.0%,10.0%,40.0%,40.0%,20.0%,44.4%
Masataka Yoshida LHB,—,N/A,10,4.40,6,0,0,93.0,216.5,0,0,-,-,16.7%,66.7%,66.7%,69.7,-,41.7%,16.7%,100.0%,66.7%,-,-,66.7%,33.3%,16.7%,66.7%,16.7%,50.0%
