Matchup,ATH @ DET
Pitcher,Tarik Skubal
Pitcher Team,DET
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.2,232,0.223,0.282,0.400,0.177,0.94,9,1.34,3.4%,29.8%,29.7%,22.9%,15.8%,10.24,68.7%,7.6%,7.9%,39.5%,23.0%,22.9%,19.7%
vsLHB,12.1,56,0.333,0.386,0.556,0.222,1.62,3,2.19,3.6%,24.5%,26.8%,23.4%,13.6%,10.95,82.5%,12.0%,7.7%,51.3%,12.8%,60.0%,20.5%
vsRHB,48.1,176,0.187,0.249,0.349,0.163,0.77,6,1.12,3.4%,31.3%,30.7%,22.8%,16.4%,10.06,64.2%,6.4%,8.0%,35.4%,26.5%,16.7%,19.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
4 Jonah Heim SHB,,+680,19,24,3.80,2,4,0.238,0.292,0.571,0.333,0.356,8.3%,31.2%,20.8%,18.5%,89.9,332.0,6,3,11.8%,-,-,29.4%,29.4%,70.9,17.9%,28.2%,10.3%,88.6%,64.7%,58.8%,20.0%,5.9%,35.3%,23.5%,47.1%,29.4%,52.6%
1 Zack Gelof RHB,,+600,18,14,4.00,2,2,0.357,0.357,0.929,0.571,0.545,-,25.0%,35.7%,10.3%,94.3,286.1,4,3,22.2%,11.1%,33.3%,66.7%,44.4%,73.2,42.9%,28.6%,14.3%,100.0%,88.9%,55.6%,40.0%,33.3%,11.1%,44.4%,22.2%,33.3%,21.4%
3 Shea Langeliers RHB,,+394,23,23,4.00,1,2,0.300,0.391,0.450,0.150,0.369,13.0%,27.0%,26.1%,12.7%,90.6,288.6,3,2,14.3%,7.1%,21.4%,57.1%,28.6%,75.5,48.6%,25.7%,14.3%,94.6%,42.9%,28.6%,0.0%,14.3%,50.0%,57.1%,35.7%,7.1%,35.0%
6 Colby Thomas RHB,,+650,14,21,3.40,1,1,0.238,0.238,0.429,0.190,0.288,-,27.9%,23.8%,17.9%,88.3,258.4,4,1,6.2%,-,18.8%,25.0%,25.0%,75.6,50.0%,15.8%,10.5%,88.4%,56.2%,31.2%,20.0%,25.0%,25.0%,31.2%,37.5%,31.2%,45.0%
5 Jacob Wilson RHB,,+1200,9,14,4.20,1,1,0.167,0.286,0.417,0.250,0.306,14.3%,13.6%,-,8.1%,86.3,320.6,3,3,-,-,8.3%,33.3%,41.7%,64.1,-,36.8%,10.5%,100.0%,58.4%,41.7%,20.0%,16.7%,41.7%,33.3%,33.3%,33.3%,53.3%
9 Henry Bolte RHB,,+930,27,20,4.00,0,0,0.211,0.250,0.211,-,0.210,5.0%,26.2%,35.0%,12.8%,91.9,227.0,1,1,8.3%,-,-,50.0%,33.3%,77.5,77.8%,19.4%,16.7%,85.7%,25.0%,8.3%,0.0%,16.7%,75.0%,25.0%,58.3%,16.7%,28.6%
8 Max Muncy RHB,,+750,13,18,4.00,0,0,0.286,0.444,0.286,-,0.342,22.2%,30.8%,33.3%,15.0%,81.9,169.5,0,0,-,-,12.5%,12.5%,25.0%,73.6,36.1%,11.1%,2.8%,92.3%,37.5%,12.5%,0.0%,25.0%,50.0%,50.0%,12.5%,37.5%,38.5%
2 Nick Kurtz LHB,,+450,36,11,4.20,0,0,0.200,0.273,0.200,-,0.221,9.1%,47.8%,36.4%,23.4%,98.9,262.8,2,0,16.7%,-,33.3%,83.3%,50.0%,79.4,84.2%,26.3%,26.3%,86.4%,83.4%,16.7%,0.0%,66.7%,16.7%,50.0%,50.0%,-,45.5%
7 Joshua Kuroda-Grauer RHB,—,N/A,2,7,3.80,0,0,0.286,0.286,0.286,-,0.254,-,0.0%,-,-,84.8,236.1,2,0,-,-,-,14.3%,28.6%,66.9,7.1%,35.7%,-,100.0%,57.2%,28.6%,0.0%,28.6%,28.6%,14.3%,42.9%,42.9%,37.5%
