HR Split,Overall
Dates,="8/8/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,6:05 PM,Aaron Nola,vs,1.79,1.62,0.90,2.44,11.2%,26.8%,45.5%,30.5%,5.3%,1051
2,6:40 PM,Robert Stock,@,1.59,2.16,-,2.06,13.7%,20.6%,37.5%,36.3%,6.6%,51
3,6:05 PM,Max Scherzer,@,1.49,1.54,1.05,2.42,9.6%,31.5%,37.7%,23.2%,7.1%,650
4,7:15 PM,Gavin Williams,@,0.94,0.59,1.12,1.35,9.8%,21.8%,47.6%,31.3%,8.5%,1396
5,7:15 PM,Kyle Freeland,@,0.87,-0.28,1.46,1.52,10.5%,15.6%,42.8%,31.3%,8.8%,1328
6,7:10 PM,Robert Gasser,vs,0.64,-0.23,0.96,1.69,7.7%,20.1%,34.9%,28.8%,8.9%,418
7,9:50 PM,George Kirby,vs,0.58,0.47,0.64,1.43,9.3%,15.2%,42.1%,29.0%,8.0%,1247
8,3:05 PM,Gerrit Cole,vs,0.48,0.43,0.22,1.10,9.8%,13.5%,44.7%,32.2%,8.1%,422
9,7:10 PM,Taj Bradley,@,0.37,0.86,-0.54,1.18,8.5%,17.3%,43.7%,27.4%,7.7%,1268
10,7:15 PM,Jackson Jobe,@,0.35,0.60,-0.05,1.30,8.7%,14.3%,43.3%,28.0%,6.5%,218
11,7:15 PM,Michael King,vs,0.09,-0.08,0.63,1.20,9.2%,14.4%,32.3%,30.6%,5.5%,967
12,4:10 PM,Gage Jump,@,0.04,0.01,0.16,1.07,5.4%,20.2%,45.5%,23.4%,8.0%,395
13,4:10 PM,Sandy Alcantara,vs,0.01,-0.04,0.35,1.17,6.8%,18.3%,37.8%,22.9%,7.9%,1525
14,7:15 PM,Jacob deGrom,vs,-0.00,0.30,-0.48,0.88,8.4%,12.7%,47.0%,26.4%,6.2%,1250
15,6:45 PM,Chase Burns,@,-0.04,0.40,-0.89,0.86,8.5%,11.6%,39.9%,32.0%,6.7%,779
16,9:50 PM,Griffin Jax,@,-0.06,0.32,-0.44,0.99,7.6%,16.5%,38.1%,26.2%,6.9%,774
17,7:15 PM,Anthony Kay,vs,-0.09,-1.05,0.60,1.08,8.2%,14.0%,40.2%,22.9%,5.9%,607
18,7:15 PM,Matthew Liberatore,vs,-0.11,0.11,0.06,1.13,5.7%,13.8%,41.0%,27.8%,6.4%,1233
19,7:10 PM,Seth Lugo,vs,-0.16,-0.06,-0.04,0.83,6.8%,10.2%,43.9%,29.3%,8.0%,1275
20,8:10 PM,Yoshinobu Yamamoto,@,-0.39,-0.56,0.33,0.96,5.8%,14.5%,34.2%,25.8%,6.7%,1473
21,7:15 PM,Kyle Bradish,@,-0.43,-0.70,0.34,0.82,7.3%,13.1%,38.5%,24.4%,4.9%,751
22,7:15 PM,Peter Lambert,@,-0.57,-0.67,-0.02,0.60,6.0%,7.5%,36.7%,33.4%,7.2%,567
23,3:05 PM,Chris Sale,@,-0.62,-1.03,-0.17,0.66,6.0%,11.1%,36.3%,27.3%,6.3%,1084
24,8:10 PM,Brandon Pfaadt,vs,-0.69,-0.36,-0.65,0.56,7.0%,8.2%,35.9%,22.8%,8.7%,1223
25,7:15 PM,Landen Roupp,vs,-0.75,-0.62,-0.15,0.83,5.7%,16.5%,31.3%,19.6%,4.9%,1093
26,7:10 PM,Clay Holmes,@,-0.82,-0.57,-0.57,0.45,5.3%,8.1%,44.0%,22.9%,7.0%,1042
27,4:10 PM,Jake Bennett,vs,-0.82,-1.59,-0.21,0.61,4.0%,8.4%,36.7%,26.3%,8.6%,403
28,6:40 PM,Bubba Chandler,vs,-0.90,-0.13,-1.48,0.57,4.9%,8.7%,38.0%,24.4%,5.8%,718
29,4:10 PM,Walbert Urena,@,-1.36,-0.66,-1.49,0.43,3.1%,7.8%,32.5%,21.6%,6.4%,533
30,6:45 PM,Andrew Alvarez,vs,-1.43,-0.76,-1.34,0.17,4.4%,3.0%,41.7%,18.4%,6.3%,476
