HR Split,Overall
Dates,="7/24/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:10 PM,Roki Sasaki,@,1.61,0.42,2.04,2.32,13.4%,26.5%,44.8%,29.0%,7.6%,682
2,7:10 PM,German Marquez,@,1.22,0.93,0.19,2.17,9.6%,20.2%,44.1%,35.3%,8.1%,882
3,7:40 PM,Spencer Arrighetti,@,1.20,0.97,-0.24,2.30,10.9%,27.5%,34.8%,29.8%,6.2%,641
4,8:10 PM,Zebby Matthews,vs,1.17,0.59,1.14,2.05,13.0%,22.5%,38.7%,26.4%,9.0%,770
5,4:10 PM,Tomoyuki Sugano,@,1.02,0.39,0.90,2.05,11.0%,18.1%,41.8%,31.3%,7.6%,1174
6,6:45 PM,Will Warren,@,0.81,0.19,0.95,1.91,8.4%,27.3%,44.0%,24.1%,7.8%,1255
7,7:10 PM,Sean Manaea,vs,0.70,-0.35,1.15,1.76,8.7%,22.7%,41.2%,28.6%,8.4%,732
8,10:15 PM,Grayson Rodriguez,@,0.48,0.00,0.88,1.28,10.2%,14.9%,56.1%,27.1%,8.1%,271
9,8:05 PM,MacKenzie Gore,vs,0.43,-0.14,0.70,1.53,9.2%,20.1%,41.4%,26.1%,8.2%,1270
10,6:40 PM,Beck Way,@,0.40,1.51,-1.06,1.60,7.7%,27.4%,43.6%,21.3%,6.8%,121
11,8:05 PM,Bryce Miller,@,0.16,-0.15,0.31,1.45,7.8%,18.5%,33.3%,32.9%,6.4%,803
12,6:40 PM,Matthew Boyd,@,0.09,-0.40,0.40,1.14,10.1%,17.1%,42.3%,25.0%,7.6%,1097
13,6:45 PM,Eduardo Rodriguez,@,-0.06,0.18,-0.15,1.02,11.4%,11.0%,38.7%,30.7%,5.6%,1286
14,7:10 PM,Shane McClanahan,vs,-0.09,0.12,-0.14,1.03,8.8%,14.3%,40.1%,27.3%,8.8%,487
15,8:15 PM,Rhett Lowder,@,-0.18,0.15,-1.19,1.21,7.0%,13.2%,38.3%,27.9%,7.8%,409
16,6:40 PM,Tarik Skubal,vs,-0.19,-0.13,0.20,1.25,7.5%,25.6%,26.4%,23.1%,7.1%,1253
17,6:45 PM,Carson Palmquist,vs,-0.29,0.62,-0.62,1.31,6.8%,16.5%,28.7%,26.6%,6.9%,266
18,7:05 PM,Grant Holmes,@,-0.35,-0.29,-0.25,1.11,6.7%,12.1%,40.0%,26.6%,7.0%,992
19,7:15 PM,Trey Yesavage,@,-0.52,-0.55,-0.14,0.94,6.9%,14.5%,35.8%,28.7%,5.0%,617
20,8:15 PM,Dustin May,vs,-0.53,-0.48,-0.28,0.96,5.5%,12.9%,42.5%,24.9%,7.0%,1082
21,4:10 PM,Shane Drohan,vs,-0.65,-0.64,-0.18,0.67,9.3%,6.4%,37.6%,26.7%,7.1%,436
22,10:15 PM,Logan Webb,vs,-0.70,-0.56,-0.40,1.01,5.6%,16.3%,35.5%,22.3%,4.7%,1422
23,7:15 PM,Patrick Sandoval,vs,-0.71,-,-1.69,1.00,3.3%,14.3%,36.7%,23.3%,8.5%,84
24,8:10 PM,Jacob Lopez,@,-0.82,-1.03,-0.13,0.89,3.9%,8.2%,33.6%,30.8%,7.3%,750
25,7:10 PM,Joey Cantillo,@,-0.88,-0.28,-0.76,0.73,5.6%,13.3%,37.0%,21.7%,6.9%,982
26,6:40 PM,Jared Jones,vs,-0.90,-0.78,-0.37,0.73,5.4%,15.7%,36.6%,18.1%,7.5%,248
27,7:40 PM,Davis Martin,vs,-1.13,-0.80,-0.66,0.40,6.9%,5.3%,39.9%,21.9%,7.5%,1146
28,6:45 PM,Jesus Luzardo,vs,-1.29,-1.31,-0.58,0.56,3.9%,12.1%,34.7%,20.8%,5.6%,1390
29,7:05 PM,Trevor Rogers,vs,-0.48,-0.95,-0.15,0.93,6.4%,12.5%,39.5%,24.1%,8.4%,409
30,7:10 PM,Ryan Gusto,vs,-0.52,-0.40,-0.60,0.88,9.1%,7.1%,42.4%,28.3%,7.7%,138
