Matchup,SEA @ PIT
Pitcher,Mitch Keller
Pitcher Team,PIT
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,82.1,353,0.248,0.310,0.376,0.127,1.32,7,0.77,8.8%,20.4%,18.1%,16.4%,9.7%,7.00,60.2%,8.1%,6.4%,40.6%,20.3%,11.8%,15.9%
vsLHB,49.2,218,0.263,0.331,0.423,0.160,1.37,5,0.91,7.8%,18.6%,18.3%,17.5%,8.9%,7.25,55.7%,7.9%,8.3%,40.4%,19.9%,12.9%,16.7%
vsRHB,32.0,135,0.225,0.277,0.300,0.075,1.28,2,0.56,10.4%,23.4%,17.8%,14.7%,11.2%,6.75,67.4%,8.4%,3.2%,41.1%,21.1%,10.0%,14.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dominic Canzone LHB,,+610,19,21,3.20,3,3,0.278,0.381,0.778,0.500,0.481,9.5%,20.0%,14.3%,10.0%,92.1,286.6,5,3,6.7%,6.7%,13.3%,53.3%,40.0%,75.5,47.1%,32.4%,17.6%,97.1%,26.7%,75.0%,33.3%,33.3%,20.0%,60.0%,20.0%,31.8%
Cole Young LHB,,+660,13,28,3.60,2,2,0.321,0.321,0.571,0.250,0.386,-,12.5%,10.7%,7.8%,92.8,272.5,6,4,8.0%,8.0%,24.0%,48.0%,32.0%,72.8,31.1%,42.2%,15.6%,93.8%,28.0%,14.3%,32.0%,32.0%,32.0%,52.0%,16.0%,41.7%
Colt Emerson LHB,,+850,25,18,2.80,2,2,0.235,0.278,0.588,0.353,0.368,5.6%,38.2%,27.8%,19.1%,83.4,251.3,2,2,8.3%,-,16.7%,25.0%,50.0%,73.4,35.5%,16.1%,6.5%,91.2%,16.7%,100.0%,33.3%,41.7%,50.0%,50.0%,-,26.3%
JP Crawford LHB,,+640,20,24,3.40,1,1,0.300,0.417,0.500,0.200,0.397,16.7%,17.6%,20.8%,8.4%,88.3,274.5,5,2,6.7%,6.7%,20.0%,46.7%,53.3%,71.2,17.4%,26.1%,6.5%,90.2%,33.3%,20.0%,26.7%,33.3%,26.7%,46.7%,26.7%,46.2%
Mitch Garver RHB,—,N/A,17,20,3.40,1,1,0.222,0.300,0.389,0.167,0.303,10.0%,37.1%,30.0%,17.8%,87.9,241.1,3,1,8.3%,8.3%,41.7%,33.3%,58.3%,71.7,9.7%,19.4%,9.7%,88.6%,25.0%,33.3%,50.0%,25.0%,58.3%,41.7%,-,47.6%
Josh Naylor LHB,,+650,23,19,3.80,1,1,0.167,0.211,0.333,0.167,0.238,5.3%,6.5%,5.3%,3.2%,86.2,255.7,4,3,-,-,11.8%,29.4%,23.5%,71.2,10.0%,33.3%,13.3%,96.8%,11.8%,50.0%,17.6%,47.1%,29.4%,52.9%,17.6%,31.8%
Julio Rodriguez RHB,,+572,26,22,3.80,0,0,0.190,0.227,0.238,0.048,0.209,4.5%,21.4%,13.6%,11.4%,84.3,237.5,4,1,-,-,11.8%,35.3%,41.2%,75.2,55.6%,19.4%,5.6%,90.0%,5.9%,0.0%,47.1%,41.2%,29.4%,41.2%,29.4%,25.0%
Luke Raley LHB,,+526,28,21,3.20,0,1,0.100,0.143,0.150,0.050,0.134,4.8%,29.2%,28.6%,15.9%,93.7,236.5,4,1,7.1%,-,42.9%,57.1%,28.6%,76.0,60.0%,20.0%,13.3%,93.8%,28.6%,0.0%,28.6%,28.6%,57.1%,14.3%,28.6%,26.3%
Victor Robles RHB,,+1200,13,21,3.20,0,1,0.263,0.333,0.263,-,0.274,9.5%,6.9%,9.5%,3.6%,80.4,283.1,2,2,5.9%,-,5.9%,17.6%,11.8%,68.4,-,31.8%,9.1%,78.6%,17.6%,0.0%,5.9%,70.6%,47.1%,47.1%,5.9%,40.0%
Cal Raleigh SHB,,+351,26,20,4.00,0,2,0.176,0.300,0.176,-,0.231,15.0%,22.2%,20.0%,12.0%,92.1,259.3,4,2,15.4%,7.7%,38.5%,53.8%,30.8%,74.4,53.1%,14.3%,10.2%,92.5%,53.8%,0.0%,30.8%,7.7%,46.2%,38.5%,15.4%,45.8%
