Matchup,PIT @ PHI
Pitcher,Paul Skenes
Pitcher Team,PIT
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.2,240,0.223,0.277,0.355,0.132,1.06,5,0.77,5.4%,30.6%,31.2%,23.4%,15.4%,11.51,60.6%,5.8%,6.1%,39.9%,24.3%,11.1%,12.8%
vsLHB,32.2,136,0.213,0.285,0.369,0.156,1.07,3,0.83,6.6%,29.7%,29.4%,24.7%,14.7%,11.02,57.7%,5.6%,6.0%,41.7%,31.0%,7.7%,11.9%
vsRHB,26.0,104,0.235,0.266,0.337,0.102,1.04,2,0.69,3.8%,31.8%,33.7%,22.0%,16.3%,12.12,64.4%,6.0%,6.2%,37.5%,15.6%,20.0%,14.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Bryce Harper LHB,,+310,31,17,4.40,4,4,0.625,0.588,1.562,0.938,0.874,-,17.9%,5.9%,10.0%,98.0,314.2,6,5,18.8%,6.2%,25.0%,68.8%,43.8%,73.9,40.7%,55.6%,29.6%,96.4%,62.4%,31.2%,80.0%,31.2%,37.5%,43.8%,50.0%,6.2%,38.5%
Kyle Schwarber LHB,,+190,29,10,4.60,2,2,0.444,0.500,1.111,0.667,0.663,10.0%,22.7%,20.0%,9.4%,102.5,300.6,2,2,28.6%,14.3%,57.1%,85.7%,71.4%,77.6,85.0%,30.0%,25.0%,95.2%,85.7%,28.6%,100.0%,57.1%,14.3%,57.1%,42.9%,-,28.6%
Rafael Marchan SHB,—,N/A,12,19,2.80,1,2,0.167,0.211,0.333,0.167,0.238,5.3%,12.5%,5.3%,6.7%,84.1,211.7,2,2,5.9%,5.9%,29.4%,17.6%,29.4%,66.1,-,31.6%,2.6%,95.0%,29.4%,17.6%,33.3%,11.8%,35.3%,47.1%,23.5%,29.4%,21.1%
Trea Turner RHB,,+700,29,18,4.60,1,1,0.412,0.444,0.647,0.235,0.470,5.6%,16.2%,11.1%,8.6%,90.4,191.4,1,1,6.7%,-,13.3%,60.0%,33.3%,72.2,29.4%,32.4%,14.7%,91.9%,40.0%,13.3%,50.0%,26.7%,40.0%,26.7%,46.7%,26.7%,35.0%
Edmundo Sosa RHB,—,N/A,27,16,3.40,1,2,0.250,0.250,0.500,0.250,0.322,-,25.0%,18.8%,15.6%,87.8,289.6,3,3,15.4%,-,-,38.5%,46.2%,71.5,24.0%,28.0%,16.0%,89.3%,53.9%,23.1%,33.3%,30.8%,46.2%,15.4%,53.8%,30.8%,30.8%
Brandon Marsh LHB,,+560,19,16,4.40,1,1,0.400,0.438,0.600,0.200,0.450,6.2%,26.3%,37.5%,14.9%,92.7,225.5,1,1,11.1%,11.1%,44.4%,44.4%,44.4%,71.7,18.2%,18.2%,9.1%,86.8%,55.5%,22.2%,50.0%,33.3%,22.2%,66.7%,11.1%,22.2%,62.5%
J.T. Realmuto RHB,,+800,12,24,4.20,0,0,0.238,0.333,0.381,0.143,0.317,8.3%,27.5%,20.8%,15.5%,88.9,273.7,5,1,6.2%,-,12.5%,31.2%,50.0%,73.8,38.2%,35.3%,5.9%,89.5%,75.0%,31.2%,0.0%,43.8%,25.0%,25.0%,31.2%,43.8%,35.0%
Justin Crawford LHB,,+900,3,21,3.40,0,1,0.400,0.429,0.500,0.100,0.406,4.8%,26.1%,23.8%,15.2%,82.3,271.9,4,2,-,-,-,53.3%,80.0%,68.0,2.4%,26.8%,4.9%,89.1%,80.0%,13.3%,0.0%,66.7%,6.7%,-,53.3%,46.7%,50.0%
Alec Bohm RHB,,+800,19,20,4.20,0,0,0.167,0.250,0.167,-,0.198,10.0%,17.8%,20.0%,10.8%,89.9,282.7,3,1,-,-,-,28.6%,28.6%,70.1,2.6%,25.6%,7.7%,86.7%,42.8%,21.4%,0.0%,21.4%,57.1%,14.3%,28.6%,57.1%,47.1%
Bryson Stott LHB,,+520,14,18,4.00,0,0,0.357,0.500,0.429,0.071,0.413,22.2%,16.7%,11.1%,6.2%,91.3,253.5,2,1,-,-,8.3%,50.0%,41.7%,69.9,10.3%,31.0%,10.3%,96.7%,58.3%,33.3%,0.0%,25.0%,41.7%,41.7%,25.0%,33.3%,5.6%
