Matchup,CWS @ PHI
Pitcher,Anthony Kay
Pitcher Team,CWS
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.1,258,0.255,0.340,0.418,0.164,1.40,8,1.26,9.3%,20.4%,16.3%,12.5%,9.1%,6.59,60.2%,5.7%,9.9%,42.9%,21.4%,20.5%,21.4%
vsLHB,15.0,58,0.098,0.173,0.137,0.039,0.53,0,-,5.2%,27.4%,29.3%,19.3%,12.6%,10.20,66.1%,6.1%,2.9%,29.4%,8.8%,-,14.7%
vsRHB,42.0,200,0.302,0.389,0.503,0.201,1.71,8,1.71,10.5%,18.2%,12.5%,10.1%,8.1%,5.36,58.5%,5.6%,11.5%,45.9%,24.3%,22.2%,23.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Edmundo Sosa RHB,+710,20,2.40,2,2,0.235,0.300,0.588,0.353,0.367,5.0%,26.1%,30.0%,17.1%,88.5,16.7%,16.7%,33.3%,41.7%,50.0%,72.0,19.5%,19.5%,7.3%,89.1%,33.3%,50.0%,25.0%,41.7%,58.3%,41.7%,-,41.2%
Alec Bohm RHB,+790,17,4.00,2,2,0.267,0.353,0.733,0.467,0.450,11.8%,15.4%,5.9%,7.1%,91.4,14.3%,7.1%,7.1%,35.7%,28.6%,71.1,17.4%,39.1%,21.7%,92.0%,42.9%,16.7%,7.1%,28.6%,28.6%,57.1%,14.3%,26.7%
Kyle Schwarber LHB,+210,16,4.40,2,2,0.429,0.500,0.929,0.500,0.590,12.5%,28.0%,18.8%,14.3%,93.0,18.2%,-,27.3%,45.5%,45.5%,77.1,75.0%,16.7%,8.3%,100.0%,27.3%,66.7%,27.3%,45.5%,63.6%,27.3%,9.1%,33.3%
J.T. Realmuto RHB,+710,17,3.00,0,0,0.133,0.235,0.133,-,0.185,5.9%,19.4%,11.8%,9.2%,90.9,7.7%,-,23.1%,23.1%,30.8%,73.5,33.3%,37.0%,7.4%,90.0%,46.2%,0.0%,15.4%,30.8%,38.5%,23.1%,38.5%,37.5%
Trea Turner RHB,+520,16,4.00,0,0,0.231,0.375,0.308,0.077,0.312,18.8%,19.4%,18.8%,9.5%,84.7,10.0%,10.0%,10.0%,40.0%,30.0%,69.9,14.8%,14.8%,11.1%,87.1%,10.0%,0.0%,30.0%,60.0%,20.0%,50.0%,30.0%,33.3%
Bryson Stott LHB,+820,15,4.00,0,0,0.286,0.333,0.357,0.071,0.306,6.7%,23.8%,13.3%,10.6%,86.7,8.3%,-,-,41.7%,41.7%,68.4,-,52.9%,11.8%,81.0%,25.0%,0.0%,25.0%,41.7%,25.0%,41.7%,33.3%,23.5%
Adolis Garcia RHB,+490,15,3.40,0,0,0.091,0.267,0.182,0.091,0.214,20.0%,21.4%,33.3%,9.2%,87.1,-,-,14.3%,57.1%,71.4%,72.7,36.0%,16.0%,12.0%,89.3%,14.3%,0.0%,57.1%,28.6%,14.3%,71.4%,14.3%,15.4%
Brandon Marsh LHB,+790,13,3.60,0,0,0.273,0.308,0.273,-,0.255,7.7%,48.3%,30.8%,25.9%,82.8,-,-,12.5%,12.5%,12.5%,71.3,12.5%,16.7%,4.2%,85.7%,25.0%,0.0%,12.5%,62.5%,50.0%,37.5%,12.5%,35.3%
Bryce Harper LHB,+410,11,3.80,0,0,0.111,0.182,0.111,-,0.140,9.1%,43.3%,36.4%,24.1%,96.8,-,-,16.7%,83.3%,50.0%,74.9,46.2%,19.2%,11.5%,86.7%,16.7%,0.0%,66.7%,16.7%,33.3%,33.3%,33.3%,54.5%
Justin Crawford LHB,N/A,9,3.60,0,0,0.286,0.444,0.286,-,0.342,22.2%,33.3%,11.1%,11.6%,64.2,-,-,-,33.3%,16.7%,67.7,-,25.0%,12.5%,53.3%,-,-,-,66.7%,33.3%,33.3%,33.3%,25.0%
Rafael Marchan SHB,N/A,9,2.60,0,0,0.111,0.111,0.111,-,0.099,-,4.8%,11.1%,2.1%,82.0,-,-,12.5%,12.5%,37.5%,65.0,-,17.6%,-,89.5%,37.5%,0.0%,25.0%,37.5%,37.5%,62.5%,-,16.7%
Steward Berroa SHB,N/A,1,2.00,0,0,-,-,-,-,-,-,0.0%,100.0%,-,-,-,-,-,-,-,-,-,-,-,0.0%,-,-,-,-,-,-,-,-
Garrett Stubbs LHB,N/A,1,2.60,0,0,-,-,-,-,-,-,0.0%,-,-,79.4,-,-,-,-,-,70.0,-,-,-,100.0%,-,-,-,100.0%,100.0%,-,-,-
