Matchup,PIT @ ATL
Pitcher,Spencer Strider
Pitcher Team,ATL
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,31.0,127,0.202,0.320,0.431,0.229,1.26,6,1.74,13.4%,34.1%,31.5%,24.5%,15.6%,11.61,60.2%,6.9%,10.0%,32.9%,40.0%,21.4%,28.6%
vsLHB,18.1,78,0.206,0.341,0.500,0.294,1.31,5,2.45,12.8%,32.9%,30.8%,27.0%,14.5%,11.78,60.3%,6.9%,15.9%,36.4%,40.9%,27.8%,34.1%
vsRHB,11.2,49,0.195,0.286,0.317,0.122,1.29,1,0.77,14.3%,35.8%,32.7%,21.6%,17.1%,12.34,60.0%,6.8%,-,26.9%,38.5%,10.0%,19.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan O'Hearn LHB,+610,27,3.20,4,4,0.360,0.407,0.840,0.480,0.524,7.4%,27.5%,22.2%,13.5%,91.6,15.8%,5.3%,10.5%,47.4%,36.8%,70.9,12.2%,30.6%,6.1%,96.1%,42.1%,50.0%,15.8%,36.8%,26.3%,42.1%,31.6%,32.0%
Spencer Horwitz LHB,+680,33,4.60,2,2,0.276,0.364,0.517,0.241,0.379,12.1%,8.3%,6.1%,3.8%,87.0,18.5%,7.4%,22.2%,40.7%,40.7%,68.3,5.7%,30.2%,13.2%,94.6%,33.3%,22.2%,25.9%,22.2%,37.0%,40.7%,22.2%,20.0%
Oneil Cruz LHB,+290,27,4.40,2,3,0.381,0.519,0.667,0.286,0.498,22.2%,41.9%,29.6%,15.5%,95.8,15.4%,-,23.1%,53.8%,69.2%,78.1,73.0%,18.9%,13.5%,88.1%,38.5%,40.0%,53.8%,7.7%,30.8%,61.5%,7.7%,32.3%
Brandon Lowe LHB,+320,26,4.80,2,5,0.261,0.346,0.565,0.304,0.391,7.7%,35.6%,26.9%,16.8%,94.0,25.0%,18.8%,43.8%,50.0%,37.5%,74.3,43.2%,29.5%,15.9%,97.8%,50.0%,25.0%,18.8%,31.2%,62.5%,25.0%,12.5%,47.8%
Nick Gonzales RHB,+790,13,4.40,2,3,0.462,0.462,1.000,0.538,0.626,-,26.1%,7.7%,14.0%,91.1,25.0%,8.3%,16.7%,66.7%,66.7%,71.4,9.5%,42.9%,28.6%,95.5%,41.7%,40.0%,25.0%,33.3%,33.3%,41.7%,25.0%,58.3%
Bryan Reynolds SHB,+470,25,4.60,1,1,0.350,0.440,0.600,0.250,0.435,12.0%,15.6%,16.0%,6.6%,92.9,11.8%,11.8%,17.6%,47.1%,41.2%,72.2,34.1%,29.3%,17.1%,91.1%,29.4%,20.0%,29.4%,41.2%,52.9%,29.4%,17.6%,25.8%
Endy Rodriguez SHB,+690,22,3.00,1,1,0.167,0.318,0.333,0.167,0.294,18.2%,27.3%,27.3%,11.7%,91.0,16.7%,8.3%,33.3%,58.3%,50.0%,72.2,18.4%,21.1%,10.5%,88.4%,41.7%,20.0%,33.3%,8.3%,33.3%,33.3%,33.3%,33.3%
Jake Mangum SHB,+1300,21,3.80,1,1,0.474,0.524,0.632,0.158,0.504,4.8%,7.1%,9.5%,3.4%,80.4,5.9%,5.9%,17.6%,29.4%,41.2%,65.9,-,33.3%,8.3%,87.8%,11.8%,50.0%,29.4%,47.1%,35.3%,11.8%,52.9%,17.4%
Marcell Ozuna RHB,N/A,14,4.00,1,1,0.250,0.357,0.500,0.250,0.370,14.3%,20.8%,7.1%,7.4%,91.3,18.2%,9.1%,18.2%,36.4%,45.5%,74.2,47.4%,26.3%,10.5%,82.6%,18.2%,50.0%,36.4%,27.3%,18.2%,54.5%,18.2%,0.0%
Henry Davis RHB,N/A,11,3.60,1,1,0.111,0.273,0.444,0.333,0.309,18.2%,34.8%,45.5%,16.7%,92.8,25.0%,25.0%,75.0%,50.0%,25.0%,73.5,36.8%,15.8%,10.5%,86.4%,25.0%,100.0%,25.0%,25.0%,100.0%,-,-,55.6%
Jared Triolo RHB,+980,21,3.80,0,0,0.158,0.238,0.158,-,0.189,9.5%,35.5%,42.9%,16.4%,84.7,-,-,-,20.0%,40.0%,69.2,3.8%,23.1%,7.7%,83.9%,10.0%,0.0%,40.0%,50.0%,30.0%,40.0%,30.0%,35.0%
Jhostynxon Garcia RHB,N/A,12,3.20,0,0,0.273,0.333,0.364,0.091,0.308,8.3%,26.1%,25.0%,16.7%,83.2,12.5%,-,-,25.0%,25.0%,73.9,33.3%,19.0%,9.5%,91.3%,12.5%,0.0%,25.0%,50.0%,-,75.0%,25.0%,75.0%
Tyler Callihan LHB,N/A,2,2.50,0,0,-,1.000,-,-,0.649,100.0%,42.9%,-,17.6%,-,-,-,-,-,-,65.9,-,-,-,100.0%,-,-,-,-,-,-,-,50.0%
