Matchup,CHC @ BAL
Pitcher,Shane Baz
Pitcher Team,BAL
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.1,258,0.236,0.298,0.371,0.135,1.26,5,0.73,8.9%,20.6%,20.9%,18.6%,10.0%,7.92,63.2%,5.9%,7.2%,41.7%,28.9%,9.6%,15.6%
vsLHB,35.0,146,0.235,0.308,0.417,0.182,1.23,4,1.03,8.2%,21.2%,25.3%,22.8%,10.2%,9.51,58.9%,6.5%,7.2%,39.2%,32.0%,12.9%,13.4%
vsRHB,26.1,112,0.237,0.285,0.309,0.072,1.29,1,0.34,9.8%,19.7%,15.2%,13.3%,9.7%,5.81,68.8%,5.1%,7.2%,44.6%,25.3%,4.8%,18.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Crow-Armstrong LHB,,+317,20,16,4.20,1,1,0.417,0.562,0.750,0.333,0.540,25.0%,20.6%,18.8%,8.6%,83.8,264.4,2,1,11.1%,11.1%,33.3%,22.2%,44.4%,75.7,64.3%,7.1%,7.1%,84.8%,66.6%,33.3%,33.3%,33.3%,22.2%,44.4%,33.3%,22.2%,30.0%
Alex Bregman RHB,,+630,21,25,4.60,0,0,0.158,0.320,0.158,-,0.239,16.0%,15.8%,16.0%,6.7%,88.4,195.7,3,0,-,-,31.2%,50.0%,25.0%,70.1,2.9%,28.6%,5.7%,92.1%,37.5%,12.5%,0.0%,25.0%,37.5%,62.5%,31.2%,6.2%,17.4%
Nico Hoerner RHB,,+1180,12,23,4.20,0,0,0.316,0.435,0.368,0.053,0.365,13.0%,7.9%,4.3%,3.6%,85.6,229.0,4,1,-,-,11.1%,22.2%,33.3%,68.1,-,32.3%,-,83.8%,55.6%,27.8%,0.0%,27.8%,27.8%,16.7%,27.8%,55.6%,34.8%
Michael Conforto LHB,,+499,29,20,3.80,0,0,0.158,0.200,0.158,-,0.166,5.0%,28.6%,30.0%,13.9%,89.9,287.9,4,1,-,-,38.5%,7.7%,38.5%,71.2,20.7%,31.0%,3.4%,87.9%,69.3%,38.5%,0.0%,30.8%,30.8%,46.2%,46.2%,7.7%,27.8%
Carson Kelly RHB,,+750,11,18,3.60,0,0,0.333,0.444,0.400,0.067,0.376,16.7%,8.0%,11.1%,2.7%,85.3,249.1,1,0,-,-,15.4%,46.2%,7.7%,70.4,8.7%,30.4%,17.4%,92.0%,15.4%,7.7%,0.0%,7.7%,84.6%,46.2%,38.5%,15.4%,6.2%
Michael Busch LHB,,+411,29,18,4.60,0,0,0.188,0.278,0.250,0.062,0.246,5.6%,32.3%,22.2%,18.2%,81.8,244.7,2,0,-,-,-,16.7%,16.7%,68.5,3.3%,26.7%,3.3%,96.8%,41.6%,33.3%,0.0%,8.3%,50.0%,33.3%,8.3%,58.3%,50.0%
Dansby Swanson RHB,,+516,22,17,3.60,0,0,0.118,0.118,0.176,0.059,0.127,-,8.3%,11.8%,3.9%,93.1,284.6,4,1,-,-,6.7%,46.7%,26.7%,72.9,13.0%,56.5%,17.4%,95.8%,53.4%,26.7%,0.0%,26.7%,40.0%,40.0%,40.0%,20.0%,42.1%
Seiya Suzuki RHB,,+437,34,17,4.60,0,0,0.143,0.294,0.143,-,0.219,17.6%,22.9%,23.5%,8.8%,82.2,292.8,2,1,10.0%,-,20.0%,20.0%,30.0%,74.2,41.9%,6.5%,3.2%,88.6%,40.0%,30.0%,0.0%,10.0%,60.0%,60.0%,30.0%,10.0%,18.2%
Ian Happ SHB,,+362,31,16,3.80,0,1,0.067,0.125,0.067,-,0.096,6.2%,38.9%,43.8%,18.2%,85.8,316.1,2,0,-,-,37.5%,12.5%,37.5%,70.7,5.9%,14.7%,2.9%,97.1%,50.0%,12.5%,0.0%,37.5%,50.0%,87.5%,12.5%,-,35.0%
Miguel Amaya RHB,—,N/A,27,15,3.60,0,1,0.333,0.467,0.583,0.250,0.453,6.7%,7.1%,6.7%,3.7%,89.3,266.7,3,1,9.1%,-,18.2%,54.5%,45.5%,70.6,12.8%,17.9%,10.3%,95.1%,63.7%,36.4%,0.0%,27.3%,27.3%,27.3%,63.6%,9.1%,42.1%
Pedro Ramirez SHB,—,N/A,24,11,1.60,0,0,0.400,0.455,0.600,0.200,0.449,9.1%,20.0%,18.2%,11.4%,90.2,254.0,0,0,-,-,12.5%,50.0%,25.0%,72.2,21.7%,17.4%,13.0%,92.0%,25.0%,-,-,25.0%,62.5%,37.5%,50.0%,12.5%,36.4%
Justin Dean RHB,—,N/A,-,2,1.20,0,0,0.500,0.500,1.500,1.000,0.810,-,28.6%,50.0%,22.2%,98.7,300.4,1,0,-,-,-,100.0%,100.0%,65.2,-,16.7%,16.7%,85.7%,100.0%,-,-,100.0%,-,-,-,100.0%,50.0%
Kevin Alcantara RHB,—,N/A,-,2,1.60,0,0,-,-,-,-,-,-,33.3%,50.0%,16.7%,91.6,349.7,1,0,-,-,100.0%,-,100.0%,76.4,50.0%,50.0%,-,66.7%,100.0%,-,-,100.0%,-,100.0%,-,-,0.0%
