Matchup,CIN @ MIL
Pitcher,Andrew Abbott
Pitcher Team,CIN
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.2,230,0.217,0.298,0.374,0.158,1.29,10,1.68,10.9%,24.7%,20.0%,14.9%,11.5%,7.71,62.7%,6.5%,7.5%,40.9%,30.8%,16.3%,13.8%
vsLHB,18.1,70,0.159,0.202,0.222,0.063,0.82,1,0.49,7.1%,29.4%,32.9%,17.8%,15.1%,11.29,65.7%,9.5%,2.4%,35.7%,35.7%,6.7%,11.9%
vsRHB,35.1,160,0.243,0.338,0.443,0.200,1.53,9,2.29,12.5%,22.0%,14.4%,12.8%,9.8%,5.86,61.3%,5.1%,9.4%,42.7%,29.1%,20.6%,14.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Gary Sanchez RHB,,+375,13,14,3.40,1,1,0.273,0.357,0.545,0.273,0.370,14.3%,27.8%,7.1%,8.8%,86.3,268.8,2,1,9.1%,9.1%,9.1%,45.5%,18.2%,72.4,33.3%,40.0%,33.3%,93.8%,36.4%,27.3%,33.3%,9.1%,54.5%,36.4%,45.5%,18.2%,6.7%
Brice Turang LHB,,+890,18,10,4.60,1,1,0.100,0.100,0.400,0.300,0.210,-,36.4%,50.0%,17.8%,84.4,331.3,2,1,20.0%,-,-,20.0%,60.0%,67.4,-,15.4%,-,86.7%,60.0%,40.0%,0.0%,20.0%,40.0%,-,60.0%,40.0%,33.3%
William Contreras RHB,,+447,16,15,3.40,0,1,0.308,0.400,0.385,0.077,0.354,6.7%,24.0%,20.0%,10.3%,92.9,272.3,3,3,-,-,20.0%,60.0%,50.0%,73.0,38.1%,38.1%,19.0%,95.5%,60.0%,30.0%,0.0%,30.0%,30.0%,20.0%,50.0%,30.0%,33.3%
Cooper Pratt RHB,,+880,3,13,3.40,0,0,0.091,0.154,0.091,-,0.118,7.7%,23.8%,30.8%,13.2%,83.6,258.8,1,0,-,-,14.3%,14.3%,28.6%,69.0,5.6%,22.2%,5.6%,85.7%,57.2%,28.6%,0.0%,28.6%,42.9%,42.9%,42.9%,14.3%,25.0%
Jackson Chourio RHB,,+365,13,13,4.80,0,0,0.231,0.231,0.231,-,0.205,-,20.0%,30.8%,11.1%,95.4,330.7,1,0,-,-,-,50.0%,12.5%,74.9,42.4%,18.2%,12.1%,94.3%,12.5%,12.5%,0.0%,-,87.5%,62.5%,37.5%,-,21.4%
Blake Perkins SHB,,+950,11,12,1.60,0,0,0.182,0.250,0.273,0.091,0.234,8.3%,9.1%,8.3%,3.4%,88.2,208.1,1,0,-,-,30.0%,20.0%,20.0%,69.4,14.3%,28.6%,9.5%,100.0%,50.0%,20.0%,0.0%,30.0%,30.0%,40.0%,40.0%,20.0%,11.1%
Sal Frelick LHB,,+1500,15,10,3.20,0,0,0.444,0.500,0.556,0.111,0.459,10.0%,20.0%,-,8.6%,90.3,207.5,1,0,-,-,11.1%,33.3%,33.3%,66.8,-,58.3%,16.7%,92.3%,66.6%,22.2%,0.0%,44.4%,22.2%,22.2%,33.3%,44.4%,36.4%
Joey Ortiz RHB,,+930,14,10,3.00,0,0,0.300,0.300,0.300,-,0.267,-,25.0%,20.0%,9.8%,85.3,234.0,0,0,-,-,12.5%,25.0%,25.0%,72.8,23.1%,7.7%,7.7%,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,12.5%,50.0%,37.5%,20.0%
Andrew Vaughn RHB,,+520,15,9,3.00,0,0,0.167,0.444,0.333,0.167,0.357,33.3%,20.0%,-,4.5%,97.6,234.5,2,0,-,-,50.0%,66.7%,50.0%,72.5,11.1%,55.6%,33.3%,90.0%,83.3%,33.3%,0.0%,50.0%,16.7%,50.0%,33.3%,16.7%,9.1%
David Hamilton LHB,—,N/A,8,8,2.60,0,0,-,-,-,-,-,-,30.0%,50.0%,10.3%,76.4,47.9,0,0,-,-,-,25.0%,-,70.8,11.1%,11.1%,-,100.0%,-,-,-,-,50.0%,-,75.0%,25.0%,50.0%
Garrett Mitchell LHB,—,N/A,9,7,2.60,0,0,-,-,-,-,-,-,23.1%,57.1%,12.0%,84.0,92.6,0,0,-,-,-,33.3%,-,77.1,72.7%,9.1%,9.1%,100.0%,-,-,-,-,66.7%,-,33.3%,66.7%,33.3%
Jake Bauers LHB,—,N/A,21,7,3.20,0,0,0.400,0.571,0.800,0.400,0.544,28.6%,36.8%,28.6%,20.0%,81.0,197.8,0,0,-,-,-,-,-,74.4,27.3%,-,-,78.6%,50.0%,50.0%,0.0%,-,50.0%,50.0%,-,50.0%,70.0%
Christian Yelich LHB,,+680,21,6,3.60,0,1,-,-,-,-,-,-,33.3%,66.7%,16.7%,89.6,334.1,1,0,-,-,50.0%,50.0%,100.0%,70.9,16.7%,16.7%,-,100.0%,100.0%,50.0%,0.0%,50.0%,-,50.0%,-,50.0%,25.0%
