Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Esteury Ruiz,RHB,MIA,Jesus Luzardo,L,27.6,44.2,34.3,62.9,44.2
Munetaka Murakami,LHB,CWS,Cam Schlittler,R,27.6,57.3,27.9,47.9,43.2
Willson Contreras,RHB,BOS,Jacob Lopez,L,52.8,43.2,26.2,59.4,43.1
Henry Bolte,RHB,ATH,Patrick Sandoval,L,44.3,34.2,35.4,62.2,42.6
Jordan Walker,RHB,STL,Matthew Boyd,L,42.9,50.5,21.2,54.8,42
Derek Hill,RHB,PHI,Ryan Gusto,R,27.9,45.5,36,44.6,40.7
Jazz Chisholm Jr.,LHB,NYY,Davis Martin,R,40.7,43.1,17.7,60.3,39.5
Teoscar Hernandez,RHB,LAD,Emerson Hancock,R,64.2,38.8,23,39.1,36.7
Rodolfo Durán,RHB,SD,Gabriel Hughes,R,41.7,29.9,35.2,43.2,36
Luis Campusano,RHB,SD,Gabriel Hughes,R,48.8,26.6,33,47.8,36
Junior Caminero,RHB,TB,MacKenzie Gore,L,20.3,40.2,31.2,40.6,35.6
Gunnar Henderson,LHB,BAL,Tarik Skubal,L,57.5,22.2,36.9,42.3,35.2
James Wood,LHB,WSH,Trey Yesavage,R,34.8,45.6,11.6,48.9,35.1
Ben Rice,LHB,NYY,Davis Martin,R,37.6,29.7,23,55.7,35
Luis Rengifo,SHB,SD,Gabriel Hughes,R,37.7,27.8,19.5,60,34.4
Bryce Harper,LHB,PHI,Ryan Gusto,R,27,33.4,34,38.5,34.2
Randy Arozarena,RHB,SEA,Eric Lauer,L,43.3,23.9,26.4,51.4,33.5
Yordan Alvarez,LHB,HOU,Grayson Rodriguez,R,31.6,36.5,22.5,40.9,32.9
Heriberto Hernandez,RHB,MIA,Jesus Luzardo,L,40.4,32.9,36.1,25.9,32.9
Spencer Torkelson,RHB,DET,Trevor Rogers,L,35.4,32.3,21,46,32.6
Jonah Heim,SHB,ATH,Patrick Sandoval,L,40.9,23.1,29.7,44.3,32.2
J.T. Realmuto,RHB,PHI,Ryan Gusto,R,49.2,31.5,30.7,26.4,31.8
Tyler Soderstrom,LHB,ATH,Patrick Sandoval,L,55.4,17.1,37.1,36,31.7
Austin Wells,LHB,NYY,Davis Martin,R,48.7,19.3,18.3,57.4,31.5
Coby Mayo,RHB,BAL,Tarik Skubal,L,49.3,31.6,20.5,35.7,31.1
Tim Tawa,RHB,ARI,Jared Jones,R,46.9,30.4,21.7,36.1,30.9
Adrian Del Castillo,LHB,ARI,Jared Jones,R,27,17.7,30.2,50.4,30.6
Yainer Diaz,RHB,HOU,Grayson Rodriguez,R,29.1,28.5,34.8,28.3,30.4
Kyle Schwarber,LHB,PHI,Ryan Gusto,R,29.2,29.2,28,35.4,30.4
