Matchup,NYY @ TB
Pitcher,Gerrit Cole
Pitcher Team,NYY
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,42.0,178,0.246,0.320,0.461,0.216,1.21,8,1.71,5.6%,17.9%,23.0%,20.2%,8.6%,8.79,69.4%,6.1%,8.7%,36.5%,31.0%,17.9%,15.1%
vsLHB,29.1,120,0.221,0.310,0.469,0.248,1.09,7,2.15,5.8%,18.9%,24.2%,20.3%,9.1%,8.90,68.6%,4.9%,7.1%,38.1%,34.5%,20.7%,14.3%
vsRHB,12.2,58,0.296,0.341,0.444,0.148,1.50,1,0.71,5.2%,15.6%,20.7%,20.0%,7.4%,8.53,71.2%,8.8%,11.9%,33.3%,23.8%,10.0%,16.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Junior Caminero RHB,,+253,30,26,4.20,5,5,0.292,0.346,0.917,0.625,0.522,7.7%,14.6%,11.5%,7.0%,95.1,302.0,6,5,19.0%,9.5%,28.6%,57.1%,33.3%,80.3,82.1%,30.8%,28.2%,95.1%,38.1%,23.8%,100.0%,14.3%,47.6%,66.7%,28.6%,4.8%,18.2%
Cedric Mullins LHB,,+560,24,24,3.80,2,2,0.238,0.292,0.524,0.286,0.340,8.3%,20.9%,20.8%,10.8%,88.4,215.2,4,2,11.8%,5.9%,17.6%,35.3%,17.6%,70.2,2.6%,35.9%,12.8%,92.9%,29.4%,23.5%,50.0%,5.9%,35.3%,41.2%,41.2%,17.6%,23.8%
Jonny DeLuca RHB,,+416,19,23,3.40,1,0,0.238,0.304,0.429,0.190,0.319,8.7%,21.6%,8.7%,10.3%,82.4,202.1,3,1,5.3%,5.3%,10.5%,26.3%,26.3%,74.2,47.2%,11.1%,5.6%,100.0%,47.4%,26.3%,20.0%,21.1%,26.3%,31.6%,21.1%,47.4%,40.9%
Nick Fortes RHB,,+556,14,21,2.80,1,2,0.238,0.238,0.429,0.190,0.288,-,17.9%,14.3%,9.6%,82.8,265.0,2,2,5.6%,5.6%,22.2%,27.8%,16.7%,71.9,19.0%,23.8%,19.0%,80.8%,27.8%,22.2%,25.0%,5.6%,61.1%,61.1%,11.1%,27.8%,35.3%
Victor Mesa Jr. LHB,,+720,23,21,3.80,1,2,0.278,0.333,0.500,0.222,0.349,9.5%,17.4%,19.0%,10.0%,89.8,255.9,4,3,6.7%,6.7%,33.3%,46.7%,40.0%,74.7,51.2%,19.5%,9.8%,93.2%,53.3%,20.0%,33.3%,33.3%,13.3%,60.0%,33.3%,6.7%,35.3%
Ben Williamson RHB,—,N/A,10,20,3.00,1,1,0.167,0.250,0.333,0.167,0.259,10.0%,16.0%,15.0%,6.8%,81.1,239.8,1,1,-,-,13.3%,20.0%,26.7%,67.6,-,28.6%,9.5%,91.3%,46.7%,26.7%,0.0%,20.0%,46.7%,33.3%,40.0%,26.7%,21.1%
Richie Palacios LHB,,+1000,10,18,3.00,1,1,0.294,0.333,0.471,0.176,0.350,5.6%,22.2%,11.1%,11.6%,83.5,276.5,4,1,6.7%,6.7%,20.0%,20.0%,46.7%,69.2,2.9%,23.5%,8.8%,94.4%,60.0%,40.0%,16.7%,20.0%,33.3%,40.0%,53.3%,6.7%,35.0%
Hunter Feduccia LHB,,+1050,18,15,3.00,1,3,0.267,0.267,0.533,0.267,0.343,-,21.9%,33.3%,9.9%,95.5,265.7,3,3,30.0%,10.0%,10.0%,60.0%,40.0%,71.6,16.1%,25.8%,19.4%,96.9%,70.0%,50.0%,20.0%,20.0%,20.0%,20.0%,70.0%,10.0%,8.3%
Ryan Vilade RHB,—,N/A,16,14,4.00,1,1,0.250,0.357,0.583,0.333,0.402,7.1%,25.0%,28.6%,10.3%,91.4,216.8,2,1,12.5%,-,25.0%,62.5%,25.0%,75.8,47.8%,17.4%,21.7%,100.0%,37.5%,25.0%,50.0%,12.5%,50.0%,62.5%,37.5%,-,27.8%
Yandy Diaz RHB,,+550,31,26,4.20,0,0,0.130,0.192,0.174,0.043,0.167,7.7%,22.7%,26.9%,9.7%,91.8,237.8,2,0,-,-,5.9%,64.7%,17.6%,73.2,33.3%,30.8%,28.2%,88.6%,23.5%,-,-,23.5%,70.6%,23.5%,58.8%,17.6%,25.0%
Jonathan Aranda LHB,,+529,24,22,4.20,0,1,0.111,0.273,0.111,-,0.199,18.2%,34.1%,22.7%,17.9%,88.1,287.2,3,1,7.7%,-,7.7%,30.8%,30.8%,69.4,7.7%,17.9%,7.7%,88.6%,53.9%,30.8%,0.0%,23.1%,46.2%,23.1%,38.5%,38.5%,56.5%
Taylor Walls SHB,,+1240,19,21,3.80,0,2,0.211,0.286,0.211,-,0.231,9.5%,25.0%,14.3%,10.8%,80.7,306.8,4,2,12.5%,-,12.5%,43.8%,43.8%,69.7,3.4%,31.0%,13.8%,96.7%,37.6%,18.8%,0.0%,18.8%,50.0%,68.8%,18.8%,12.5%,27.3%
