Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Davis Schneider","TOR","Cristian Javier","HOU","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Esmerlyn Valdez","PIT","Brandon Sproat","MIL","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","0"
"Yordan Alvarez","HOU","Shane Bieber","TOR","7","0.571","0.67","0.29","0.86","2","2","0","0","2","0","6","14.3","0.625","1"
"Ben Williamson","TB","Michael Lorenzen","COL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Cam Smith","HOU","Shane Bieber","TOR","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Jorbit Vivas","WSH","Aaron Nola","PHI","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Jake Bauers","MIL","Bubba Chandler","PIT","2","0.500","1.00","0.50","1.00","0","1","0","0","1","2","2","50.0","0.750","2"
"Junior Caminero","TB","Michael Lorenzen","COL","6","0.500","0.33","1.17","1.67","0","1","0","2","3","2","10","16.7","0.500","0"
"Brice Turang","MIL","Bubba Chandler","PIT","6","0.500","0.75","0.17","0.67","2","1","0","0","1","4","4","33.3","0.500","0"
"Yainer Diaz","HOU","Shane Bieber","TOR","8","0.500","0.43","0.63","1.13","1","2","0","1","3","2","9","0.0","0.500","0"
"Gabriel Moreno","ARI","Michael King","SD","8","0.500","0.50","0.13","0.63","3","1","0","0","1","1","5","0.0","0.556","1"
"Jose Altuve","HOU","Shane Bieber","TOR","12","0.500","0.50","0.17","0.67","4","2","0","0","2","0","8","0.0","0.538","1"
"Jake Cronenworth","SD","Brandon Pfaadt","ARI","24","0.458","0.50","0.04","0.50","10","1","0","0","1","3","12","12.5","0.444","1"
"Dylan Crews","WSH","Aaron Nola","PHI","12","0.417","0.71","0.25","0.67","3","1","1","0","2","2","8","41.7","0.417","0"
"Cedric Mullins","TB","Michael Lorenzen","COL","5","0.400","0.33","0.60","1.00","1","0","0","1","1","1","5","20.0","0.571","1"
"Jacob Young","WSH","Aaron Nola","PHI","8","0.375","0.75","0.13","0.50","2","1","0","0","1","0","4","50.0","0.333","0"
"Wyatt Langford","TEX","Logan Webb","SF","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Jeremy Pena","HOU","Shane Bieber","TOR","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Nathan Lukes","TOR","Cristian Javier","HOU","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.333","0"
"Nolan Arenado","ARI","Michael King","SD","6","0.333","0.33","0.17","0.50","1","1","0","0","1","0","3","0.0","0.429","1"
"Ty France","SD","Brandon Pfaadt","ARI","9","0.333","0.33","0.33","0.67","2","0","0","1","1","1","6","22.2","0.333","0"
"Mookie Betts","LAD","Matthew Boyd","CHC","18","0.333","0.38","0.11","0.44","4","2","0","0","2","3","8","11.1","0.368","1"
"Manny Machado","SD","Brandon Pfaadt","ARI","21","0.333","0.46","0.24","0.57","4","2","0","1","3","5","12","33.3","0.391","2"
"Yandy Diaz","TB","Michael Lorenzen","COL","7","0.286","0.33","0.14","0.43","1","1","0","0","1","0","3","14.3","0.444","2"
"Daulton Varsho","TOR","Cristian Javier","HOU","11","0.273","0.38","0.36","0.64","0","2","1","0","3","0","7","27.3","0.333","1"
"Christian Walker","HOU","Shane Bieber","TOR","11","0.273","0.29","0.27","0.55","2","0","0","1","1","2","6","27.3","0.273","0"
"Isaac Paredes","HOU","Shane Bieber","TOR","12","0.250","0.25","0.08","0.33","2","1","0","0","1","1","4","0.0","0.250","0"
"Teoscar Hernandez","LAD","Matthew Boyd","CHC","16","0.250","0.30","0.19","0.44","3","0","0","1","1","5","7","31.3","0.294","0"
"CJ Abrams","WSH","Aaron Nola","PHI","24","0.250","0.25","0.13","0.38","5","0","0","1","1","2","9","12.5","0.308","0"
"Corey Seager","TEX","Logan Webb","SF","17","0.235","0.25","0.12","0.35","2","2","0","0","2","1","6","5.9","0.235","0"
"Nicky Lopez","TEX","Logan Webb","SF","9","0.222","0.33","0.22","0.44","1","0","1","0","1","0","4","33.3","0.222","0"
"Jackson Merrill","SD","Brandon Pfaadt","ARI","19","0.211","0.25","0.11","0.32","2","2","0","0","2","2","6","15.8","0.273","2"
